"","Gene","meta.pvalue","FDR","seed.gene","DAWN.gene","SCHEMA.FDR.gene"
"38","CAMTA1",0.00327,0.0618555638642872,"YES","NO","NO"
"39","TET3",0.0678,0.0645074529884125,"NO","NO","NO"
"40","STAG1",5.26e-05,0.0670829407430926,"YES","NO","YES"
"41","MAGEC1",6.18e-05,0.069837016118073,"YES","NO","YES"
"42","MAGI2",6.41e-05,0.0725300177499671,"YES","NO","YES"
"43","DAGLA",6.87e-05,0.0752303625486216,"YES","NO","YES"
"44","SLC22A11",7.56e-05,0.0779928762597117,"YES","NO","YES"
"45","NFIC",0.00488,0.0806968873899148,"YES","NO","NO"
"46","ANKRD12",7.87e-05,0.0832967239449535,"YES","NO","YES"
"47","SV2A",8.21e-05,0.0858657591816582,"YES","NO","YES"
"48","EIF2S3",8.23e-05,0.0883322869233192,"YES","NO","YES"
"49","COG6",0.0867,0.0907965808422232,"NO","NO","NO"
"50","DLGAP5",0.0989,0.0937238758571558,"NO","NO","NO"
"51","SLC36A1",0.00678,0.0966607626541727,"YES","NO","NO"
"52","SOBP",0.000132,0.0996192201138448,"YES","NO","NO"
"53","ENTPD4",0.00718,0.102493681726768,"YES","NO","NO"
"54","POLR2K",0.00744,0.105361252230101,"YES","NO","NO"
"55","MCHR2",0.00906,0.108698347631528,"YES","NO","NO"
"56","BSCL2",0.000222,0.112307526244836,"YES","NO","NO"
"57","EMX2",0.011,0.116003309318795,"NO","NO","NO"
"58","NR4A2",0.000255,0.119668050021504,"YES","NO","NO"
"59","FNBP4",0.0121,0.123415728420083,"NO","NO","NO"
"60","FYN",0.000375,0.127715982653951,"YES","NO","NO"
"61","CRAT",0.000401,0.132033943596344,"YES","NO","NO"
"62","SCAF1",0.000415,0.136293388054278,"YES","NO","NO"
"63","FAM111A",0.016,0.140430678769192,"NO","NO","NO"
"64","PIP5K1B",0.0161,0.144459247200314,"NO","NO","NO"
"65","TFDP2",0.0162,0.148384026273849,"NO","NO","NO"
"66","TMOD1",0.0167,0.152287943579597,"NO","NO","NO"
"67","SLC34A2",0.000479,0.156245033342887,"YES","NO","NO"
"68","ZNF318",0.000479,0.160085738113138,"YES","NO","NO"
"69","CGREF1",0.000487,0.163851282257429,"YES","NO","NO"
"70","AGAP2",0.0192,0.167746468127241,"NO","NO","NO"
"71","TRAPPC10",0.000557,0.171586617108578,"YES","NO","NO"
"72","PTGER1",0.000585,0.175425502990453,"YES","NO","NO"
"73","CA6",0.0208,0.179248802105967,"NO","NO","NO"
"74","HMGCR",0.000644,0.18308334249808,"YES","NO","NO"
"75","CACNA2D1",0.00068,0.186930067609378,"YES","NO","NO"
"76","SRPK1",0.000694,0.190718057967933,"YES","NO","NO"
"77","SLC5A7",0.0236,0.194522133322696,"NO","NO","NO"
"78","ZMYND11",0.000802,0.198412012052877,"YES","NO","NO"
"79","LMBR1L",0.000812,0.202228660170619,"YES","NO","NO"
"80","GPR148",0.0268,0.206121383218943,"NO","NO","NO"
"81","KCNN3",0.000908,0.209971677324888,"YES","NO","NO"
"82","SLITRK5",0.000917,0.213747586502495,"YES","NO","NO"
"83","SLC25A43",0.000932,0.21746426500236,"YES","NO","NO"
"84","ABHD13",0.00106,0.221342127200626,"YES","NO","NO"
"85","ZFC3H1",0.00107,0.225146791059578,"YES","NO","NO"
"86","HERPUD2",0.00108,0.228880648083942,"YES","NO","NO"
"87","PUM2",0.00114,0.232630273042933,"YES","NO","NO"
"88","SLIT1",0.268,0.236534757523297,"NO","NO","NO"
"89","IPMK",0.00136,0.240438354368835,"YES","NO","NO"
"90","STRN4",0.0372,0.244355872120895,"NO","NO","NO"
"91","OTUD4",0.00148,0.248239290300721,"YES","NO","NO"
"92","ADNP",0.00149,0.252050203890367,"YES","NO","NO"
"93","CSPG5",0.0015,0.255790869247584,"YES","NO","NO"
"94","DLGAP1",0.0386,0.259474162617774,"NO","NO","NO"
"95","CRB1",0.00152,0.263080612708503,"YES","NO","NO"
"96","ATP1A2",0.00153,0.266623035507251,"YES","NO","NO"
"97","HMGB2",0.00155,0.270114178721304,"YES","NO","NO"
"98","PROM1",0.0016,0.273586660000064,"YES","NO","NO"
"99","TEFM",0.00171,0.277097661176347,"YES","NO","NO"
"100","OMG",0.00177,0.280594034236368,"YES","NO","NO"
"101","CNOT4",0.00192,0.284150345978078,"YES","NO","NO"
"102","SMARCA1",0.00199,0.287692907112527,"YES","NO","NO"
"103","TSC22D1",0.00201,0.29118212361365,"YES","NO","NO"
"104","TOP2B",0.0468,0.294620017288518,"NO","NO","NO"
"105","CHAF1B",0.00206,0.298013949199655,"YES","NO","NO"
"106","RYR2",0.00208,0.301358285685901,"YES","NO","NO"
"107","CLPTM1",0.00211,0.30466128377794,"YES","NO","NO"
"108","POLRMT",0.00212,0.307910033092661,"YES","NO","NO"
"109","LZIC",0.00214,0.311112772638983,"YES","NO","NO"
"110","DCTN5",0.00219,0.314290360111739,"YES","NO","NO"
"111","DGKI",0.0492,0.317411278482165,"NO","NO","NO"
"112","PSMA3",0.00224,0.320507546595398,"YES","NO","NO"
"113","LRRC19",0.327,0.323552361820737,"NO","NO","NO"
"114","GAL3ST2",0.00226,0.326552661936286,"YES","NO","NO"
"115","SMG7",0.00235,0.329553827761887,"YES","NO","NO"
"116","HIVEP2",0.00238,0.332520267537974,"YES","NO","NO"
"117","ATF2",0.00267,0.335587396521285,"YES","NO","NO"
"118","QRICH1",0.00268,0.338607372395923,"YES","NO","NO"
"119","RBM4",0.00291,0.34168129587461,"YES","NO","NO"
"120","C16orf87",0.003,0.34474198330669,"YES","NO","NO"
"121","PSMD11",0.00304,0.347768394752096,"YES","NO","NO"
"122","SATB1",0.00306,0.350753187010308,"YES","NO","NO"
"123","WDTC1",0.00309,0.353701223101175,"YES","NO","NO"
"124","TACC1",0.0031,0.356605573793445,"YES","NO","NO"
"125","AP3D1",0.00313,0.359474863610707,"YES","NO","NO"
"126","CSTL1",0.00321,0.362328158199497,"YES","NO","NO"
"127","ANKRD13B",0.0642,0.365166079677454,"NO","NO","NO"
"128","EPHB2",0.00341,0.367999332175085,"YES","NO","NO"
"129","COL24A1",0.00341,0.370788658277404,"YES","NO","NO"
"130","PPRC1",0.0035,0.373564065294025,"YES","NO","NO"
"131","KIF3C",0.00352,0.376303369381356,"YES","NO","NO"
"132","JARID2",0.00365,0.379040570878405,"YES","NO","NO"
"133","PIK3R4",0.00367,0.381742473679024,"YES","NO","NO"
"134","PTK2",0.00374,0.384424106286504,"YES","NO","NO"
"135","ARHGEF4",0.00376,0.387071613477481,"YES","NO","NO"
"136","NELFCD",0.00383,0.389699362569788,"YES","NO","NO"
"137","PAX4",0.00385,0.392294108936363,"YES","NO","NO"
"138","BCL6",0.00406,0.394905081194394,"YES","NO","NO"
"139","GOLGB1",0.00407,0.397480942598148,"YES","NO","NO"
"140","CHD3",0.0737,0.400022376473583,"NO","NO","NO"
"141","ARHGAP12",0.0041,0.40253262946554,"YES","NO","NO"
"142","NOL6",0.00418,0.405026325912951,"YES","NO","NO"
"143","CYP11B1",0.00422,0.407494308960737,"YES","NO","NO"
"144","RNFT1",0.00423,0.409930272183917,"YES","NO","NO"
"145","AXL",0.00442,0.412373985527224,"YES","NO","NO"
"146","KHDRBS2",0.00444,0.414788413607325,"YES","NO","NO"
"147","DNAJC2",0.00446,0.417174129928853,"YES","NO","NO"
"148","ATP2B1",0.00448,0.419531692723647,"YES","NO","NO"
"149","MLXIP",0.0783,0.42185855368434,"NO","NO","NO"
"150","LRP5",0.00451,0.424159456444958,"YES","NO","NO"
"151","ZNFX1",0.00452,0.426431860219388,"YES","NO","NO"
"152","RAC3",0.00461,0.428691785931172,"YES","NO","NO"
"153","DLAT",0.00465,0.430929722256793,"YES","NO","NO"
"154","PSMG3",0.0047,0.433147855942373,"YES","NO","NO"
"155","SLC31A1",0.00472,0.435341013551623,"YES","NO","NO"
"156","RBM47",0.0823,0.437529010172962,"NO","NO","NO"
"157","AKT1",0.00485,0.439689238551223,"YES","NO","NO"
"158","PALLD",0.0825,0.441825201866037,"NO","NO","NO"
"159","RANBP9",0.00492,0.443943094135652,"YES","NO","NO"
"160","C17orf58",0.00494,0.446037838780206,"YES","NO","NO"
"161","ADCY5",0.00505,0.44812443131615,"YES","NO","NO"
"162","BSN",0.00505,0.450185263450416,"YES","NO","NO"
"163","TAF15",0.00508,0.452225535135814,"YES","NO","NO"
"164","AARS2",0.00511,0.454245585939313,"YES","NO","NO"
"165","LIN7A",0.00513,0.456244219485117,"YES","NO","NO"
"166","KCNV1",0.00516,0.458223318281234,"YES","NO","NO"
"167","MLLT1",0.00518,0.46018170796474,"YES","NO","NO"
"168","MYO5A",0.00518,0.462116783485346,"YES","NO","NO"
"169","TBKBP1",0.00519,0.464030431656308,"YES","NO","NO"
"170","SMAD9",0.0053,0.465937430033495,"YES","NO","NO"
"171","DCLK1",0.0875,0.467827891905008,"NO","NO","NO"
"172","FBXO34",0.00535,0.469697622082861,"YES","NO","NO"
"173","SMARCAD1",0.00549,0.471564728062561,"YES","NO","NO"
"174","NPSR1",0.00556,0.473419574040276,"YES","NO","NO"
"175","UBXN7",0.00565,0.475264759289689,"YES","NO","NO"
"176","SNX9",0.00569,0.477093996550704,"YES","NO","NO"
"177","AMER3",0.00573,0.478907509060384,"YES","NO","NO"
"178","PPAN",0.00574,0.480701866999995,"YES","NO","NO"
"179","KLHL3",0.00582,0.482485795602489,"YES","NO","NO"
"180","ZNF366",0.00586,0.484254619318326,"YES","NO","NO"
"181","DSCAM",0.00607,0.486027829605595,"YES","NO","NO"
"182","TSPYL5",0.00617,0.487792497274663,"YES","NO","NO"
"183","ARAP3",0.0969,0.489549513748955,"NO","NO","NO"
"184","BRSK2",0.0063,0.49128957920548,"YES","NO","NO"
"185","HOXD10",0.0972,0.493011908870292,"NO","NO","NO"
"186","NEIL3",0.0064,0.494724829820149,"YES","NO","NO"
"187","SORCS1",0.00646,0.496425402943812,"YES","NO","NO"
"188","ANK2",0.00647,0.498108867559132,"YES","NO","NO"
"189","GTF3C4",0.00662,0.499788934879498,"YES","NO","NO"
"190","MAPK4",0.00674,0.501462471090353,"YES","NO","NO"
"191","SLC12A2",0.00675,0.503119395632363,"YES","NO","NO"
"192","BRSK1",0.102,0.504764932562143,"NO","NO","NO"
"193","ABLIM2",0.00686,0.506397385853285,"YES","NO","NO"
"194","C5",0.104,0.50802770842803,"NO","NO","NO"
"195","AKAP12",0.00713,0.509649627516594,"YES","NO","NO"
"196","GMEB1",0.00714,0.511255818534042,"YES","NO","NO"
"197","ZYG11B",0.00715,0.512846519394694,"YES","NO","NO"
"198","CSTF3",0.00722,0.514426794023496,"YES","NO","NO"
"199","C22orf39",0.00726,0.515994359902106,"YES","NO","NO"
"200","SPAG5",0.00728,0.517547819767197,"YES","NO","NO"
"201","RABIF",0.00735,0.519091241713341,"YES","NO","NO"
"202","INTS6",0.00748,0.520629208150873,"YES","NO","NO"
"203","MAP7",0.00749,0.522152764418519,"YES","NO","NO"
"204","SLC52A2",0.00757,0.523667242838784,"YES","NO","NO"
"205","ADCY1",0.109,0.525167742726208,"NO","NO","NO"
"206","TERF1",0.00767,0.526660013810448,"YES","NO","NO"
"207","DEXI",0.00782,0.52814827159439,"YES","NO","NO"
"208","CTBP1",0.00789,0.529626955652395,"YES","NO","NO"
"209","SPHK2",0.00801,0.531099433824323,"YES","NO","NO"
"210","KLHL5",0.00806,0.532561133189429,"YES","NO","NO"
"211","PKN2",0.0081,0.534011540651883,"YES","NO","NO"
"212","DCAF5",0.00811,0.535448899966905,"YES","NO","NO"
"213","KLHL1",0.00814,0.536874652188301,"YES","NO","NO"
"214","GAS7",0.00825,0.538293890757141,"YES","NO","NO"
"215","ZNF547",0.00831,0.539703570821809,"YES","NO","NO"
"216","AMOTL1",0.00843,0.541107340802024,"YES","NO","NO"
"217","NRXN2",0.00867,0.542511965753816,"YES","NO","NO"
"218","IL7R",0.00871,0.543905939451727,"YES","NO","NO"
"219","RFX1",0.00871,0.545287182796233,"YES","NO","NO"
"220","ARSD",0.00875,0.546658069673514,"YES","NO","NO"
"221","NLGN4X",0.00876,0.548017095664765,"YES","NO","NO"
"222","CTNNAL1",0.0088,0.549366040769755,"YES","NO","NO"
"223","ZNF8",0.00886,0.550706090715279,"YES","NO","NO"
"224","XIRP2",0.00888,0.552035231910907,"YES","NO","NO"
"225","USP13",0.00889,0.553353082880762,"YES","NO","NO"
"226","ZNF777",0.009,0.554664958448185,"YES","NO","NO"
"227","RBP2",0.00923,0.555976796639092,"YES","NO","NO"
"228","RADIL",0.00927,0.55727908004999,"YES","NO","NO"
"229","PPP3CA",0.0094,0.558576224624558,"YES","NO","NO"
"230","CSDE1",0.00942,0.559863033625842,"YES","NO","NO"
"231","GRIK3",0.00949,0.56114196816002,"YES","NO","NO"
"232","PPCS",0.00955,0.562412637660029,"YES","NO","NO"
"233","EZR",0.00957,0.563673310670069,"YES","NO","NO"
"234","ATL1",0.00958,0.564923660986765,"YES","NO","NO"
"235","ARHGEF7",0.0101,0.566185880758729,"NO","NO","NO"
"236","TP53I11",0.0101,0.567437403752964,"NO","NO","NO"
"237","RFX4",0.0102,0.568682464992805,"NO","NO","NO"
"238","KIF3A",0.0105,0.569928964560921,"NO","NO","NO"
"239","ZNF638",0.0106,0.571168872918125,"NO","NO","NO"
"240","SCAI",0.0112,0.572420315634254,"NO","NO","NO"
"241","AZGP1",0.0113,0.5736648337495,"NO","NO","NO"
"242","TAOK2",0.0115,0.574905824636963,"NO","NO","NO"
"243","SYNGR4",0.0115,0.576136601607657,"NO","NO","NO"
"244","TGOLN2",0.0115,0.577357290242526,"NO","NO","NO"
"245","SRRM1",0.0117,0.578574517595556,"NO","NO","NO"
"246","ZNF793",0.0117,0.579781848791244,"NO","NO","NO"
"247","OTOP1",0.143,0.580982587514246,"NO","NO","NO"
"248","MYH3",0.0119,0.582176734141643,"NO","NO","NO"
"249","TRIM67",0.0119,0.583361289229865,"NO","NO","NO"
"250","ATG9B",0.0122,0.584545396413862,"NO","NO","NO"
"251","E2F7",0.148,0.585728486840823,"NO","NO","NO"
"252","KMT2C",0.148,0.58690218766122,"NO","NO","NO"
"253","SEMA6D",0.0128,0.588075143226279,"NO","NO","NO"
"254","BUB1",0.158,0.589267421939873,"NO","NO","NO"
"255","PHF21A",0.161,0.59046062612907,"NO","NO","NO"
"256","ZNF221",0.015,0.591658148846777,"NO","NO","NO"
"257","MKLN1",0.0152,0.592850496290526,"NO","NO","NO"
"258","ABCA1",0.0154,0.594037644981737,"NO","NO","NO"
"259","LARP1",0.0156,0.595219574407627,"NO","NO","NO"
"260","CACNA1E",0.0157,0.596394349052433,"NO","NO","NO"
"261","ESYT1",0.0164,0.597573109484891,"NO","NO","NO"
"262","PARP1",0.017,0.598753290230217,"NO","NO","NO"
"263","ELL2",0.0171,0.599926170025579,"NO","NO","NO"
"264","KRIT1",0.0177,0.601099854666088,"NO","NO","NO"
"265","RNF208",0.0182,0.602272338101513,"NO","NO","NO"
"266","ATXN1",0.0182,0.603436005872009,"NO","NO","NO"
"267","ANKRD11",0.0183,0.604592437180743,"NO","NO","NO"
"268","CAMTA2",0.0183,0.605740238405083,"NO","NO","NO"
"269","BMPR2",0.0183,0.606879505791324,"NO","NO","NO"
"270","EIF4G1",0.0185,0.608013223675392,"NO","NO","NO"
"271","THBS4",0.0185,0.609138574637807,"NO","NO","NO"
"272","GRHL3",0.019,0.610262609856005,"NO","NO","NO"
"273","SRCAP",0.0192,0.611381102620813,"NO","NO","NO"
"274","OR1L8",0.0194,0.612494069203133,"NO","NO","NO"
"275","PYGL",0.0196,0.613601526760028,"NO","NO","NO"
"276","IL5RA",0.0196,0.614700959262162,"NO","NO","NO"
"277","AHNAK2",0.194,0.615793789666506,"NO","NO","NO"
"278","CHD2",0.0205,0.616888434909263,"NO","NO","NO"
"279","RUNX1",0.021,0.617980997097463,"NO","NO","NO"
"280","SPDL1",0.202,0.619067116595308,"NO","NO","NO"
"281","TMEM123",0.203,0.620147498360731,"NO","NO","NO"
"282","PACS1",0.0219,0.621226609523602,"NO","NO","NO"
"283","PIK3C2G",0.207,0.622299454128435,"NO","NO","NO"
"284","PARD3B",0.0232,0.623376253938922,"NO","NO","NO"
"285","SCN2A",0.0232,0.624445497259511,"NO","NO","NO"
"286","LMTK3",0.0235,0.625510046378479,"NO","NO","NO"
"287","HELLS",0.0235,0.626567177036686,"NO","NO","NO"
"288","CPNE3",0.662,0.627622465404452,"NO","NO","NO"
"289","ABHD12B",0.0246,0.628674593828977,"NO","NO","NO"
"290","ZNF512B",0.0248,0.629721134153183,"NO","NO","NO"
"291","FAM135A",0.0252,0.630763740611331,"NO","NO","NO"
"292","CEP55",0.224,0.63179976093281,"NO","NO","NO"
"293","CDKAL1",0.0254,0.632829742930015,"NO","NO","NO"
"294","PDZD4",0.225,0.633853242951936,"NO","NO","NO"
"295","MYLK3",0.0258,0.634872371831108,"NO","NO","NO"
"296","DMXL2",0.026,0.635886125306631,"NO","NO","NO"
"297","ILDR2",0.0264,0.63689600616814,"NO","NO","NO"
"298","LCLAT1",0.231,0.637901045784452,"NO","NO","NO"
"299","TNR",0.0274,0.638904454413802,"NO","NO","NO"
"300","RMI2",0.0274,0.639901173652289,"NO","NO","NO"
"301","PTPRH",0.0277,0.640893280363854,"NO","NO","NO"
"302","MGAT3",0.0278,0.641879476624599,"NO","NO","NO"
"303","NCALD",0.028,0.64286046674924,"NO","NO","NO"
"304","C6orf15",0.0291,0.643841878985196,"NO","NO","NO"
"305","PHF12",0.244,0.644818479556768,"NO","NO","NO"
"306","TLE4",0.0298,0.645791203598823,"NO","NO","NO"
"307","KLHL26",0.0306,0.646762094265943,"NO","NO","NO"
"308","MKI67",0.0308,0.647727771781681,"NO","NO","NO"
"309","BORA",0.032,0.648693482358992,"NO","NO","NO"
"310","MYNN",0.032,0.649652962545483,"NO","NO","NO"
"311","ADAP1",0.0329,0.650610699095455,"NO","NO","NO"
"312","FLRT1",0.0332,0.651563721642711,"NO","NO","NO"
"313","PAPSS1",0.0333,0.652511123314746,"NO","NO","NO"
"314","F8",0.0335,0.653453417881716,"NO","NO","NO"
"315","ANP32E",0.0336,0.654390188269862,"NO","NO","NO"
"316","ROR1",0.0336,0.6553210297315,"NO","NO","NO"
"317","OVOL2",0.0336,0.656245998376346,"NO","NO","NO"
"318","ROS1",0.0337,0.657165601615217,"NO","NO","NO"
"319","PPARGC1A",0.0339,0.658080333658471,"NO","NO","NO"
"320","UNC79",0.0341,0.658990231200395,"NO","NO","NO"
"321","CUL4B",0.0343,0.659895330613813,"NO","NO","NO"
"322","SNX10",0.0354,0.660799432809702,"NO","NO","NO"
"323","KIF1A",0.0357,0.661699151638183,"NO","NO","NO"
"324","PLBD2",0.0359,0.662594114301256,"NO","NO","NO"
"325","GPR171",0.0364,0.663485524450669,"NO","NO","NO"
"326","ZNF70",0.0366,0.66437223250963,"NO","NO","NO"
"327","ARMC12",0.037,0.66525502448547,"NO","NO","NO"
"328","C1orf116",0.037,0.666132433583409,"NO","NO","NO"
"329","GRM1",0.0372,0.667005247440803,"NO","NO","NO"
"330","DYSF",0.0375,0.667873863216857,"NO","NO","NO"
"331","CDCA7",0.0378,0.668738303961732,"NO","NO","NO"
"332","DSCAML1",0.0378,0.66959753723224,"NO","NO","NO"
"333","PHLDB1",0.0386,0.670454384586547,"NO","NO","NO"
"334","NTS",0.0386,0.671306101118374,"NO","NO","NO"
"335","SKA3",0.0389,0.672153741578805,"NO","NO","NO"
"336","ABCA3",0.0391,0.672996999621626,"NO","NO","NO"
"337","UBTF",0.0392,0.673835581507401,"NO","NO","NO"
"338","ATP2B2",0.0402,0.674672396747846,"NO","NO","NO"
"339","OR6B1",0.0402,0.675504275025221,"NO","NO","NO"
"340","CCSER1",0.0407,0.676332796938395,"NO","NO","NO"
"341","AKAP1",0.0418,0.677159717708874,"NO","NO","NO"
"342","CAMK2A",0.0421,0.677982662798443,"NO","NO","NO"
"343","SENP7",0.0421,0.678800809374371,"NO","NO","NO"
"344","NLRC3",0.0426,0.679615600918258,"NO","NO","NO"
"345","RAI1",0.0432,0.68042730847798,"NO","NO","NO"
"346","BBS10",0.0432,0.68123432408649,"NO","NO","NO"
"347","ATP1B1",0.0443,0.682039575263875,"NO","NO","NO"
"348","SEMA3F",0.0443,0.68284019856093,"NO","NO","NO"
"349","ROBO1",0.045,0.68363799568438,"NO","NO","NO"
"350","ZCCHC14",0.0457,0.68443294311654,"NO","NO","NO"
"351","HAAO",0.0459,0.685223839397408,"NO","NO","NO"
"352","HOPX",0.046,0.686010479120561,"NO","NO","NO"
"353","GLI3",0.0465,0.686793830896764,"NO","NO","NO"
"354","AFF3",0.0465,0.687572756956717,"NO","NO","NO"
"355","SEMA5B",0.0471,0.688348660526413,"NO","NO","NO"
"356","ANK3",0.0473,0.689120652245808,"NO","NO","NO"
"357","CYP2C18",0.0474,0.689888540777698,"NO","NO","NO"
"358","SECISBP2L",0.0475,0.690652359676996,"NO","NO","NO"
"359","TRA2B",0.0479,0.691412793675596,"NO","NO","NO"
"360","CCND2",0.048,0.692169218009746,"NO","NO","NO"
"361","EIF4A2",0.0483,0.692922089993356,"NO","NO","NO"
"362","TMEM53",0.0485,0.693671222957607,"NO","NO","NO"
"363","LTBP1",0.0489,0.694417057941129,"NO","NO","NO"
"364","EPM2AIP1",0.049,0.695158999842233,"NO","NO","NO"
"365","CHIC2",0.0492,0.695897282780246,"NO","NO","NO"
"366","CACNA1B",0.0493,0.696631732962452,"NO","NO","NO"
"367","RASGEF1A",0.0502,0.697363957632613,"NO","NO","NO"
"368","ERBB2",0.0507,0.698093162929041,"NO","NO","NO"
"369","NUF2",0.0507,0.698818415893239,"NO","NO","NO"
"370","ZZEF1",0.0513,0.699540872391233,"NO","NO","NO"
"371","PPM1L",0.052,0.700260712411707,"NO","NO","NO"
"372","CSNK1G3",0.052,0.700976682324545,"NO","NO","NO"
"373","TLR8",0.334,0.701688860523371,"NO","NO","NO"
"374","CHERP",0.0521,0.702397361768724,"NO","NO","NO"
"375","LRP1",0.0527,0.703103140442314,"NO","NO","NO"
"376","BMPR1B",0.0528,0.703805338424188,"NO","NO","NO"
"377","POT1",0.0529,0.704503983618002,"NO","NO","NO"
"378","CASP9",0.339,0.705199953589052,"NO","NO","NO"
"379","PROK2",0.0539,0.705892915553037,"NO","NO","NO"
"380","IQSEC1",0.054,0.70658239514181,"NO","NO","NO"
"381","NUP37",0.0542,0.707268582490492,"NO","NO","NO"
"382","SHISA2",0.0554,0.707953089712294,"NO","NO","NO"
"383","AGK",0.0555,0.708634178064468,"NO","NO","NO"
"384","STK17A",0.0557,0.70931202791581,"NO","NO","NO"
"385","PACSIN1",0.0558,0.709986509733864,"NO","NO","NO"
"386","CDK2",0.0561,0.710657952461113,"NO","NO","NO"
"387","SDAD1",0.351,0.711327467227859,"NO","NO","NO"
"388","SIRPD",0.0575,0.71199405123546,"NO","NO","NO"
"389","PLEKHF1",0.0578,0.712657636240457,"NO","NO","NO"
"390","MMP3",0.0578,0.713317818245428,"NO","NO","NO"
"391","UPF1",0.058,0.713974905111841,"NO","NO","NO"
"392","TEX13B",0.0586,0.714629472089962,"NO","NO","NO"
"393","ZBTB4",0.0586,0.715280707938424,"NO","NO","NO"
"394","SPTA1",0.0587,0.715928774579985,"NO","NO","NO"
"395","KLC1",0.0595,0.716574634510397,"NO","NO","NO"
"396","BLOC1S6",0.0598,0.717217627731193,"NO","NO","NO"
"397","NBEA",0.0601,0.717857772303279,"NO","NO","NO"
"398","KCNH3",0.0604,0.718495086154515,"NO","NO","NO"
"399","ATG4C",0.0605,0.719129333045478,"NO","NO","NO"
"400","BPIFB6",0.0607,0.719760662101935,"NO","NO","NO"
"401","CAMK2B",0.0611,0.720389343369077,"NO","NO","NO"
"402","MAS1L",0.0621,0.721016120345083,"NO","NO","NO"
"403","TNIK",0.0623,0.721640026533032,"NO","NO","NO"
"404","CEP97",0.0631,0.722261786821015,"NO","NO","NO"
"405","GRK5",0.371,0.722880969075921,"NO","NO","NO"
"406","LMAN2",0.0636,0.723497185270941,"NO","NO","NO"
"407","SLC4A7",0.0638,0.724110600599916,"NO","NO","NO"
"408","HDAC5",0.0646,0.724721902706068,"NO","NO","NO"
"409","PTPRE",0.0646,0.725330215559867,"NO","NO","NO"
"410","TBX6",0.065,0.725935998130718,"NO","NO","NO"
"411","RAPH1",0.0651,0.726538941089405,"NO","NO","NO"
"412","DHX29",0.0654,0.727139279225985,"NO","NO","NO"
"413","HDAC3",0.0658,0.727737134348505,"NO","NO","NO"
"414","TATDN2",0.378,0.728332163647637,"NO","NO","NO"
"415","ARL8B",0.0659,0.728924367916614,"NO","NO","NO"
"416","IL1R2",0.0666,0.729514448719357,"NO","NO","NO"
"417","FOXP2",0.0667,0.730101801385916,"NO","NO","NO"
"418","MAT2B",0.0673,0.730686948326511,"NO","NO","NO"
"419","REV3L",0.0684,0.731270382420598,"NO","NO","NO"
"420","ARSJ",0.0685,0.731851134630214,"NO","NO","NO"
