"","Gene","meta.pvalue","FDR","seed.gene","DAWN.gene","SCHEMA.FDR.gene"
"421","INPP4A",0.0692,0.732429793693681,"NO","NO","NO"
"422","MGAM",0.0695,0.73300599113957,"NO","NO","NO"
"423","SLC38A4",0.0697,0.733579649785579,"NO","NO","NO"
"424","MAMLD1",0.0699,0.734150786608198,"NO","NO","NO"
"425","NFE2L2",0.39,0.734719308893844,"NO","NO","NO"
"426","RPRD2",0.07,0.73528518032555,"NO","NO","NO"
"427","TOR1B",0.0707,0.735849031895355,"NO","NO","NO"
"428","PDE2A",0.823,0.736410754034572,"NO","NO","NO"
"429","FBXL16",0.0715,0.736970056474908,"NO","NO","NO"
"430","ARHGAP1",0.0715,0.737526757508544,"NO","NO","NO"
"431","ZFP36L1",0.0716,0.738080961715427,"NO","NO","NO"
"432","MC5R",0.0718,0.738632772033431,"NO","NO","NO"
"433","TOX",0.0721,0.739182289117967,"NO","NO","NO"
"434","LDHAL6A",0.0725,0.73972961073558,"NO","NO","NO"
"435","OR51S1",0.0726,0.740274499414339,"NO","NO","NO"
"436","VIM",0.0741,0.74081811267884,"NO","NO","NO"
"437","LYST",0.0747,0.741359713633069,"NO","NO","NO"
"438","ANXA6",0.0754,0.741899386180456,"NO","NO","NO"
"439","SPACA1",0.0755,0.742436676940609,"NO","NO","NO"
"440","SLC4A8",0.0762,0.742972056948117,"NO","NO","NO"
"441","ANGPTL7",0.0764,0.74350515875489,"NO","NO","NO"
"442","NFIX",0.0774,0.744036584851971,"NO","NO","NO"
"443","PKP4",0.0781,0.74456611556735,"NO","NO","NO"
"444","MYO3B",0.0791,0.745093964567026,"NO","NO","NO"
"445","RHOC",0.0791,0.745619441211647,"NO","NO","NO"
"446","PSTPIP1",0.0793,0.746142699535158,"NO","NO","NO"
"447","TIMP2",0.0796,0.746663822081325,"NO","NO","NO"
"448","CTNND2",0.0796,0.747182618187554,"NO","NO","NO"
"449","SELENBP1",0.0802,0.747699508068886,"NO","NO","NO"
"450","BPIFB4",0.0803,0.74821416740155,"NO","NO","NO"
"451","CLCA1",0.0811,0.74872707156057,"NO","NO","NO"
"452","ITGA4",0.0812,0.749237771286534,"NO","NO","NO"
"453","SOX5",0.0815,0.749746410093058,"NO","NO","NO"
"454","MYO1D",0.082,0.75025312754555,"NO","NO","NO"
"455","RASL10A",0.0823,0.750757807089631,"NO","NO","NO"
"456","NCOA1",0.0826,0.751260460827916,"NO","NO","NO"
"457","KAT6B",0.0827,0.751760976911718,"NO","NO","NO"
"458","MAGEA12",0.0835,0.752259798308273,"NO","NO","NO"
"459","PRDM15",0.0836,0.752756506801584,"NO","NO","NO"
"460","RSPO1",0.0838,0.753251176237887,"NO","NO","NO"
"461","ARHGEF12",0.0838,0.753743699602882,"NO","NO","NO"
"462","ALPK3",0.084,0.7542342103111,"NO","NO","NO"
"463","HERC6",0.0842,0.754722720863987,"NO","NO","NO"
"464","HOXC8",0.0842,0.755209125767938,"NO","NO","NO"
"465","CDO1",0.429,0.755693604178726,"NO","NO","NO"
"466","SMARCA2",0.0845,0.756176013946082,"NO","NO","NO"
"467","ZNF236",0.0845,0.756656357718716,"NO","NO","NO"
"468","COL9A1",0.0848,0.757134822685952,"NO","NO","NO"
"469","DCTN4",0.085,0.757611362358283,"NO","NO","NO"
"470","PDLIM3",0.0857,0.758086272053413,"NO","NO","NO"
"471","WASF1",0.0858,0.758559221357208,"NO","NO","NO"
"472","ADAM23",0.086,0.759030278447269,"NO","NO","NO"
"473","PHF3",0.0864,0.759499565416626,"NO","NO","NO"
"474","MALSU1",0.0864,0.759966872272188,"NO","NO","NO"
"475","UNC45B",0.0865,0.760432266397749,"NO","NO","NO"
"476","USP38",0.0868,0.76089586864949,"NO","NO","NO"
"477","YEATS2",0.0874,0.761357850301785,"NO","NO","NO"
"478","EPHA7",0.088,0.761818217314535,"NO","NO","NO"
"479","MYL3",0.088,0.762276662126814,"NO","NO","NO"
"480","NEURL1",0.0885,0.762733457782555,"NO","NO","NO"
"481","CPXM1",0.0887,0.763188457486777,"NO","NO","NO"
"482","PIKFYVE",0.0891,0.763641774276751,"NO","NO","NO"
"483","CNTN2",0.0897,0.764093517634544,"NO","NO","NO"
"484","GRIN2B",0.0901,0.764543594150006,"NO","NO","NO"
"485","CASKIN1",0.444,0.764992030558348,"NO","NO","NO"
"486","GABRA6",0.091,0.765438847812091,"NO","NO","NO"
"487","KMT2E",0.0918,0.765884214918717,"NO","NO","NO"
"488","SH2D2A",0.092,0.766327851756094,"NO","NO","NO"
"489","PEX5L",0.0922,0.766769768543104,"NO","NO","NO"
"490","PLCD1",0.0924,0.767209975417607,"NO","NO","NO"
"491","GRM5",0.0925,0.76764843586159,"NO","NO","NO"
"492","ADAM22",0.0926,0.76808516042704,"NO","NO","NO"
"493","ADAM28",0.449,0.768520121247591,"NO","NO","NO"
"494","ZNF536",0.0937,0.768953816081053,"NO","NO","NO"
"495","DUSP11",0.094,0.769385893529379,"NO","NO","NO"
"496","MATK",0.0946,0.76981649554495,"NO","NO","NO"
"497","PTCD3",0.0947,0.770245408818249,"NO","NO","NO"
"498","BRPF1",0.0954,0.77067290487053,"NO","NO","NO"
"499","SFRP2",0.0956,0.77109877377882,"NO","NO","NO"
"500","PROM2",0.0961,0.77152315292975,"NO","NO","NO"
"501","CCDC120",0.0964,0.771945964898613,"NO","NO","NO"
"502","NOL9",0.0966,0.772367176396269,"NO","NO","NO"
"503","DPYSL2",0.0973,0.77278700401436,"NO","NO","NO"
"504","TCF19",0.0982,0.773205533042058,"NO","NO","NO"
"505","POLR2A",0.0987,0.773622605425208,"NO","NO","NO"
"506","PCSK7",0.0989,0.774038108948889,"NO","NO","NO"
"507","DPP8",0.0993,0.774452131453126,"NO","NO","NO"
"508","FRY",0.0994,0.774864563188726,"NO","NO","NO"
"509","UGGT1",0.0995,0.775275413454954,"NO","NO","NO"
"510","DLGAP4",0.0998,0.77568476911994,"NO","NO","NO"
"511","TTYH2",0.1,0.77609259979806,"NO","NO","NO"
"512","DAB2IP",0.1,0.776498837387593,"NO","NO","NO"
"513","PCGF3",0.1,0.776903491204848,"NO","NO","NO"
"514","CLASP2",0.101,0.777306949740373,"NO","NO","NO"
"515","HADH",0.101,0.777708841446634,"NO","NO","NO"
"516","PLK2",0.101,0.778109175433103,"NO","NO","NO"
"517","PTPRN",0.102,0.778508330576383,"NO","NO","NO"
"518","NEFM",0.102,0.778905944580114,"NO","NO","NO"
"519","HNMT",0.103,0.77930238778123,"NO","NO","NO"
"520","STAC",0.103,0.779697306200804,"NO","NO","NO"
"521","GPR183",0.103,0.780090708618768,"NO","NO","NO"
"522","CEP350",0.104,0.780482956344248,"NO","NO","NO"
"523","ARHGEF17",0.104,0.780873704078426,"NO","NO","NO"
"524","TTC29",0.104,0.781262960409038,"NO","NO","NO"
"525","AQP10",0.105,0.781651077904578,"NO","NO","NO"
"526","FZD2",0.479,0.782037983255717,"NO","NO","NO"
"527","RAPGEF2",0.106,0.782423493591699,"NO","NO","NO"
"528","IL1R1",0.106,0.782807543661257,"NO","NO","NO"
"529","SKP2",0.106,0.783190141745676,"NO","NO","NO"
"530","SLC6A6",0.106,0.783571296063737,"NO","NO","NO"
"531","NPPB",0.107,0.783951342519303,"NO","NO","NO"
"532","MEIS2",0.107,0.784329960228795,"NO","NO","NO"
"533","C11orf87",0.107,0.784707157233936,"NO","NO","NO"
"534","SLC16A14",0.107,0.785082941516212,"NO","NO","NO"
"535","HMG20B",0.107,0.785457320997432,"NO","NO","NO"
"536","APBA1",0.482,0.785830356005491,"NO","NO","NO"
"537","NLRP1",0.108,0.786202267506112,"NO","NO","NO"
"538","SH3TC1",0.108,0.786572796436099,"NO","NO","NO"
"539","CACNA1I",0.109,0.786942261779081,"NO","NO","NO"
"540","ZIC5",0.109,0.787310358731903,"NO","NO","NO"
"541","SCRN1",0.11,0.787677399467924,"NO","NO","NO"
"542","LYN",0.11,0.788043085810084,"NO","NO","NO"
"543","CASD1",0.11,0.788407425241224,"NO","NO","NO"
"544","CSN1S1",0.11,0.788770425189161,"NO","NO","NO"
"545","ST14",0.111,0.789132390006326,"NO","NO","NO"
"546","DHX36",0.111,0.78949302894504,"NO","NO","NO"
"547","RSBN1",0.112,0.789852639955109,"NO","NO","NO"
"548","DPY19L4",0.112,0.790210938516236,"NO","NO","NO"
"549","DOCK3",0.113,0.790568216353984,"NO","NO","NO"
"550","BTBD10",0.113,0.790924194999596,"NO","NO","NO"
"551","DRC1",0.113,0.791278881526711,"NO","NO","NO"
"552","ZBTB44",0.496,0.791632501361713,"NO","NO","NO"
"553","SGIP1",0.114,0.79198490186545,"NO","NO","NO"
"554","BMI1",0.114,0.792336030165203,"NO","NO","NO"
"555","SENP6",0.115,0.792686164965016,"NO","NO","NO"
"556","TAGLN2",0.116,0.793035306986301,"NO","NO","NO"
"557","FIBCD1",0.116,0.793383195355804,"NO","NO","NO"
"558","ZNF592",0.116,0.793729836813589,"NO","NO","NO"
"559","FBN2",0.116,0.794075238051489,"NO","NO","NO"
"560","SF3B1",0.117,0.794419666013908,"NO","NO","NO"
"561","AHCYL1",0.118,0.7947631215282,"NO","NO","NO"
"562","POLR1A",0.118,0.795105354780876,"NO","NO","NO"
"563","PATE2",0.119,0.795446622579304,"NO","NO","NO"
"564","EPS8L2",0.508,0.795786848763703,"NO","NO","NO"
"565","PITPNM1",0.12,0.796125947617857,"NO","NO","NO"
"566","SLC6A18",0.12,0.796463848242844,"NO","NO","NO"
"567","AASDHPPT",0.12,0.796800556978502,"NO","NO","NO"
"568","B4GALNT2",0.12,0.797136080120019,"NO","NO","NO"
"569","ITSN1",0.121,0.797470663446705,"NO","NO","NO"
"570","E2F8",0.121,0.797804072796806,"NO","NO","NO"
"571","PPP4R4",0.122,0.798136549120788,"NO","NO","NO"
"572","SLC17A6",0.122,0.79846786294014,"NO","NO","NO"
"573","TOPORS",0.122,0.798798020341275,"NO","NO","NO"
"574","MED15",0.123,0.799127257127502,"NO","NO","NO"
"575","EEF2",0.123,0.799455348742298,"NO","NO","NO"
"576","PROKR2",0.124,0.799782526416126,"NO","NO","NO"
"577","BAZ1A",0.124,0.800108570025227,"NO","NO","NO"
"578","SHANK1",0.124,0.80043348545575,"NO","NO","NO"
"579","VPS36",0.517,0.800757334229688,"NO","NO","NO"
"580","DTX1",0.125,0.801080230829795,"NO","NO","NO"
"581","EML3",0.125,0.801402015909763,"NO","NO","NO"
"582","EPYC",0.125,0.801722695199078,"NO","NO","NO"
"583","TTLL4",0.126,0.802042489895551,"NO","NO","NO"
"584","TMTC3",0.126,0.802361189404708,"NO","NO","NO"
"585","MOG",0.126,0.802678799342892,"NO","NO","NO"
"586","WNT2",0.126,0.802995325288114,"NO","NO","NO"
"587","WSCD1",0.127,0.803310983435227,"NO","NO","NO"
"588","FBN3",0.127,0.803625567915174,"NO","NO","NO"
"589","NYAP1",0.128,0.803939290839011,"NO","NO","NO"
"590","DEPDC1",0.128,0.804251950295309,"NO","NO","NO"
"591","PDGFRB",0.129,0.804563754412792,"NO","NO","NO"
"592","BRINP1",0.129,0.804874505137986,"NO","NO","NO"
"593","TRIM33",0.129,0.805184207800025,"NO","NO","NO"
"594","KLF13",0.13,0.805493066272831,"NO","NO","NO"
"595","SLFN13",0.131,0.805801081760748,"NO","NO","NO"
"596","GON4L",0.131,0.806108063639644,"NO","NO","NO"
"597","STARD13",0.131,0.806414017103536,"NO","NO","NO"
"598","ID4",0.132,0.806719138556759,"NO","NO","NO"
"599","PTN",0.533,0.807023369558046,"NO","NO","NO"
"600","ABHD14A",0.133,0.807326646063374,"NO","NO","NO"
"601","FCRLA",0.133,0.807628913329084,"NO","NO","NO"
"602","TP53",0.133,0.807930176384609,"NO","NO","NO"
"603","GPRC5B",0.133,0.808230440226019,"NO","NO","NO"
"604","GOLGA3",0.133,0.808529709816299,"NO","NO","NO"
"605","ATP1B2",0.133,0.808827990085619,"NO","NO","NO"
"606","LINGO1",0.134,0.809125468977931,"NO","NO","NO"
"607","MARCO",0.134,0.809421967709148,"NO","NO","NO"
"608","G2E3",0.134,0.80971749111559,"NO","NO","NO"
"609","DNAH9",0.135,0.8100122234137,"NO","NO","NO"
"610","RUSC1",0.135,0.810305989376406,"NO","NO","NO"
"611","VSX2",0.135,0.810598793748399,"NO","NO","NO"
"612","FMR1",0.135,0.81089064124336,"NO","NO","NO"
"613","BPIFA1",0.135,0.81118153654421,"NO","NO","NO"
"614","AAK1",0.135,0.811471484303363,"NO","NO","NO"
"615","SRFBP1",0.135,0.811760489142974,"NO","NO","NO"
"616","CRHR2",0.136,0.812048730383928,"NO","NO","NO"
"617","ABL2",0.136,0.812336037293469,"NO","NO","NO"
"618","WDR76",0.136,0.812622414407186,"NO","NO","NO"
"619","CYYR1",0.137,0.812908037537169,"NO","NO","NO"
"620","KPNA5",0.137,0.813192739302216,"NO","NO","NO"
"621","IL9",0.137,0.813476524153366,"NO","NO","NO"
"622","SPDYA",0.137,0.813759396513034,"NO","NO","NO"
"623","CLPSL2",0.137,0.814041360775238,"NO","NO","NO"
"624","CD300LB",0.137,0.814322421305833,"NO","NO","NO"
"625","DCAF17",0.137,0.81460258244273,"NO","NO","NO"
"626","PLXNA3",0.138,0.814882015392383,"NO","NO","NO"
"627","EPB41L1",0.138,0.815160557008863,"NO","NO","NO"
"628","NEURL4",0.138,0.815438211550132,"NO","NO","NO"
"629","CYBRD1",0.138,0.815714983247072,"NO","NO","NO"
"630","IQGAP3",0.139,0.815991039713673,"NO","NO","NO"
"631","PTPRC",0.139,0.816266221199398,"NO","NO","NO"
"632","PAX6",0.14,0.816540692381493,"NO","NO","NO"
"633","UBAP2",0.14,0.81681429635606,"NO","NO","NO"
"634","GABBR2",0.14,0.817087037226608,"NO","NO","NO"
"635","BCHE",0.548,0.817359070444709,"NO","NO","NO"
"636","EMP2",0.141,0.817630254285011,"NO","NO","NO"
"637","AUTS2",0.141,0.817900586684685,"NO","NO","NO"
"638","JAK2",0.141,0.818170071647368,"NO","NO","NO"
"639","DYNC1H1",0.142,0.818438867373872,"NO","NO","NO"
"640","S100A16",0.142,0.818706823113731,"NO","NO","NO"
"641","CIZ1",0.143,0.818974094343506,"NO","NO","NO"
"642","GALR1",0.143,0.819240532952627,"NO","NO","NO"
"643","EPSTI1",0.143,0.819506142825794,"NO","NO","NO"
"644","SGK1",0.143,0.819770927823579,"NO","NO","NO"
"645","KIF5B",0.144,0.820035040249823,"NO","NO","NO"
"646","PF4",0.144,0.820298334990536,"NO","NO","NO"
"647","HMBOX1",0.144,0.820560815837151,"NO","NO","NO"
"648","MBD5",0.144,0.820822486557697,"NO","NO","NO"
"649","DISP2",0.144,0.821083350896977,"NO","NO","NO"
"650","DACH1",0.144,0.821343412576752,"NO","NO","NO"
"651","ABCA6",0.145,0.821602820318596,"NO","NO","NO"
"652","SLC4A4",0.146,0.821861575099635,"NO","NO","NO"
"653","SKA1",0.147,0.822119677931072,"NO","NO","NO"
"654","NOX4",0.147,0.822376991457214,"NO","NO","NO"
"655","TNFSF18",0.147,0.8226335192932,"NO","NO","NO"
"656","RLBP1",0.148,0.822889403009849,"NO","NO","NO"
"657","KLHL8",0.148,0.823144507780633,"NO","NO","NO"
"658","SLC12A6",0.148,0.823398837156977,"NO","NO","NO"
"659","KDM5A",0.148,0.82365239466875,"NO","NO","NO"
"660","CD1D",0.149,0.823905319074627,"NO","NO","NO"
"661","SEZ6",0.149,0.824157478202423,"NO","NO","NO"
"662","BTN3A3",0.15,0.824409008512722,"NO","NO","NO"
"663","PIK3C3",0.15,0.824659780058888,"NO","NO","NO"
"664","DMXL1",0.151,0.824909927053102,"NO","NO","NO"
"665","COL25A1",0.151,0.825159321725529,"NO","NO","NO"
"666","WNK2",0.151,0.825407967465006,"NO","NO","NO"
"667","TET1",0.151,0.825655867640047,"NO","NO","NO"
"668","NPC1",0.153,0.82590328034621,"NO","NO","NO"
"669","CADM3",0.153,0.826149953403027,"NO","NO","NO"
"670","FBXL19",0.153,0.826395890122361,"NO","NO","NO"
"671","DPYSL5",0.153,0.826641093796333,"NO","NO","NO"
"672","ITGA9",0.153,0.826885567697465,"NO","NO","NO"
"673","ROCK1",0.153,0.827129315078831,"NO","NO","NO"
"674","PRRT2",0.154,0.827372462875699,"NO","NO","NO"
"675","CST7",0.155,0.82761501210562,"NO","NO","NO"
"676","TAS1R1",0.155,0.82785684373427,"NO","NO","NO"
"677","IL12A",0.155,0.828097960941564,"NO","NO","NO"
"678","OR10S1",0.156,0.828338486611061,"NO","NO","NO"
"679","SMAD5",0.156,0.82857830381025,"NO","NO","NO"
"680","VTA1",0.156,0.828817415664736,"NO","NO","NO"
"681","KIAA1549",0.156,0.829055825281764,"NO","NO","NO"
"682","ADAR",0.157,0.829293653200434,"NO","NO","NO"
"683","CCDC68",0.158,0.829530900436925,"NO","NO","NO"
"684","SMARCC2",0.158,0.829767453968048,"NO","NO","NO"
"685","SETDB1",0.158,0.830003316831925,"NO","NO","NO"
"686","SLC12A4",0.158,0.83023849204897,"NO","NO","NO"
"687","CD300LF",0.159,0.830473096185582,"NO","NO","NO"
"688","ACSS1",0.159,0.830707018333425,"NO","NO","NO"
"689","ADAM17",0.579,0.830940296602571,"NO","NO","NO"
"690","ADCY2",0.16,0.831172975215023,"NO","NO","NO"
"691","MOB1A",0.16,0.831404980372736,"NO","NO","NO"
"692","PPP1R42",0.16,0.831636314995311,"NO","NO","NO"
"693","SPAST",0.161,0.831867091669202,"NO","NO","NO"
"694","PDZD2",0.161,0.832097203280632,"NO","NO","NO"
"695","HSDL2",0.161,0.832326652700375,"NO","NO","NO"
"696","EDNRB",0.162,0.832555550590583,"NO","NO","NO"
"697","PRL",0.162,0.832783791671924,"NO","NO","NO"
"698","KCNK5",0.162,0.833011378767359,"NO","NO","NO"
"699","CSF2",0.163,0.833238420656938,"NO","NO","NO"
"700","TMEM45B",0.164,0.833464918331747,"NO","NO","NO"
"701","BCL9L",0.588,0.833690870155112,"NO","NO","NO"
"702","SCARB2",0.165,0.833916180883285,"NO","NO","NO"
"703","RSPO3",0.165,0.834140850613654,"NO","NO","NO"
"704","ZWINT",0.165,0.834364882077744,"NO","NO","NO"
"705","UBA7",0.166,0.83458837912565,"NO","NO","NO"
"706","ABHD1",0.166,0.834811243037443,"NO","NO","NO"
"707","MBOAT7",0.166,0.835033476499698,"NO","NO","NO"
"708","GIT1",0.167,0.83525518162829,"NO","NO","NO"
"709","DHX32",0.168,0.835476359421487,"NO","NO","NO"
"710","NAALADL2",0.168,0.835696914178647,"NO","NO","NO"
"711","CFB",0.169,0.835916945107339,"NO","NO","NO"
"712","FAM20B",0.169,0.836136357971625,"NO","NO","NO"
"713","GEM",0.171,0.836355344443911,"NO","NO","NO"
"714","ETV5",0.172,0.836573810183156,"NO","NO","NO"
"715","B3GAT1",0.172,0.836791664829424,"NO","NO","NO"
"716","ZSCAN4",0.172,0.837008910943161,"NO","NO","NO"
"717","PTPRD",0.172,0.837225551070528,"NO","NO","NO"
"718","ATP8A1",0.172,0.8374415877435,"NO","NO","NO"
"719","CPSF7",0.172,0.83765702347997,"NO","NO","NO"
"720","LRRC4C",0.173,0.8378719515688,"NO","NO","NO"
"721","LEF1",0.173,0.838086283463209,"NO","NO","NO"
"722","CEP250",0.173,0.83830002164046,"NO","NO","NO"
"723","OTOS",0.173,0.838513168564108,"NO","NO","NO"
"724","MAPT",0.173,0.838725726684099,"NO","NO","NO"
"725","ZPBP2",0.174,0.838937787505001,"NO","NO","NO"
"726","SLC26A8",0.174,0.839149264136315,"NO","NO","NO"
"727","LAMA1",0.174,0.839360158988725,"NO","NO","NO"
"728","UCKL1",0.175,0.839570562092826,"NO","NO","NO"
"729","NEUROD1",0.928,0.839780441702975,"NO","NO","NO"
"730","ATP2B4",0.176,0.839989778976344,"NO","NO","NO"
"731","RAB6B",0.176,0.840198543507514,"NO","NO","NO"
"732","GRIN1",0.177,0.84040682272681,"NO","NO","NO"
"733","SYT13",0.177,0.840614533653557,"NO","NO","NO"
"734","RYR1",0.178,0.840821762454495,"NO","NO","NO"
"735","FLII",0.179,0.841028510108267,"NO","NO","NO"
"736","GAS1",0.179,0.841234695947762,"NO","NO","NO"
"737","DCTN1",0.179,0.841440322259878,"NO","NO","NO"
"738","CDCA2",0.179,0.841645391319115,"NO","NO","NO"
"739","DMRTB1",0.179,0.841849905387664,"NO","NO","NO"
"740","C4orf36",0.18,0.842053947930737,"NO","NO","NO"
"741","MMAA",0.18,0.842257439751697,"NO","NO","NO"
"742","ZBTB7B",0.18,0.842460383077183,"NO","NO","NO"
"743","PCNA",0.18,0.842662780121846,"NO","NO","NO"
"744","YAP1",0.18,0.842864633088432,"NO","NO","NO"
"745","PPP2CA",0.18,0.84306594416786,"NO","NO","NO"
"746","SLN",0.18,0.843266715539299,"NO","NO","NO"
"747","CIC",0.18,0.843466949370254,"NO","NO","NO"
"748","TTC21B",0.18,0.843666647816633,"NO","NO","NO"
"749","MDM4",0.18,0.843865813022835,"NO","NO","NO"
"750","TCOF1",0.181,0.844064526316228,"NO","NO","NO"
"751","UBE2U",0.181,0.844262710413101,"NO","NO","NO"
"752","SCAMP1",0.181,0.844460367424609,"NO","NO","NO"
"753","KLC2",0.181,0.844657499450695,"NO","NO","NO"
"754","ARGLU1",0.181,0.844854108580161,"NO","NO","NO"
"755","PTPRT",0.182,0.845050274644049,"NO","NO","NO"
"756","HTN3",0.182,0.845245921750095,"NO","NO","NO"
"757","TBC1D8",0.182,0.845441051954937,"NO","NO","NO"
"758","CATSPER1",0.183,0.84563574385168,"NO","NO","NO"
"759","CPQ",0.183,0.845829922726298,"NO","NO","NO"
"760","NDRG2",0.183,0.846023590603876,"NO","NO","NO"
"761","CYP21A2",0.183,0.846216749498859,"NO","NO","NO"
"762","MSI1",0.183,0.846409401415116,"NO","NO","NO"
"763","IKZF4",0.184,0.846601623513687,"NO","NO","NO"
"764","DDR1",0.184,0.846793342413047,"NO","NO","NO"
"765","GDPD2",0.184,0.846984560086527,"NO","NO","NO"
"766","GPR3",0.186,0.84717542567564,"NO","NO","NO"
"767","NDUFA7",0.186,0.84736579357091,"NO","NO","NO"
"768","MATN1",0.186,0.847555665716453,"NO","NO","NO"
"769","TROAP",0.187,0.847745116096406,"NO","NO","NO"
"770","TNRC6A",0.187,0.847934074397451,"NO","NO","NO"
"771","MASP1",0.187,0.84812254253429,"NO","NO","NO"
"772","SYT1",0.188,0.848310593367885,"NO","NO","NO"
"773","SMC4",0.188,0.848498157653398,"NO","NO","NO"
"774","MPDZ",0.188,0.848685237276674,"NO","NO","NO"
"775","RAD51AP1",0.188,0.848871834113826,"NO","NO","NO"
"776","AGMO",0.189,0.849058019824649,"NO","NO","NO"
"777","ARHGEF6",0.189,0.849243726292973,"NO","NO","NO"
"778","SHROOM3",0.624,0.849428973498258,"NO","NO","NO"
"779","KIF16B",0.19,0.849613795735724,"NO","NO","NO"
"780","FGFR2",0.19,0.849798144070018,"NO","NO","NO"
"781","MLPH",0.191,0.849982088120948,"NO","NO","NO"
"782","AGAP1",0.191,0.850165561726736,"NO","NO","NO"
"783","PRELID2",0.191,0.850348566689852,"NO","NO","NO"
"784","UCN3",0.192,0.850531171590843,"NO","NO","NO"
"785","ZFHX4",0.193,0.850713377218407,"NO","NO","NO"
"786","NUDT21",0.193,0.850895119218419,"NO","NO","NO"
"787","OTOF",0.193,0.851076399358203,"NO","NO","NO"
"788","XPO1",0.193,0.851257219396109,"NO","NO","NO"
"789","DHTKD1",0.193,0.851437581081574,"NO","NO","NO"
"790","PLA2G4D",0.194,0.851617550975433,"NO","NO","NO"
"791","PHLDA1",0.194,0.851797065825313,"NO","NO","NO"
"792","HNF1A",0.195,0.851976191300025,"NO","NO","NO"
"793","ATP6V0E1",0.195,0.852154865008091,"NO","NO","NO"
"794","PPP2R2B",0.632,0.852333091300518,"NO","NO","NO"
"795","PHIP",0.196,0.85251092959005,"NO","NO","NO"
"796","CCNA2",0.196,0.852688321049709,"NO","NO","NO"
"797","ZFYVE1",0.197,0.852865329523493,"NO","NO","NO"
"798","KRTCAP2",0.197,0.853041894367017,"NO","NO","NO"
"799","SLC6A2",0.198,0.853218078578756,"NO","NO","NO"
"800","UTP20",0.198,0.853393822329966,"NO","NO","NO"
"801","FARP1",0.198,0.853569127270312,"NO","NO","NO"
"802","DPF3",0.199,0.85374405548345,"NO","NO","NO"
"803","ETV1",0.2,0.853918607726357,"NO","NO","NO"
"804","CYC1",0.2,0.854092725759705,"NO","NO","NO"
"805","TRPM3",0.2,0.854266411201665,"NO","NO","NO"
"806","TPH1",0.2,0.85443966566238,"NO","NO","NO"
"807","CDH20",0.201,0.854612549526843,"NO","NO","NO"
"808","CUL5",0.201,0.854785005460949,"NO","NO","NO"
"809","CAP2",0.202,0.854957093062413,"NO","NO","NO"
"810","RGS14",0.202,0.855128755756219,"NO","NO","NO"
"811","HJURP",0.202,0.855299995114159,"NO","NO","NO"
"812","ZNF589",0.203,0.855470869881594,"NO","NO","NO"
"813","SLC25A18",0.203,0.855641324292898,"NO","NO","NO"
"814","AURKA",0.203,0.855811359897295,"NO","NO","NO"
"815","FHL5",0.204,0.855981034603279,"NO","NO","NO"
"816","KIAA0319",0.204,0.856150293439885,"NO","NO","NO"
"817","RBM28",0.205,0.856319193569361,"NO","NO","NO"
"818","ZBTB25",0.205,0.856487680740086,"NO","NO","NO"
"819","KCNQ4",0.206,0.856655811380393,"NO","NO","NO"
"820","CEP290",0.206,0.856823531945968,"NO","NO","NO"
"821","ZBTB34",0.206,0.856990843935256,"NO","NO","NO"
"822","MYCBP2",0.207,0.85715780298152,"NO","NO","NO"
"823","BACE2",0.207,0.857324356294987,"NO","NO","NO"
"824","SLC35D2",0.207,0.857490505352839,"NO","NO","NO"
"825","QKI",0.207,0.857656251625095,"NO","NO","NO"
"826","PRPF18",0.207,0.857821596574659,"NO","NO","NO"
"827","ANGPTL1",0.208,0.857986594910644,"NO","NO","NO"
"828","LARP4",0.208,0.858151194699925,"NO","NO","NO"
"829","ZNF142",0.208,0.858315397384768,"NO","NO","NO"
"830","ZNF417",0.209,0.858479256909856,"NO","NO","NO"
"831","PSAT1",0.209,0.858642722067857,"NO","NO","NO"
"832","CLEC4C",0.209,0.858805794280767,"NO","NO","NO"
"833","ZNF566",0.209,0.858968474963753,"NO","NO","NO"
"834","NXF1",0.209,0.859130765525197,"NO","NO","NO"
"835","NMT2",0.21,0.859292719021346,"NO","NO","NO"
"836","STAC2",0.21,0.859454285068939,"NO","NO","NO"
"837","RHOT1",0.21,0.859615465056681,"NO","NO","NO"
"838","TMCC2",0.211,0.859776311305587,"NO","NO","NO"
"839","SLC17A7",0.211,0.859936774130777,"NO","NO","NO"
"840","ZNF219",0.211,0.86009685490162,"NO","NO","NO"
"841","GTDC1",0.211,0.860256554980976,"NO","NO","NO"
"842","RABGAP1L",0.212,0.860415925901407,"NO","NO","NO"
"843","FA2H",0.213,0.860574968321469,"NO","NO","NO"
"844","CNTNAP5",0.213,0.860733633863758,"NO","NO","NO"
"845","GDPD5",0.213,0.860891923866301,"NO","NO","NO"
"846","RNF115",0.214,0.861049888584879,"NO","NO","NO"
"847","MYH1",0.214,0.861207480305302,"NO","NO","NO"
"848","PCTP",0.214,0.861364700347138,"NO","NO","NO"
"849","SUCLG2",0.214,0.861521550023741,"NO","NO","NO"
"850","AIF1L",0.214,0.861678030642281,"NO","NO","NO"
"851","SPOCD1",0.214,0.861834143503786,"NO","NO","NO"
"852","CRYGN",0.214,0.861989889903175,"NO","NO","NO"
"853","FOSL1",0.214,0.862145271129294,"NO","NO","NO"
"854","KCNH1",0.215,0.862300336438558,"NO","NO","NO"
"855","HLTF",0.215,0.862455039021952,"NO","NO","NO"
