"","Gene","meta.pvalue","FDR","seed.gene","DAWN.gene","SCHEMA.FDR.gene"
"419","UNC79",0.0341,0.834995479963934,"NO","NO","NO"
"420","STEAP2",0.0347,0.835365922648915,"NO","NO","NO"
"421","ACSL1",0.579,0.835734768268166,"NO","NO","NO"
"422","SNX10",0.0354,0.836101955286306,"NO","NO","NO"
"423","KIF1A",0.0357,0.836467511782909,"NO","NO","NO"
"424","PRR11",0.582,0.836831360862932,"NO","NO","NO"
"425","PLBD2",0.0359,0.837193550228772,"NO","NO","NO"
"426","GPR171",0.0364,0.837554209914592,"NO","NO","NO"
"427","ZNF70",0.0366,0.837913247558897,"NO","NO","NO"
"428","CHST9",0.587,0.838270663501526,"NO","NO","NO"
"429","ARMC12",0.037,0.838626489582972,"NO","NO","NO"
"430","C1orf116",0.037,0.838980660659388,"NO","NO","NO"
"431","STRN4",0.0372,0.839333253369384,"NO","NO","NO"
"432","DYSF",0.0375,0.839684310255159,"NO","NO","NO"
"433","CDCA7",0.0378,0.840033840894712,"NO","NO","NO"
"434","RELA",0.592,0.840381765436648,"NO","NO","NO"
"435","HS3ST5",0.593,0.840728156846485,"NO","NO","NO"
"436","PHLDB1",0.0386,0.841073135590703,"NO","NO","NO"
"437","NTS",0.0386,0.841416535484833,"NO","NO","NO"
"438","DLGAP1",0.0386,0.841758367342917,"NO","NO","NO"
"439","SKA3",0.0389,0.842098732161015,"NO","NO","NO"
"440","RHOBTB3",0.598,0.842437611388751,"NO","NO","NO"
"441","GRIK5",0.598,0.842774953749241,"NO","NO","NO"
"442","UBTF",0.0392,0.843110797142245,"NO","NO","NO"
"443","ATP2B2",0.0402,0.843445412686368,"NO","NO","NO"
"444","OR6B1",0.0402,0.843778520953265,"NO","NO","NO"
"445","LRRC4",0.0405,0.844110216298614,"NO","NO","NO"
"446","CCSER1",0.0407,0.844440479745311,"NO","NO","NO"
"447","PDGFD",0.608,0.84476944344485,"NO","NO","NO"
"448","AKAP1",0.0418,0.845097058416536,"NO","NO","NO"
"449","CAMK2A",0.0421,0.845423293127576,"NO","NO","NO"
"450","SENP7",0.0421,0.845748077906566,"NO","NO","NO"
"451","KNTC1",0.613,0.846071531016647,"NO","NO","NO"
"452","RAI1",0.0432,0.846393725924547,"NO","NO","NO"
"453","BBS10",0.0432,0.846714498338372,"NO","NO","NO"
"454","ATP1B1",0.0443,0.847034128031176,"NO","NO","NO"
"455","SYTL1",0.622,0.847352448291259,"NO","NO","NO"
"456","ROBO1",0.045,0.847669443580366,"NO","NO","NO"
"457","SHROOM3",0.624,0.847985097811283,"NO","NO","NO"
"458","HAAO",0.0459,0.848299535424141,"NO","NO","NO"
"459","HOPX",0.046,0.848612625638778,"NO","NO","NO"
"460","TUBA1C",0.629,0.848924459579637,"NO","NO","NO"
"461","OAF",0.629,0.84923494066175,"NO","NO","NO"
"462","AFF3",0.0465,0.849544084881779,"NO","NO","NO"
"463","TOP2B",0.0468,0.849851959806827,"NO","NO","NO"
"464","SEMA5B",0.0471,0.850158573054967,"NO","NO","NO"
"465","PTPRU",0.634,0.850464011497102,"NO","NO","NO"
"466","TRA2B",0.0479,0.850768166166256,"NO","NO","NO"
"467","EIF4A2",0.0483,0.851071101963558,"NO","NO","NO"
"468","LTBP1",0.0489,0.851372866671972,"NO","NO","NO"
"469","EPM2AIP1",0.049,0.851673364872332,"NO","NO","NO"
"470","DGKI",0.0492,0.851972624767024,"NO","NO","NO"
"471","CACNA1B",0.0493,0.852270633995193,"NO","NO","NO"
"472","RASGEF1A",0.0502,0.852567558248544,"NO","NO","NO"
"473","ERBB2",0.0507,0.852863323649114,"NO","NO","NO"
"474","NUF2",0.0507,0.853157841094408,"NO","NO","NO"
"475","ZZEF1",0.0513,0.853451232204642,"NO","NO","NO"
"476","GABRA2",0.0514,0.853743409314683,"NO","NO","NO"
"477","MED25",0.649,0.854034454188729,"NO","NO","NO"
"478","PPM1L",0.052,0.854324299553604,"NO","NO","NO"
"479","CSNK1G3",0.052,0.854612934708186,"NO","NO","NO"
"480","LRP1",0.0527,0.854900493801252,"NO","NO","NO"
"481","BMPR1B",0.0528,0.855186875076039,"NO","NO","NO"
"482","POT1",0.0529,0.855472085816025,"NO","NO","NO"
"483","PROK2",0.0539,0.855756290331062,"NO","NO","NO"
"484","IQSEC1",0.054,0.856039337638095,"NO","NO","NO"
"485","NUP37",0.0542,0.856321251916842,"NO","NO","NO"
"486","SHISA2",0.0554,0.856602207040953,"NO","NO","NO"
"487","AGK",0.0555,0.856882024783576,"NO","NO","NO"
"488","STK17A",0.0557,0.85716072841696,"NO","NO","NO"
"489","PACSIN1",0.0558,0.857438308405392,"NO","NO","NO"
"490","MARK3",0.666,0.857714947575524,"NO","NO","NO"
"491","SIRPD",0.0575,0.857990537112313,"NO","NO","NO"
"492","PLEKHF1",0.0578,0.858265052576874,"NO","NO","NO"
"493","MMP3",0.0578,0.858538454388435,"NO","NO","NO"
"494","SPC25",0.67,0.858810821723609,"NO","NO","NO"
"495","TEX13B",0.0586,0.859082137172228,"NO","NO","NO"
"496","KLC1",0.0595,0.859352491547949,"NO","NO","NO"
"497","BLOC1S6",0.0598,0.859621801575162,"NO","NO","NO"
"498","MYH10",0.675,0.859890045416229,"NO","NO","NO"
"499","NBEA",0.0601,0.860157241897721,"NO","NO","NO"
"500","KCNH3",0.0604,0.860423412320241,"NO","NO","NO"
"501","ATG4C",0.0605,0.860688534333653,"NO","NO","NO"
"502","BPIFB6",0.0607,0.86095262822398,"NO","NO","NO"
"503","CAMK2B",0.0611,0.861215727816873,"NO","NO","NO"
"504","MYO3A",0.0618,0.861477879552233,"NO","NO","NO"
"505","MAS1L",0.0621,0.861739033735632,"NO","NO","NO"
"506","TNIK",0.0623,0.861999182596896,"NO","NO","NO"
"507","LMAN2",0.0636,0.862258476861277,"NO","NO","NO"
"508","ANKRD13B",0.0642,0.862516827678558,"NO","NO","NO"
"509","HDAC5",0.0646,0.862774214295601,"NO","NO","NO"
"510","PTPRE",0.0646,0.863030591553361,"NO","NO","NO"
"511","TBX6",0.065,0.863286015665959,"NO","NO","NO"
"512","RAPH1",0.0651,0.863540454507318,"NO","NO","NO"
"513","DHX29",0.0654,0.863793938586926,"NO","NO","NO"
"514","HDAC3",0.0658,0.864046485480232,"NO","NO","NO"
"515","ARL8B",0.0659,0.86429806380234,"NO","NO","NO"
"516","FOXP2",0.0667,0.864548763439488,"NO","NO","NO"
"517","TOR1AIP2",0.696,0.864798561535031,"NO","NO","NO"
"518","RHOBTB2",0.0673,0.865047397981643,"NO","NO","NO"
"519","MAT2B",0.0673,0.865295275520945,"NO","NO","NO"
"520","TET3",0.0678,0.865542257922555,"NO","NO","NO"
"521","REV3L",0.0684,0.865788361167942,"NO","NO","NO"
"522","ARSJ",0.0685,0.866033532875834,"NO","NO","NO"
"523","INPP4A",0.0692,0.866277845925485,"NO","NO","NO"
"524","MGAM",0.0695,0.866521259887177,"NO","NO","NO"
"525","SLC38A4",0.0697,0.866763768671512,"NO","NO","NO"
"526","MAMLD1",0.0699,0.86700537735128,"NO","NO","NO"
"527","RPRD2",0.07,0.867246080046814,"NO","NO","NO"
"528","FBXL16",0.0715,0.867486032114614,"NO","NO","NO"
"529","ARHGAP1",0.0715,0.867725076991232,"NO","NO","NO"
"530","ZFP36L1",0.0716,0.867963230342397,"NO","NO","NO"
"531","MC5R",0.0718,0.868200507653306,"NO","NO","NO"
"532","TOX",0.0721,0.868436924168942,"NO","NO","NO"
"533","LDHAL6A",0.0725,0.868672494837093,"NO","NO","NO"
"534","OR51S1",0.0726,0.868907193465486,"NO","NO","NO"
"535","C2CD3",0.711,0.869141066588065,"NO","NO","NO"
"536","CHD3",0.0737,0.869374126269272,"NO","NO","NO"
"537","LYST",0.0747,0.869606416636139,"NO","NO","NO"
"538","ANXA6",0.0754,0.869837911314646,"NO","NO","NO"
"539","SPACA1",0.0755,0.8700685566157,"NO","NO","NO"
"540","SLC4A8",0.0762,0.870298414253902,"NO","NO","NO"
"541","ANGPTL7",0.0764,0.870527440968791,"NO","NO","NO"
"542","PKP4",0.0781,0.870755779521111,"NO","NO","NO"
"543","ARID1A",0.724,0.870983322159592,"NO","NO","NO"
"544","MYO3B",0.0791,0.871210072949838,"NO","NO","NO"
"545","RHOC",0.0791,0.871435991627092,"NO","NO","NO"
"546","PSTPIP1",0.0793,0.871661100450996,"NO","NO","NO"
"547","TIMP2",0.0796,0.871885412571802,"NO","NO","NO"
"548","CTNND2",0.0796,0.872108906035234,"NO","NO","NO"
"549","BPIFB4",0.0803,0.872331646059843,"NO","NO","NO"
"550","ITGA4",0.0812,0.872553652977901,"NO","NO","NO"
"551","GFOD2",0.73,0.872774860894207,"NO","NO","NO"
"552","SOX5",0.0815,0.872995285770889,"NO","NO","NO"
"553","RBM47",0.0823,0.873214980036598,"NO","NO","NO"
"554","RASL10A",0.0823,0.873433881182215,"NO","NO","NO"
"555","PALLD",0.0825,0.873652009937223,"NO","NO","NO"
"556","NCOA1",0.0826,0.873869362241465,"NO","NO","NO"
"557","PRDM15",0.0836,0.874086015038463,"NO","NO","NO"
"558","RSPO1",0.0838,0.874301907293548,"NO","NO","NO"
"559","ARHGEF12",0.0838,0.874517027125538,"NO","NO","NO"
"560","ALPK3",0.084,0.874731394552319,"NO","NO","NO"
"561","DAND5",0.736,0.874945002626443,"NO","NO","NO"
"562","HERC6",0.0842,0.875157861427079,"NO","NO","NO"
"563","SMARCA2",0.0845,0.875369987580606,"NO","NO","NO"
"564","ZNF236",0.0845,0.875581361513729,"NO","NO","NO"
"565","COL9A1",0.0848,0.875792010530438,"NO","NO","NO"
"566","DCTN4",0.085,0.876001930651355,"NO","NO","NO"
"567","ASPM",0.739,0.87621114795049,"NO","NO","NO"
"568","PDLIM3",0.0857,0.876419644465961,"NO","NO","NO"
"569","WASF1",0.0858,0.876627415702827,"NO","NO","NO"
"570","ADAM23",0.086,0.876834473001029,"NO","NO","NO"
"571","PHF3",0.0864,0.877040835018212,"NO","NO","NO"
"572","MALSU1",0.0864,0.877246475489879,"NO","NO","NO"
"573","UNC45B",0.0865,0.877451405627504,"NO","NO","NO"
"574","COG6",0.0867,0.877655636527566,"NO","NO","NO"
"575","USP38",0.0868,0.877859164430439,"NO","NO","NO"
"576","DCLK1",0.0875,0.878062036809253,"NO","NO","NO"
"577","CHRNA1",0.744,0.878264237293707,"NO","NO","NO"
"578","EPHA7",0.088,0.878465742940286,"NO","NO","NO"
"579","MYL3",0.088,0.878666552539726,"NO","NO","NO"
"580","NEURL1",0.0885,0.87886670534227,"NO","NO","NO"
"581","CPXM1",0.0887,0.87906618330536,"NO","NO","NO"
"582","CNTN2",0.0897,0.879265045748557,"NO","NO","NO"
"583","GRIN2B",0.0901,0.879463253615842,"NO","NO","NO"
"584","GABRA6",0.091,0.87966084410694,"NO","NO","NO"
"585","KMT2E",0.0918,0.879857812847735,"NO","NO","NO"
"586","SH2D2A",0.092,0.880054122655456,"NO","NO","NO"
"587","HK3",0.752,0.880249763775857,"NO","NO","NO"
"588","PEX5L",0.0922,0.880444752508387,"NO","NO","NO"
"589","PLCD1",0.0924,0.880639092304792,"NO","NO","NO"
"590","GRM5",0.0925,0.880832779878145,"NO","NO","NO"
"591","ADAM22",0.0926,0.881025818529047,"NO","NO","NO"
"592","DUSP11",0.094,0.881218295300768,"NO","NO","NO"
"593","MATK",0.0946,0.881410160945635,"NO","NO","NO"
"594","PTCD3",0.0947,0.881601386873159,"NO","NO","NO"
"595","BRPF1",0.0954,0.881792013748712,"NO","NO","NO"
"596","SFRP2",0.0956,0.881982013323745,"NO","NO","NO"
"597","CCDC120",0.0964,0.882171425478694,"NO","NO","NO"
"598","NOL9",0.0966,0.882360216309693,"NO","NO","NO"
"599","ARAP3",0.0969,0.882548394931336,"NO","NO","NO"
"600","DPYSL2",0.0973,0.88273597031714,"NO","NO","NO"
"601","TCF19",0.0982,0.88292297494457,"NO","NO","NO"
"602","BZW1",0.764,0.883109376474873,"NO","NO","NO"
"603","POLR2A",0.0987,0.883295170901286,"NO","NO","NO"
"604","DLGAP5",0.0989,0.883480361752694,"NO","NO","NO"
"605","PCSK7",0.0989,0.883664940402941,"NO","NO","NO"
"606","DPP8",0.0993,0.883848932981259,"NO","NO","NO"
"607","FRY",0.0994,0.884032325067904,"NO","NO","NO"
"608","UGGT1",0.0995,0.884215119617501,"NO","NO","NO"
"609","DLGAP4",0.0998,0.884397330957891,"NO","NO","NO"
"610","TTYH2",0.1,0.884578956225097,"NO","NO","NO"
"611","DAB2IP",0.1,0.884759986974243,"NO","NO","NO"
"612","CLASP2",0.101,0.884940482153447,"NO","NO","NO"
"613","HADH",0.101,0.885120388441364,"NO","NO","NO"
"614","PLK2",0.101,0.885299708715314,"NO","NO","NO"
"615","PPP2R5A",0.769,0.885478466466724,"NO","NO","NO"
"616","MYRF",0.77,0.885656675823532,"NO","NO","NO"
"617","PTPRN",0.102,0.885834309804489,"NO","NO","NO"
"618","NEFM",0.102,0.886011368918194,"NO","NO","NO"
"619","BRSK1",0.102,0.886187855950756,"NO","NO","NO"
"620","STAC",0.103,0.886363827427623,"NO","NO","NO"
"621","GPR183",0.103,0.886539232168654,"NO","NO","NO"
"622","CEP350",0.104,0.886714125744351,"NO","NO","NO"
"623","ARHGEF17",0.104,0.886888457863946,"NO","NO","NO"
"624","C5",0.104,0.887062231226748,"NO","NO","NO"
"625","TTC29",0.104,0.887235448514788,"NO","NO","NO"
"626","AQP10",0.105,0.887408164166768,"NO","NO","NO"
"627","TGM3",0.105,0.887580328891628,"NO","NO","NO"
"628","IL1R1",0.106,0.887751996223205,"NO","NO","NO"
"629","SKP2",0.106,0.887923117712711,"NO","NO","NO"
"630","GHSR",0.777,0.888093703932937,"NO","NO","NO"
"631","SUPT6H",0.778,0.88826378027993,"NO","NO","NO"
"632","NPPB",0.107,0.888433329592205,"NO","NO","NO"
"633","MEIS2",0.107,0.888602343203651,"NO","NO","NO"
"634","SLC16A14",0.107,0.888770823649131,"NO","NO","NO"
"635","NLRP1",0.108,0.888938822436879,"NO","NO","NO"
"636","SH3TC1",0.108,0.889106292926554,"NO","NO","NO"
"637","ADCY1",0.109,0.889273285790384,"NO","NO","NO"
"638","CACNA1I",0.109,0.889439755165613,"NO","NO","NO"
"639","ZIC5",0.109,0.889605703509934,"NO","NO","NO"
"640","DPYS",0.783,0.889771176810827,"NO","NO","NO"
"641","LYN",0.11,0.889936137587516,"NO","NO","NO"
"642","CASD1",0.11,0.890100584467704,"NO","NO","NO"
"643","CSN1S1",0.11,0.890264519849042,"NO","NO","NO"
"644","ST14",0.111,0.890427992528031,"NO","NO","NO"
"645","DHX36",0.111,0.890590958314991,"NO","NO","NO"
"646","RSBN1",0.112,0.89075346523257,"NO","NO","NO"
"647","DPY19L4",0.112,0.890915469810373,"NO","NO","NO"
"648","DOCK3",0.113,0.891077019315001,"NO","NO","NO"
"649","DRC1",0.113,0.89123807097832,"NO","NO","NO"
"650","SGIP1",0.114,0.891398671328147,"NO","NO","NO"
"651","BMI1",0.114,0.891558778282122,"NO","NO","NO"
"652","PGM1",0.79,0.891718416279174,"NO","NO","NO"
"653","SENP6",0.115,0.891877586673142,"NO","NO","NO"
"654","TAGLN2",0.116,0.892036313164316,"NO","NO","NO"
"655","FIBCD1",0.116,0.892194554994448,"NO","NO","NO"
"656","ZNF592",0.116,0.892352314379976,"NO","NO","NO"
"657","FBN2",0.116,0.892509593523843,"NO","NO","NO"
"658","SF3B1",0.117,0.892666436680795,"NO","NO","NO"
"659","AHCYL1",0.118,0.89282284531614,"NO","NO","NO"
"660","POLR1A",0.118,0.892978779985924,"NO","NO","NO"
"661","PNLDC1",0.796,0.89313426831752,"NO","NO","NO"
"662","PATE2",0.119,0.89328930224538,"NO","NO","NO"
"663","SLC6A18",0.12,0.893443908729323,"NO","NO","NO"
"664","AASDHPPT",0.12,0.893598049531087,"NO","NO","NO"
"665","B4GALNT2",0.12,0.893751726751491,"NO","NO","NO"
"666","ITSN1",0.121,0.893904982043972,"NO","NO","NO"
"667","E2F8",0.121,0.894057777800344,"NO","NO","NO"
"668","TOPORS",0.122,0.894210155058517,"NO","NO","NO"
"669","NUDT12",0.802,0.894362112009777,"NO","NO","NO"
"670","ZFP36L2",0.802,0.894513615358196,"NO","NO","NO"
"671","MED15",0.123,0.89466467034491,"NO","NO","NO"
"672","EEF2",0.123,0.894815275763211,"NO","NO","NO"
"673","PROKR2",0.124,0.89496547139078,"NO","NO","NO"
"674","BAZ1A",0.124,0.895115221333993,"NO","NO","NO"
"675","SHANK1",0.124,0.895264527573671,"NO","NO","NO"
"676","DTX1",0.125,0.895413429244628,"NO","NO","NO"
"677","EML3",0.125,0.895561891028817,"NO","NO","NO"
"678","EPYC",0.125,0.89570991487264,"NO","NO","NO"
"679","TTLL4",0.126,0.895857539282576,"NO","NO","NO"
"680","TMTC3",0.126,0.89600472950307,"NO","NO","NO"
"681","MOG",0.126,0.896151487446852,"NO","NO","NO"
"682","WNT2",0.126,0.896297815015433,"NO","NO","NO"
"683","WSCD1",0.127,0.896443750037227,"NO","NO","NO"
"684","FBN3",0.127,0.896589258348431,"NO","NO","NO"
"685","NYAP1",0.128,0.896734377240755,"NO","NO","NO"
"686","DEPDC1",0.128,0.896879073045929,"NO","NO","NO"
"687","PDGFRB",0.129,0.897023382529921,"NO","NO","NO"
"688","BRINP1",0.129,0.897167272509599,"NO","NO","NO"
"689","TRIM33",0.129,0.897310744811541,"NO","NO","NO"
"690","KLF13",0.13,0.897453835626161,"NO","NO","NO"
"691","SLFN13",0.131,0.897596546225301,"NO","NO","NO"
"692","STARD13",0.131,0.897738844366063,"NO","NO","NO"
"693","ID4",0.132,0.897880765300041,"NO","NO","NO"
"694","GFAP",0.815,0.898022306572898,"NO","NO","NO"
"695","ABHD14A",0.133,0.898163444243408,"NO","NO","NO"
"696","FCRLA",0.133,0.898304176345898,"NO","NO","NO"
"697","TP53",0.133,0.898444504626,"NO","NO","NO"
"698","GPRC5B",0.133,0.89858443081934,"NO","NO","NO"
"699","GOLGA3",0.133,0.898723956651611,"NO","NO","NO"
"700","ATP1B2",0.133,0.898863083838648,"NO","NO","NO"
"701","LINGO1",0.134,0.899001846446788,"NO","NO","NO"
"702","MARCO",0.134,0.899140213719862,"NO","NO","NO"
"703","G2E3",0.134,0.899278187344933,"NO","NO","NO"
"704","DNAH9",0.135,0.899415800871173,"NO","NO","NO"
"705","RUSC1",0.135,0.899553024004432,"NO","NO","NO"
"706","VSX2",0.135,0.899689858403601,"NO","NO","NO"
"707","FMR1",0.135,0.899826305718191,"NO","NO","NO"
"708","BPIFA1",0.135,0.899962367588388,"NO","NO","NO"
"709","AAK1",0.135,0.90009804564513,"NO","NO","NO"
"710","SRFBP1",0.135,0.900233341510163,"NO","NO","NO"
"711","CRHR2",0.136,0.900368288012943,"NO","NO","NO"
"712","ABL2",0.136,0.900502855452514,"NO","NO","NO"
"713","WDR76",0.136,0.900637045423811,"NO","NO","NO"
"714","CYYR1",0.137,0.90077089026486,"NO","NO","NO"
"715","KPNA5",0.137,0.900904360714746,"NO","NO","NO"
"716","IL9",0.137,0.901037458342145,"NO","NO","NO"
"717","SPDYA",0.137,0.901170184706986,"NO","NO","NO"
"718","CLPSL2",0.137,0.901302541360504,"NO","NO","NO"
"719","CD300LB",0.137,0.901434529845306,"NO","NO","NO"
"720","DCAF17",0.137,0.901566151695427,"NO","NO","NO"
"721","PLXNA3",0.138,0.901697438565241,"NO","NO","NO"
"722","EPB41L1",0.138,0.901828361759515,"NO","NO","NO"
"723","NEURL4",0.138,0.901958922787276,"NO","NO","NO"
"724","CYBRD1",0.138,0.902089123149215,"NO","NO","NO"
"725","IQGAP3",0.139,0.902218993983155,"NO","NO","NO"
"726","PTPRC",0.139,0.902348507046202,"NO","NO","NO"
"727","NPAS2",0.823,0.902477679170336,"NO","NO","NO"
"728","PAX6",0.14,0.902606510304279,"NO","NO","NO"
"729","UBAP2",0.14,0.902734987992039,"NO","NO","NO"
"730","GABBR2",0.14,0.902863113686133,"NO","NO","NO"
"731","EMP2",0.141,0.902990917620196,"NO","NO","NO"
"732","AUTS2",0.141,0.903118372363183,"NO","NO","NO"
"733","JAK2",0.141,0.903245479344252,"NO","NO","NO"
"734","DYNC1H1",0.142,0.903372268358713,"NO","NO","NO"
"735","S100A16",0.142,0.903498712369053,"NO","NO","NO"
"736","GALR1",0.143,0.90362484078675,"NO","NO","NO"
"737","OTOP1",0.143,0.903750626929228,"NO","NO","NO"
"738","EPSTI1",0.143,0.903876072187852,"NO","NO","NO"
"739","SGK1",0.143,0.904001177946453,"NO","NO","NO"
"740","KIF5B",0.144,0.90412597315004,"NO","NO","NO"
"741","PF4",0.144,0.904250431524467,"NO","NO","NO"
"742","HMBOX1",0.144,0.904374554431578,"NO","NO","NO"
"743","MBD5",0.144,0.904498343225884,"NO","NO","NO"
"744","DISP2",0.144,0.904621799254614,"NO","NO","NO"
"745","DACH1",0.144,0.904744923857763,"NO","NO","NO"
"746","SLC4A4",0.146,0.904867772232145,"NO","NO","NO"
"747","SKA1",0.147,0.904990318185906,"NO","NO","NO"
"748","NOX4",0.147,0.905112536476689,"NO","NO","NO"
"749","TNFSF18",0.147,0.905234428416895,"NO","NO","NO"
"750","RLBP1",0.148,0.905356021433438,"NO","NO","NO"
"751","E2F7",0.148,0.90547729063369,"NO","NO","NO"
"752","KMT2C",0.148,0.905598237309475,"NO","NO","NO"
"753","KLHL8",0.148,0.905718862745748,"NO","NO","NO"
"754","SLC12A6",0.148,0.905839168220652,"NO","NO","NO"
"755","KDM5A",0.148,0.905959155005556,"NO","NO","NO"
"756","SPTBN2",0.833,0.906078835181002,"NO","NO","NO"
"757","CD1D",0.149,0.906198213982287,"NO","NO","NO"
"758","SEZ6",0.149,0.906317277799927,"NO","NO","NO"
"759","BTN3A3",0.15,0.906436053183089,"NO","NO","NO"
"760","PIK3C3",0.15,0.906554515999453,"NO","NO","NO"
"761","DMXL1",0.151,0.906672692471845,"NO","NO","NO"
"762","COL25A1",0.151,0.906790558769768,"NO","NO","NO"
"763","TET1",0.151,0.906908116112782,"NO","NO","NO"
"764","NPC1",0.153,0.907025414776465,"NO","NO","NO"
"765","CADM3",0.153,0.907142406776975,"NO","NO","NO"
"766","FBXL19",0.153,0.907259093315343,"NO","NO","NO"
"767","DPYSL5",0.153,0.907375475586336,"NO","NO","NO"
"768","ROCK1",0.153,0.907491554778498,"NO","NO","NO"
"769","CST7",0.155,0.907607379885399,"NO","NO","NO"
"770","TAS1R1",0.155,0.907722904147866,"NO","NO","NO"
"771","IL12A",0.155,0.907838128736501,"NO","NO","NO"
"772","OR10S1",0.156,0.907953078289364,"NO","NO","NO"
"773","SMAD5",0.156,0.908067730430705,"NO","NO","NO"
"774","VTA1",0.156,0.908182086313284,"NO","NO","NO"
"775","KIAA1549",0.156,0.908296147083907,"NO","NO","NO"
"776","ADAR",0.157,0.908409937015679,"NO","NO","NO"
"777","BUB1",0.158,0.908523456937655,"NO","NO","NO"
"778","CCDC68",0.158,0.908636685034638,"NO","NO","NO"
"779","SMARCC2",0.158,0.908749622430474,"NO","NO","NO"
"780","SETDB1",0.158,0.908862270243243,"NO","NO","NO"
"781","SLC12A4",0.158,0.908974629585301,"NO","NO","NO"
"782","CD300LF",0.159,0.90908672409078,"NO","NO","NO"
"783","LY6G5B",0.844,0.909198533848664,"NO","NO","NO"
"784","ADCY2",0.16,0.909310079068363,"NO","NO","NO"
"785","MOB1A",0.16,0.909421340096418,"NO","NO","NO"
"786","PPP1R42",0.16,0.909532318017532,"NO","NO","NO"
"787","PHF21A",0.161,0.909643035883481,"NO","NO","NO"
"788","SPAST",0.161,0.909753472739618,"NO","NO","NO"
"789","PDZD2",0.161,0.90986362965442,"NO","NO","NO"
"790","CLIP1",0.846,0.909973510156081,"NO","NO","NO"
"791","EDNRB",0.162,0.910083132030171,"NO","NO","NO"
"792","PRL",0.162,0.910192477081347,"NO","NO","NO"
"793","KCNK5",0.162,0.910301546356858,"NO","NO","NO"
"794","CSF2",0.163,0.91041036228157,"NO","NO","NO"
"795","GABBR1",0.848,0.910518908513053,"NO","NO","NO"
"796","TMEM45B",0.164,0.910627199098943,"NO","NO","NO"
"797","SCARB2",0.165,0.910735238858836,"NO","NO","NO"
"798","RSPO3",0.165,0.910843007842388,"NO","NO","NO"
"799","ZWINT",0.165,0.910950507066282,"NO","NO","NO"
"800","UBA7",0.166,0.911057758196639,"NO","NO","NO"
"801","ABHD1",0.166,0.911164741533911,"NO","NO","NO"
"802","MBOAT7",0.166,0.911271458079819,"NO","NO","NO"
"803","GIT1",0.167,0.911377929225307,"NO","NO","NO"
"804","DHX32",0.168,0.911484155705782,"NO","NO","NO"
"805","NAALADL2",0.168,0.911590118269535,"NO","NO","NO"
"806","CFB",0.169,0.91169583786014,"NO","NO","NO"
"807","FAM20B",0.169,0.911801295444324,"NO","NO","NO"
"808","ETV5",0.172,0.911906550694679,"NO","NO","NO"
"809","B3GAT1",0.172,0.91201154573428,"NO","NO","NO"
"810","ZSCAN4",0.172,0.912116281526869,"NO","NO","NO"
"811","PTPRD",0.172,0.912220759031437,"NO","NO","NO"
"812","ATP8A1",0.172,0.912324979202249,"NO","NO","NO"
"813","CPSF7",0.172,0.912428942988878,"NO","NO","NO"
"814","LRRC4C",0.173,0.912532670423938,"NO","NO","NO"
"815","LEF1",0.173,0.912636143313144,"NO","NO","NO"
"816","CEP250",0.173,0.912739362592329,"NO","NO","NO"
"817","OTOS",0.173,0.912842329192739,"NO","NO","NO"
"818","MAPT",0.173,0.91294504404107,"NO","NO","NO"
"819","ZPBP2",0.174,0.913047526868237,"NO","NO","NO"
"820","SLC26A8",0.174,0.91314975973729,"NO","NO","NO"
"821","LAMA1",0.174,0.913251743561594,"NO","NO","NO"
"822","UCKL1",0.175,0.913353497830585,"NO","NO","NO"
"823","ATP2B4",0.176,0.913455023223845,"NO","NO","NO"
"824","RAB6B",0.176,0.913556302196248,"NO","NO","NO"
"825","GRIN1",0.177,0.91365735384535,"NO","NO","NO"
"826","SYT13",0.177,0.913758160817335,"NO","NO","NO"
"827","RYR1",0.178,0.913858742005079,"NO","NO","NO"
"828","FLII",0.179,0.91395909807672,"NO","NO","NO"
"829","GAS1",0.179,0.914059212034798,"NO","NO","NO"
"830","DCTN1",0.179,0.914159084754423,"NO","NO","NO"
"831","CDCA2",0.179,0.914258717106492,"NO","NO","NO"
"832","DMRTB1",0.179,0.914358109957714,"NO","NO","NO"
"833","C4orf36",0.18,0.914457281750215,"NO","NO","NO"
"834","MMAA",0.18,0.914556215720671,"NO","NO","NO"
"835","ZBTB7B",0.18,0.914654912723534,"NO","NO","NO"
"836","PCNA",0.18,0.914753373609165,"NO","NO","NO"
"837","YAP1",0.18,0.914851599223862,"NO","NO","NO"
"838","PPP2CA",0.18,0.914949590409885,"NO","NO","NO"
"839","SLN",0.18,0.915047348005476,"NO","NO","NO"
"840","TTC21B",0.18,0.915144872844887,"NO","NO","NO"
"841","MDM4",0.18,0.915242165758402,"NO","NO","NO"
"842","TCOF1",0.181,0.915339244820554,"NO","NO","NO"
"843","UBE2U",0.181,0.915436093564647,"NO","NO","NO"
"844","SCAMP1",0.181,0.915532712809347,"NO","NO","NO"
"845","KLC2",0.181,0.915629103369443,"NO","NO","NO"
"846","ARGLU1",0.181,0.915725266055875,"NO","NO","NO"
"847","PTPRT",0.182,0.915821218681406,"NO","NO","NO"
"848","HTN3",0.182,0.915916945003574,"NO","NO","NO"
"849","TBC1D8",0.182,0.916012445822039,"NO","NO","NO"
"850","CATSPER1",0.183,0.916107738739973,"NO","NO","NO"
"851","CPQ",0.183,0.916202807702753,"NO","NO","NO"
