"","Gene","meta.pvalue","FDR","seed.gene","DAWN.gene","SCHEMA.FDR.gene"
"32","GPR183",0.103,0.0331855764096067,"NO","YES","NO"
"33","ZIC5",0.109,0.0360246656679306,"NO","YES","NO"
"34","SCAF1",0.000415,0.0392717864840944,"YES","YES","NO"
"35","FCRLA",0.133,0.0423994971553199,"NO","YES","NO"
"36","CGREF1",0.000487,0.0455341476527695,"YES","YES","NO"
"37","SLITRK5",0.000917,0.0495932899484932,"YES","YES","NO"
"38","CCNA2",0.196,0.0537093699182031,"NO","NO","NO"
"39","TRIO",6.35e-08,0.0576764130454051,"YES","NO","YES"
"40","SMG7",0.00235,0.0631185851259074,"YES","NO","NO"
"41","NAMPT",0.00236,0.0683054988909981,"YES","NO","NO"
"42","SATB1",0.00306,0.0738810529569356,"YES","NO","NO"
"43","KIF3C",0.00352,0.0795527844643908,"YES","NO","NO"
"44","SP4",5.08e-07,0.0851562389809417,"YES","NO","YES"
"45","GRIA3",5.98e-07,0.0907553504482702,"YES","NO","YES"
"46","ADCY5",0.00505,0.0966101210813938,"YES","NO","NO"
"47","ERBB3",0.389,0.102769113345292,"NO","NO","NO"
"48","NEIL3",0.0064,0.108755256003135,"YES","NO","NO"
"49","HERC1",1.26e-06,0.114505454367622,"YES","NO","YES"
"50","SLC36A1",0.00678,0.120168922524899,"YES","NO","NO"
"51","POLR2K",0.00744,0.125853648467173,"YES","NO","NO"
"52","KLHL5",0.00806,0.131529329824413,"YES","NO","NO"
"53","RB1CC1",2e-06,0.137084212405771,"YES","NO","YES"
"54","XIRP2",0.00888,0.142590590830729,"YES","NO","NO"
"55","USP13",0.00889,0.147899604092262,"YES","NO","NO"
"56","MCHR2",0.00906,0.153066490213639,"YES","NO","NO"
"57","RBP2",0.00923,0.158098031077318,"YES","NO","NO"
"58","PPP3CA",0.0094,0.163000561605203,"YES","NO","NO"
"59","HCN4",2.54e-06,0.167777910806839,"YES","NO","YES"
"60","EMX2",0.011,0.172732192949378,"NO","NO","NO"
"61","TGOLN2",0.0115,0.177630638907758,"NO","NO","NO"
"62","MYH3",0.0119,0.182452268390348,"NO","NO","NO"
"63","FNBP4",0.0121,0.187159942887352,"NO","NO","NO"
"64","AKAP11",8.28e-06,0.192715336129081,"YES","NO","YES"
"65","ZNF136",9.42e-06,0.198268049157561,"YES","NO","YES"
"66","CLCA2",0.588,0.2040194834665,"NO","NO","NO"
"67","SCN2A",0.0232,0.209622801439524,"NO","NO","NO"
"68","SRRM2",1.53e-05,0.215287374370384,"YES","NO","YES"
"69","MYLK3",0.0258,0.220810151805146,"NO","NO","NO"
"70","NR3C2",1.6e-05,0.226207188475789,"YES","NO","YES"
"71","ZMYM2",1.73e-05,0.231545267164697,"YES","NO","YES"
"72","FAM120A",2.22e-05,0.237026746011958,"YES","NO","YES"
"73","F8",0.0335,0.242521580294025,"NO","NO","NO"
"74","KDM6B",2.57e-05,0.247871970177228,"YES","NO","YES"
"75","PPARGC1A",0.0339,0.253101001496894,"NO","NO","NO"
"76","STRN4",0.0372,0.258387817080998,"NO","NO","NO"
"77","NTS",0.0386,0.26361384980969,"NO","NO","NO"
"78","ASH1L",3.77e-05,0.268824460873517,"YES","NO","YES"
"79","ATP1B1",0.0443,0.274062974745986,"NO","NO","NO"
"80","SECISBP2L",0.0475,0.279308016415762,"NO","NO","NO"
"81","STAG1",5.26e-05,0.284462509667097,"YES","NO","YES"
"82","GABRA2",0.0514,0.289603566318039,"NO","NO","NO"
"83","PREP",5.99e-05,0.294633194038259,"YES","NO","YES"
"84","MAGEC1",6.18e-05,0.299572132714489,"YES","NO","YES"
"85","MAGI2",6.41e-05,0.304428355634633,"YES","NO","YES"
"86","DAGLA",6.87e-05,0.309234085718467,"YES","NO","YES"
"87","SLC22A11",7.56e-05,0.314013819308915,"YES","NO","YES"
"88","ANKRD12",7.87e-05,0.318719724458471,"YES","NO","YES"
"89","KCNH3",0.0604,0.323351781122873,"NO","NO","NO"
"90","SV2A",8.21e-05,0.327884997380213,"YES","NO","YES"
"91","EIF2S3",8.23e-05,0.332320604992616,"YES","NO","YES"
"92","BPIFB6",0.0607,0.336662016521827,"NO","NO","NO"
"93","HDAC3",0.0658,0.341041884993388,"NO","NO","NO"
"94","MAMLD1",0.0699,0.345425179514088,"NO","NO","NO"
"95","SOBP",0.000132,0.349854282888628,"YES","NO","NO"
"96","DCTN4",0.085,0.354353333529965,"NO","NO","NO"
"97","PHF3",0.0864,0.358783782322612,"NO","NO","NO"
"98","UNC45B",0.0865,0.363125503825946,"NO","NO","NO"
"99","PIKFYVE",0.0891,0.367422193191617,"NO","NO","NO"
"100","DPYSL2",0.0973,0.371756791072309,"NO","NO","NO"
"101","BSCL2",0.000222,0.376012807255182,"YES","NO","NO"
"102","NR4A2",0.000255,0.380272809815684,"YES","NO","NO"
"103","TGM3",0.105,0.384458229697204,"NO","NO","NO"
"104","HMG20B",0.107,0.388587824299724,"NO","NO","NO"
"105","PITPNM1",0.12,0.392784353725647,"NO","NO","NO"
"106","FYN",0.000375,0.396947954313741,"YES","NO","NO"
"107","CRAT",0.000401,0.40107030060463,"YES","NO","NO"
"108","NEURL4",0.138,0.405200415865996,"NO","NO","NO"
"109","ZNF318",0.000479,0.409264084724041,"YES","NO","NO"
"110","FABP7",0.000553,0.41332543379161,"YES","NO","NO"
"111","TRAPPC10",0.000557,0.417317101226952,"YES","NO","NO"
"112","PTGER1",0.000585,0.421260909561528,"YES","NO","NO"
"113","HMGCR",0.000644,0.425179607864445,"YES","NO","NO"
"114","CFB",0.169,0.429095001056916,"NO","NO","NO"
"115","MPPED2",0.897,0.432948930485779,"NO","NO","NO"
"116","ZMYND11",0.000802,0.436761139961403,"YES","NO","NO"
"117","LMBR1L",0.000812,0.440513381459861,"YES","NO","NO"
"118","KCNN3",0.000908,0.444247757381472,"YES","NO","NO"
"119","DDR1",0.184,0.447919665908861,"NO","NO","NO"
"120","SLC25A43",0.000932,0.451540392597877,"YES","NO","NO"
"121","ABHD13",0.00106,0.455150670795945,"YES","NO","NO"
"122","ZFC3H1",0.00107,0.458705272089594,"YES","NO","NO"
"123","HERPUD2",0.00108,0.462205513233515,"YES","NO","NO"
"124","SLC6A2",0.198,0.465649515860901,"NO","NO","NO"
"125","PUM2",0.00114,0.469057691823447,"YES","NO","NO"
"126","STAC2",0.21,0.472442427239101,"NO","NO","NO"
"127","IPMK",0.00136,0.475804067800878,"YES","NO","NO"
"128","KLB",0.22,0.479120995339979,"NO","NO","NO"
"129","OTUD4",0.00148,0.482406291284869,"YES","NO","NO"
"130","ADNP",0.00149,0.485643192111517,"YES","NO","NO"
"131","CSPG5",0.0015,0.488832787667438,"YES","NO","NO"
"132","CRB1",0.00152,0.491978196320335,"YES","NO","NO"
"133","ATP1A2",0.00153,0.495078334005467,"YES","NO","NO"
"134","ASIC2",0.229,0.498133357930848,"NO","NO","NO"
"135","HMGB2",0.00155,0.501145920258041,"YES","NO","NO"
"136","PROM1",0.0016,0.504123693281075,"YES","NO","NO"
"137","KRTAP3-2",0.233,0.507058474735961,"NO","NO","NO"
"138","TEFM",0.00171,0.509969594811888,"YES","NO","NO"
"139","OMG",0.00177,0.512848640367851,"YES","NO","NO"
"140","SLC38A9",0.243,0.515687871556452,"NO","NO","NO"
"141","CNOT4",0.00192,0.518507941293898,"YES","NO","NO"
"142","NRXN1",0.00194,0.521291087541325,"YES","NO","NO"
"143","RD3",0.254,0.52404162399787,"NO","NO","NO"
"144","SMARCA1",0.00199,0.52675441958076,"YES","NO","NO"
"145","TSC22D1",0.00201,0.529432410348926,"YES","NO","NO"
"146","CHAF1B",0.00206,0.532080058586965,"YES","NO","NO"
"147","RYR2",0.00208,0.534694148103329,"YES","NO","NO"
"148","CLPTM1",0.00211,0.537276525276309,"YES","NO","NO"
"149","POLRMT",0.00212,0.539825421106256,"YES","NO","NO"
"150","DCTN5",0.00219,0.542348347638902,"YES","NO","NO"
"151","PSMA3",0.00224,0.544843343342301,"YES","NO","NO"
"152","GAL3ST2",0.00226,0.547307645193603,"YES","NO","NO"
"153","PLA2G2F",0.27,0.549745853137012,"NO","NO","NO"
"154","HIVEP2",0.00238,0.552158463528348,"YES","NO","NO"
"155","CDH23",0.282,0.554559499582723,"NO","NO","NO"
"156","ATF2",0.00267,0.556936265199224,"YES","NO","NO"
"157","QRICH1",0.00268,0.559283575541884,"YES","NO","NO"
"158","FBXO16",0.0027,0.561602794597234,"YES","NO","NO"
"159","HTT",0.289,0.563897820946006,"NO","NO","NO"
"160","CHD5",0.00277,0.566164693219698,"YES","NO","NO"
"161","RBM4",0.00291,0.568413771927313,"YES","NO","NO"
"162","C16orf87",0.003,0.570641364608877,"YES","NO","NO"
"163","PSMD11",0.00304,0.572844319343308,"YES","NO","NO"
"164","WDTC1",0.00309,0.575023690875321,"YES","NO","NO"
"165","TACC1",0.0031,0.577177289763493,"YES","NO","NO"
"166","UBA3",0.302,0.57930495152333,"NO","NO","NO"
"167","AP3D1",0.00313,0.58140901497183,"YES","NO","NO"
"168","CSTL1",0.00321,0.583492930792503,"YES","NO","NO"
"169","MCM5",0.311,0.58556035495872,"NO","NO","NO"
"170","EPHB2",0.00341,0.587606765555298,"YES","NO","NO"
"171","COL24A1",0.00341,0.589629241525016,"YES","NO","NO"
"172","NR1I2",0.315,0.591631220798981,"NO","NO","NO"
"173","PPRC1",0.0035,0.59361182309679,"YES","NO","NO"
"174","ITGB6",0.317,0.595570964535345,"NO","NO","NO"
"175","JARID2",0.00365,0.597513926625876,"YES","NO","NO"
"176","PIK3R4",0.00367,0.599435773782197,"YES","NO","NO"
"177","PPM1E",0.323,0.601337654097453,"NO","NO","NO"
"178","PTK2",0.00374,0.603219708223415,"YES","NO","NO"
"179","ARHGEF4",0.00376,0.605081651301965,"YES","NO","NO"
"180","NELFCD",0.00383,0.606926048667968,"YES","NO","NO"
"181","PAX4",0.00385,0.60875094473662,"YES","NO","NO"
"182","BCL6",0.00406,0.610564608242537,"YES","NO","NO"
"183","GOLGB1",0.00407,0.612358852693418,"YES","NO","NO"
"184","ARHGAP12",0.0041,0.614134787198814,"YES","NO","NO"
"185","NOL6",0.00418,0.615894629160795,"YES","NO","NO"
"186","CYP11B1",0.00422,0.617637063238843,"YES","NO","NO"
"187","RNFT1",0.00423,0.619361235397836,"YES","NO","NO"
"188","AXL",0.00442,0.621073909780558,"YES","NO","NO"
"189","KHDRBS2",0.00444,0.622769154153882,"YES","NO","NO"
"190","DNAJC2",0.00446,0.624447239520836,"YES","NO","NO"
"191","ATP2B1",0.00448,0.626108431252314,"YES","NO","NO"
"192","KLHL2",0.347,0.627753113539986,"NO","NO","NO"
"193","LRP5",0.00451,0.629380960745025,"YES","NO","NO"
"194","ZNFX1",0.00452,0.630992355235552,"YES","NO","NO"
"195","RAC3",0.00461,0.632590126688524,"YES","NO","NO"
"196","DLAT",0.00465,0.634172853959772,"YES","NO","NO"
"197","PSMG3",0.0047,0.635741058975264,"YES","NO","NO"
"198","SLC31A1",0.00472,0.637294032605282,"YES","NO","NO"
"199","AKT1",0.00485,0.638835254024306,"YES","NO","NO"
"200","NFIC",0.00488,0.640361928662607,"YES","NO","NO"
"201","RANBP9",0.00492,0.641874549513324,"YES","NO","NO"
"202","C17orf58",0.00494,0.643372754913687,"YES","NO","NO"
"203","BSN",0.00505,0.644859215727071,"YES","NO","NO"
"204","TAF15",0.00508,0.646331906468375,"YES","NO","NO"
"205","AARS2",0.00511,0.647791022229495,"YES","NO","NO"
"206","LIN7A",0.00513,0.649236494235106,"YES","NO","NO"
"207","KCNV1",0.00516,0.650668774995013,"YES","NO","NO"
"208","MLLT1",0.00518,0.652087794390859,"YES","NO","NO"
"209","MYO5A",0.00518,0.653493234653731,"YES","NO","NO"
"210","TBKBP1",0.00519,0.654885541623173,"YES","NO","NO"
"211","SMAD9",0.0053,0.656267365721515,"YES","NO","NO"
"212","FBXO34",0.00535,0.657637356487905,"YES","NO","NO"
"213","NPSR1",0.00556,0.658999348821889,"YES","NO","NO"
"214","UBXN7",0.00565,0.660350611553236,"YES","NO","NO"
"215","EMID1",0.377,0.661689858568271,"NO","NO","NO"
"216","SNX9",0.00569,0.663017020049302,"YES","NO","NO"
"217","AMER3",0.00573,0.664332803855263,"YES","NO","NO"
"218","PPAN",0.00574,0.66563672755478,"YES","NO","NO"
"219","KLHL3",0.00582,0.666930408066762,"YES","NO","NO"
"220","ZNF366",0.00586,0.66821314476776,"YES","NO","NO"
"221","DSCAM",0.00607,0.66948842054396,"YES","NO","NO"
"222","TSPYL5",0.00617,0.670754105018048,"YES","NO","NO"
"223","NDRG1",0.39,0.67200993466444,"NO","NO","NO"
"224","STRBP",0.00628,0.673255082512358,"YES","NO","NO"
"225","BRSK2",0.0063,0.674489522964947,"YES","NO","NO"
"226","SORCS1",0.00646,0.67571585559072,"YES","NO","NO"
"227","ANK2",0.00647,0.676931555588354,"YES","NO","NO"
"228","GTF3C4",0.00662,0.67813911810649,"YES","NO","NO"
"229","MAPK4",0.00674,0.67933809060871,"YES","NO","NO"
"230","SLC12A2",0.00675,0.680526797420089,"YES","NO","NO"
"231","IFNLR1",0.402,0.681706347774517,"NO","NO","NO"
"232","ABLIM2",0.00686,0.682876324441916,"YES","NO","NO"
"233","AKAP12",0.00713,0.684040318063394,"YES","NO","NO"
"234","GMEB1",0.00714,0.685194508652054,"YES","NO","NO"
"235","ZYG11B",0.00715,0.686339021071671,"YES","NO","NO"
"236","ENTPD4",0.00718,0.687474264910816,"YES","NO","NO"
"237","CSTF3",0.00722,0.688600496596267,"YES","NO","NO"
"238","C22orf39",0.00726,0.689717825396586,"YES","NO","NO"
"239","SPAG5",0.00728,0.690826082014697,"YES","NO","NO"
"240","RABIF",0.00735,0.691926063335571,"YES","NO","NO"
"241","INTS6",0.00748,0.69301865885107,"YES","NO","NO"
"242","MAP7",0.00749,0.694102356412627,"YES","NO","NO"
"243","SLC52A2",0.00757,0.695178175711843,"YES","NO","NO"
"244","TERF1",0.00767,0.696246451591597,"YES","NO","NO"
"245","DEXI",0.00782,0.697307868639147,"YES","NO","NO"
"246","CTBP1",0.00789,0.698361504727744,"YES","NO","NO"
"247","SPHK2",0.00801,0.699408033921019,"YES","NO","NO"
"248","PKN2",0.0081,0.700447168188564,"YES","NO","NO"
"249","DCAF5",0.00811,0.701478070626547,"YES","NO","NO"
"250","KLHL1",0.00814,0.702501067186263,"YES","NO","NO"
"251","GAS7",0.00825,0.703517144179428,"YES","NO","NO"
"252","ZNF547",0.00831,0.704525816716861,"YES","NO","NO"
"253","MIER3",0.431,0.705527215544364,"NO","NO","NO"
"254","AMOTL1",0.00843,0.706521321440713,"YES","NO","NO"
"255","NRXN2",0.00867,0.707510123953287,"YES","NO","NO"
"256","IL7R",0.00871,0.708491606073999,"YES","NO","NO"
"257","RFX1",0.00871,0.709465450201554,"YES","NO","NO"
"258","ARSD",0.00875,0.710432144070248,"YES","NO","NO"
"259","NLGN4X",0.00876,0.71139147206958,"YES","NO","NO"
"260","CTNNAL1",0.0088,0.712343813324363,"YES","NO","NO"
"261","ZNF8",0.00886,0.713289439098059,"YES","NO","NO"
"262","ZNF777",0.009,0.714229178398347,"YES","NO","NO"
"263","RADIL",0.00927,0.715164250686675,"YES","NO","NO"
"264","CTNNBL1",0.446,0.716092359827617,"NO","NO","NO"
"265","CSDE1",0.00942,0.717014668088257,"YES","NO","NO"
"266","PPCS",0.00955,0.717931161227036,"YES","NO","NO"
"267","EZR",0.00957,0.718840958946859,"YES","NO","NO"
"268","ATL1",0.00958,0.719744051477973,"YES","NO","NO"
"269","ARHGEF7",0.0101,0.720644636421342,"NO","NO","NO"
"270","TP53I11",0.0101,0.721538550365131,"NO","NO","NO"
"271","RFX4",0.0102,0.722426635612195,"NO","NO","NO"
"272","KIF3A",0.0105,0.723310425655325,"NO","NO","NO"
"273","ZNF638",0.0106,0.724188463424102,"NO","NO","NO"
"274","NOTCH1",0.467,0.725060742489382,"NO","NO","NO"
"275","SCAI",0.0112,0.725930140425373,"NO","NO","NO"
"276","AZGP1",0.0113,0.726793890909817,"NO","NO","NO"
"277","TAOK2",0.0115,0.727652681177921,"NO","NO","NO"
"278","SYNGR4",0.0115,0.728505293098773,"NO","NO","NO"
"279","SRRM1",0.0117,0.729353029378419,"NO","NO","NO"
"280","ZNF793",0.0117,0.730194710398924,"NO","NO","NO"
"281","NEB",0.483,0.731031484702248,"NO","NO","NO"
"282","TRIM67",0.0119,0.731862438226817,"NO","NO","NO"
"283","ATG9B",0.0122,0.732689251519971,"NO","NO","NO"
"284","BIRC5",0.492,0.733512439763599,"NO","NO","NO"
"285","SEMA6D",0.0128,0.734330927745583,"NO","NO","NO"
"286","ZNF221",0.015,0.735153984620312,"NO","NO","NO"
"287","MKLN1",0.0152,0.735972131209447,"NO","NO","NO"
"288","PAX2",0.522,0.736784857117144,"NO","NO","NO"
"289","ABCA1",0.0154,0.737592502902269,"NO","NO","NO"
"290","CACNA1E",0.0157,0.73839575334679,"NO","NO","NO"
"291","FAM111A",0.016,0.73919462206637,"NO","NO","NO"
"292","PIP5K1B",0.0161,0.739988390638932,"NO","NO","NO"
"293","TFDP2",0.0162,0.740777107991453,"NO","NO","NO"
"294","ESYT1",0.0164,0.741561181760882,"NO","NO","NO"
"295","TMOD1",0.0167,0.742340995507808,"NO","NO","NO"
"296","PARP1",0.017,0.74311656552574,"NO","NO","NO"
"297","AKAP14",0.017,0.743886912849949,"NO","NO","NO"
"298","ELL2",0.0171,0.744652423785894,"NO","NO","NO"
"299","KRIT1",0.0177,0.745414752585353,"NO","NO","NO"
"300","RNF208",0.0182,0.746173538233877,"NO","NO","NO"
"301","ATXN1",0.0182,0.746927282117294,"NO","NO","NO"
"302","ANKRD11",0.0183,0.747676332815097,"NO","NO","NO"
"303","CAMTA2",0.0183,0.748420439283871,"NO","NO","NO"
"304","BMPR2",0.0183,0.749159650315351,"NO","NO","NO"
"305","EIF4G1",0.0185,0.749894598228274,"NO","NO","NO"
"306","THBS4",0.0185,0.750624742560068,"NO","NO","NO"
"307","GRHL3",0.019,0.751351542226688,"NO","NO","NO"
"308","SRCAP",0.0192,0.752074170435867,"NO","NO","NO"
"309","AGAP2",0.0192,0.752792121439809,"NO","NO","NO"
"310","OR1L8",0.0194,0.753505976823733,"NO","NO","NO"
"311","PYGL",0.0196,0.754215768158237,"NO","NO","NO"
"312","IL5RA",0.0196,0.754921009548289,"NO","NO","NO"
"313","TJP2",0.563,0.755622031148984,"NO","NO","NO"
"314","XRCC2",0.567,0.75631982623752,"NO","NO","NO"
"315","RND2",0.567,0.757013190881049,"NO","NO","NO"
"316","CHD2",0.0205,0.757702893319619,"NO","NO","NO"
"317","RUNX1",0.021,0.758389424600396,"NO","NO","NO"
"318","TCF12",0.575,0.759072138187235,"NO","NO","NO"
"319","PI4KA",0.0214,0.759750982300478,"NO","NO","NO"
"320","SYNE1",0.578,0.760426051859091,"NO","NO","NO"
"321","PACS1",0.0219,0.76109754425222,"NO","NO","NO"
"322","CHST9",0.587,0.761766805711105,"NO","NO","NO"
"323","PARD3B",0.0232,0.762432657986802,"NO","NO","NO"
"324","LMTK3",0.0235,0.763094983216236,"NO","NO","NO"
"325","HELLS",0.0235,0.763753232598104,"NO","NO","NO"
"326","DHX58",0.0236,0.764407634430126,"NO","NO","NO"
"327","HS3ST5",0.593,0.765058184761684,"NO","NO","NO"
"328","KDM2A",0.594,0.765705038583786,"NO","NO","NO"
"329","UBAP2L",0.598,0.766349029398192,"NO","NO","NO"
"330","GRIK5",0.598,0.766989117237966,"NO","NO","NO"
"331","ABHD12B",0.0246,0.767625674787132,"NO","NO","NO"
"332","ZNF512B",0.0248,0.768258747038605,"NO","NO","NO"
"333","FAM135A",0.0252,0.768888701505562,"NO","NO","NO"
"334","CDKAL1",0.0254,0.769515219053081,"NO","NO","NO"
"335","RPA1",0.605,0.770138108014129,"NO","NO","NO"
"336","DMXL2",0.026,0.770758154893695,"NO","NO","NO"
"337","ILDR2",0.0264,0.77137515323305,"NO","NO","NO"
"338","GPR148",0.0268,0.771989116198267,"NO","NO","NO"
"339","MDK",0.614,0.772599595555122,"NO","NO","NO"
"340","TNR",0.0274,0.773207238677202,"NO","NO","NO"
"341","RMI2",0.0274,0.773811317910003,"NO","NO","NO"
"342","PTPRH",0.0277,0.774412297726258,"NO","NO","NO"
"343","MGAT3",0.0278,0.775009915737827,"NO","NO","NO"
"344","NCALD",0.028,0.775604341048359,"NO","NO","NO"
"345","TEC",0.623,0.776195862706014,"NO","NO","NO"
"346","OAF",0.629,0.776785354118419,"NO","NO","NO"
"347","TLE4",0.0298,0.777371912048691,"NO","NO","NO"
"348","DIO2",0.635,0.777955992073038,"NO","NO","NO"
"349","KLHL26",0.0306,0.778536822682492,"NO","NO","NO"
"350","MKI67",0.0308,0.779114574676617,"NO","NO","NO"
"351","PGM3",0.64,0.779689799507132,"NO","NO","NO"
"352","TMEM108",0.641,0.780261973768552,"NO","NO","NO"
"353","BORA",0.032,0.780831312013548,"NO","NO","NO"
"354","MYNN",0.032,0.781397433658289,"NO","NO","NO"
"355","ADAP1",0.0329,0.78196134825459,"NO","NO","NO"
"356","PAPSS1",0.0333,0.782522517460648,"NO","NO","NO"
"357","ANP32E",0.0336,0.783080854054769,"NO","NO","NO"
"358","ROR1",0.0336,0.783636071450041,"NO","NO","NO"
"359","OVOL2",0.0336,0.784188195712192,"NO","NO","NO"
"360","ROS1",0.0337,0.78473735457242,"NO","NO","NO"
"361","UNC79",0.0341,0.785283873233796,"NO","NO","NO"
"362","CUL4B",0.0343,0.785827570392589,"NO","NO","NO"
"363","STEAP2",0.0347,0.786368661650357,"NO","NO","NO"
"364","PIK3C2B",0.659,0.786907309359848,"NO","NO","NO"
"365","ASAP1",0.659,0.78744300557504,"NO","NO","NO"
"366","SNX10",0.0354,0.787975908474917,"NO","NO","NO"
"367","KIF1A",0.0357,0.788506183672601,"NO","NO","NO"
"368","PLBD2",0.0359,0.789033758788558,"NO","NO","NO"
"369","NFXL1",0.664,0.789558861120031,"NO","NO","NO"
"370","GPR171",0.0364,0.790081185042555,"NO","NO","NO"
"371","ZNF70",0.0366,0.7906008684263,"NO","NO","NO"
"372","ARMC12",0.037,0.791118103062745,"NO","NO","NO"
"373","C1orf116",0.037,0.791632564323124,"NO","NO","NO"
"374","GRM1",0.0372,0.792144444075998,"NO","NO","NO"
"375","CDCA7",0.0378,0.79265409323341,"NO","NO","NO"
"376","DSCAML1",0.0378,0.793161031491049,"NO","NO","NO"
"377","PHLDB1",0.0386,0.793665924678766,"NO","NO","NO"
"378","DLGAP1",0.0386,0.794168146473955,"NO","NO","NO"
"379","MCF2L",0.675,0.794667888791388,"NO","NO","NO"
"380","SKA3",0.0389,0.795165065149431,"NO","NO","NO"
"381","ABCA3",0.0391,0.795659786134812,"NO","NO","NO"
"382","UBTF",0.0392,0.796151993550674,"NO","NO","NO"
"383","ATP2B2",0.0402,0.796642378827546,"NO","NO","NO"
"384","OR6B1",0.0402,0.797130210014434,"NO","NO","NO"
"385","LRRC4",0.0405,0.797615724875532,"NO","NO","NO"
"386","CCSER1",0.0407,0.798098867638379,"NO","NO","NO"
"387","AKAP1",0.0418,0.798580282329987,"NO","NO","NO"
"388","CAMK2A",0.0421,0.799059419368991,"NO","NO","NO"
"389","NLRC3",0.0426,0.799536427065579,"NO","NO","NO"
"390","RAI1",0.0432,0.800011380728918,"NO","NO","NO"
"391","BBS10",0.0432,0.800483904961754,"NO","NO","NO"
"392","SEMA3F",0.0443,0.80095471278559,"NO","NO","NO"
"393","ZCCHC14",0.0457,0.801423969440644,"NO","NO","NO"
"394","HAAO",0.0459,0.801890961270674,"NO","NO","NO"
"395","HOPX",0.046,0.802355646741663,"NO","NO","NO"
"396","GLI3",0.0465,0.802818272519589,"NO","NO","NO"
"397","AFF3",0.0465,0.803278567689063,"NO","NO","NO"
"398","TOP2B",0.0468,0.803736719044553,"NO","NO","NO"
"399","POGK",0.707,0.804192738329953,"NO","NO","NO"
"400","SEMA5B",0.0471,0.804646480251579,"NO","NO","NO"
"401","ANK3",0.0473,0.805098069118831,"NO","NO","NO"
"402","CYP2C18",0.0474,0.805547465873272,"NO","NO","NO"
"403","TRA2B",0.0479,0.805994902085899,"NO","NO","NO"
"404","CD58",0.71,0.806440155773348,"NO","NO","NO"
"405","PHYHD1",0.71,0.806883210677155,"NO","NO","NO"
"406","CCND2",0.048,0.807324103733983,"NO","NO","NO"
"407","EIF4A2",0.0483,0.807762987953219,"NO","NO","NO"
"408","TMEM53",0.0485,0.808199824840018,"NO","NO","NO"
"409","LTBP1",0.0489,0.808634731276045,"NO","NO","NO"
"410","EPM2AIP1",0.049,0.809067567110768,"NO","NO","NO"
"411","CHIC2",0.0492,0.809498397755915,"NO","NO","NO"
"412","DGKI",0.0492,0.809927136990163,"NO","NO","NO"
"413","CACNA1B",0.0493,0.810353850061202,"NO","NO","NO"
"414","RASGEF1A",0.0502,0.810778944289083,"NO","NO","NO"
"415","ERBB2",0.0507,0.811202229972246,"NO","NO","NO"
"416","NUF2",0.0507,0.811623480628087,"NO","NO","NO"
"417","ZZEF1",0.0513,0.812042992934403,"NO","NO","NO"
"418","PPM1L",0.052,0.812460819976498,"NO","NO","NO"
"419","CSNK1G3",0.052,0.812876652617437,"NO","NO","NO"
"420","LRP1",0.0527,0.813290819016667,"NO","NO","NO"
"421","BMPR1B",0.0528,0.813703062098938,"NO","NO","NO"
"422","POT1",0.0529,0.814113395409513,"NO","NO","NO"
