"","Gene","meta.pvalue","FDR","seed.gene","DAWN.gene","SCHEMA.FDR.gene"
"51","NCALD",0.028,0.381776044397056,"NO","NO","NO"
"52","FLRT1",0.0332,0.390992410695174,"NO","NO","NO"
"53","UNC79",0.0341,0.399891849635834,"NO","NO","NO"
"54","SRRM2",1.53e-05,0.408492296192908,"YES","NO","YES"
"55","NR3C2",1.6e-05,0.4168047485195,"YES","NO","YES"
"56","ZMYM2",1.73e-05,0.424862406817242,"YES","NO","YES"
"57","DLGAP1",0.0386,0.432674125201243,"NO","NO","NO"
"58","FAM120A",2.22e-05,0.440307017027877,"YES","NO","YES"
"59","KDM6B",2.57e-05,0.447752182848626,"YES","NO","YES"
"60","SECISBP2L",0.0475,0.454993141760746,"NO","NO","NO"
"61","EIF4A2",0.0483,0.462012251730642,"NO","NO","NO"
"62","DNM3",3.53e-05,0.468888540434781,"YES","NO","YES"
"63","BEND6",0.772,0.475554774712903,"NO","NO","NO"
"64","ASH1L",3.77e-05,0.482032141710854,"YES","NO","YES"
"65","PACSIN1",0.0558,0.488327262831509,"NO","NO","NO"
"66","MYO3A",0.0618,0.494515562643421,"NO","NO","NO"
"67","STAG1",5.26e-05,0.500549042313642,"YES","NO","YES"
"68","PTPRE",0.0646,0.506410336814583,"NO","NO","NO"
"69","RAPH1",0.0651,0.512107657664906,"NO","NO","NO"
"70","ARSJ",0.0685,0.517680446284725,"NO","NO","NO"
"71","INPP4A",0.0692,0.523103729369233,"NO","NO","NO"
"72","MAGEC1",6.18e-05,0.528377002563613,"YES","NO","YES"
"73","SLC38A4",0.0697,0.53351031100294,"NO","NO","NO"
"74","MAGI2",6.41e-05,0.538512548341404,"YES","NO","YES"
"75","DAGLA",6.87e-05,0.543403860722234,"YES","NO","YES"
"76","SLC22A11",7.56e-05,0.548196644960303,"YES","NO","YES"
"77","ATAD3C",0.823,0.552865982132789,"NO","NO","NO"
"78","ANKRD12",7.87e-05,0.557426773154948,"YES","NO","YES"
"79","MLXIP",0.0783,0.56187801499093,"NO","NO","NO"
"80","SV2A",8.21e-05,0.566224573594143,"YES","NO","YES"
"81","EIF2S3",8.23e-05,0.570464513687414,"YES","NO","YES"
"82","HERC6",0.0842,0.574638247970725,"NO","NO","NO"
"83","ZNF536",0.0937,0.578774356707061,"NO","NO","NO"
"84","SOBP",0.000132,0.58283986148192,"YES","NO","NO"
"85","TTYH2",0.1,0.586818709669622,"NO","NO","NO"
"86","NEFM",0.102,0.5907158912436,"NO","NO","NO"
"87","TTC29",0.104,0.594533956131577,"NO","NO","NO"
"88","DOCK3",0.113,0.598308868938824,"NO","NO","NO"
"89","BSCL2",0.000222,0.602046290033021,"YES","NO","NO"
"90","NR4A2",0.000255,0.605730291250259,"YES","NO","NO"
"91","CADM3",0.153,0.609403289679748,"NO","NO","NO"
"92","FYN",0.000375,0.613003816531158,"YES","NO","NO"
"93","CRAT",0.000401,0.616539484318886,"YES","NO","NO"
"94","SCAF1",0.000415,0.620006225885851,"YES","NO","NO"
"95","SLC34A2",0.000479,0.62342556092151,"YES","NO","NO"
"96","ZNF318",0.000479,0.626773659810593,"YES","NO","NO"
"97","CGREF1",0.000487,0.630055570378242,"YES","NO","NO"
"98","TRAPPC10",0.000557,0.633292970961955,"YES","NO","NO"
"99","PTGER1",0.000585,0.636472934007001,"YES","NO","NO"
"100","SMC4",0.188,0.639591119613356,"NO","NO","NO"
"101","BOD1",0.931,0.642653630706531,"NO","NO","NO"
"102","HMGCR",0.000644,0.645663203470618,"YES","NO","NO"
"103","FARP1",0.198,0.648620817893943,"NO","NO","NO"
"104","CACNA2D1",0.00068,0.651523280882661,"YES","NO","NO"
"105","PIK3C2G",0.207,0.654384873658738,"NO","NO","NO"
"106","ZMYND11",0.000802,0.657201858492111,"YES","NO","NO"
"107","LMBR1L",0.000812,0.659967915470793,"YES","NO","NO"
"108","MID2",0.215,0.662685015441036,"NO","NO","NO"
"109","LIPH",0.217,0.665355425243344,"NO","NO","NO"
"110","SRI",0.217,0.667977282140157,"NO","NO","NO"
"111","KCNN3",0.000908,0.670561383507579,"YES","NO","NO"
"112","SLITRK5",0.000917,0.673100617126892,"YES","NO","NO"
"113","SLC25A43",0.000932,0.675596984463681,"YES","NO","NO"
"114","PITPNM2",0.228,0.678053006073526,"NO","NO","NO"
"115","OR6F1",0.231,0.680470461469072,"NO","NO","NO"
"116","DOT1L",0.233,0.682848937779843,"NO","NO","NO"
"117","ABHD13",0.00106,0.685192284151857,"YES","NO","NO"
"118","ZFC3H1",0.00107,0.687497026862317,"YES","NO","NO"
"119","HERPUD2",0.00108,0.689764126499559,"YES","NO","NO"
"120","PUM2",0.00114,0.69199969021008,"YES","NO","NO"
"121","KIF3B",0.253,0.694208945379054,"NO","NO","NO"
"122","CDC6",0.26,0.696389831360812,"NO","NO","NO"
"123","IPMK",0.00136,0.69853637729808,"YES","NO","NO"
"124","OTUD4",0.00148,0.700657234610314,"YES","NO","NO"
"125","ADNP",0.00149,0.702744856376615,"YES","NO","NO"
"126","CSPG5",0.0015,0.70480002819664,"YES","NO","NO"
"127","CRB1",0.00152,0.706824181402222,"YES","NO","NO"
"128","ATP1A2",0.00153,0.70881736697859,"YES","NO","NO"
"129","HMGB2",0.00155,0.710780944016544,"YES","NO","NO"
"130","PROM1",0.0016,0.712717433513703,"YES","NO","NO"
"131","NAPB",0.28,0.714626689956788,"NO","NO","NO"
"132","TEFM",0.00171,0.71651106727297,"YES","NO","NO"
"133","OMG",0.00177,0.718370344232668,"YES","NO","NO"
"134","CNOT4",0.00192,0.720209342475288,"YES","NO","NO"
"135","NRXN1",0.00194,0.722022030660006,"YES","NO","NO"
"136","SMARCA1",0.00199,0.723810329329416,"YES","NO","NO"
"137","TSC22D1",0.00201,0.725573402294851,"YES","NO","NO"
"138","CHAF1B",0.00206,0.727313063110717,"YES","NO","NO"
"139","C1orf87",0.307,0.72902956545391,"NO","NO","NO"
"140","CLPTM1",0.00211,0.730721733430392,"YES","NO","NO"
"141","POLRMT",0.00212,0.732390298204318,"YES","NO","NO"
"142","LZIC",0.00214,0.734036147868221,"YES","NO","NO"
"143","CACNA2D4",0.31,0.735659852126323,"NO","NO","NO"
"144","DCTN5",0.00219,0.737262035944097,"YES","NO","NO"
"145","PSMA3",0.00224,0.738843953142374,"YES","NO","NO"
"146","GAL3ST2",0.00226,0.740404914093972,"YES","NO","NO"
"147","SMG7",0.00235,0.741947733891034,"YES","NO","NO"
"148","NAMPT",0.00236,0.743470037413352,"YES","NO","NO"
"149","HIVEP2",0.00238,0.744972562941654,"YES","NO","NO"
"150","ANLN",0.329,0.746460426235907,"NO","NO","NO"
"151","EFCAB12",0.331,0.747929866539337,"NO","NO","NO"
"152","ATF2",0.00267,0.749382019501501,"YES","NO","NO"
"153","QRICH1",0.00268,0.750815464521289,"YES","NO","NO"
"154","FBXO16",0.0027,0.752230834910003,"YES","NO","NO"
"155","CHD5",0.00277,0.753629787075584,"YES","NO","NO"
"156","RBM4",0.00291,0.755014301516821,"YES","NO","NO"
"157","C16orf87",0.003,0.756383304252032,"YES","NO","NO"
"158","PSMD11",0.00304,0.75773589117096,"YES","NO","NO"
"159","SATB1",0.00306,0.759071912618451,"YES","NO","NO"
"160","WDTC1",0.00309,0.760391895099727,"YES","NO","NO"
"161","TACC1",0.0031,0.761695697572646,"YES","NO","NO"
"162","AP3D1",0.00313,0.762984046359004,"YES","NO","NO"
"163","CSTL1",0.00321,0.764258253509071,"YES","NO","NO"
"164","EPHB2",0.00341,0.765520844795063,"YES","NO","NO"
"165","COL24A1",0.00341,0.766768131944254,"YES","NO","NO"
"166","PPRC1",0.0035,0.768002043722897,"YES","NO","NO"
"167","KIF3C",0.00352,0.769221535870176,"YES","NO","NO"
"168","CCDC149",0.368,0.770426554349996,"NO","NO","NO"
"169","JARID2",0.00365,0.77161950637903,"YES","NO","NO"
"170","PIK3R4",0.00367,0.772798757106886,"YES","NO","NO"
"171","PTK2",0.00374,0.773965357948903,"YES","NO","NO"
"172","ARHGEF4",0.00376,0.775118713296228,"YES","NO","NO"
"173","TATDN2",0.378,0.776259549634165,"NO","NO","NO"
"174","NELFCD",0.00383,0.777387552426045,"YES","NO","NO"
"175","PAX4",0.00385,0.778502968669416,"YES","NO","NO"
"176","DCUN1D4",0.38,0.779606040243049,"NO","NO","NO"
"177","BCL6",0.00406,0.780699370005019,"YES","NO","NO"
"178","GOLGB1",0.00407,0.781780554673627,"YES","NO","NO"
"179","ARHGAP12",0.0041,0.782850072695865,"YES","NO","NO"
"180","SYNJ2",0.388,0.783907976527722,"NO","NO","NO"
"181","NOL6",0.00418,0.784954995583503,"YES","NO","NO"
"182","CYP11B1",0.00422,0.78599103269168,"YES","NO","NO"
"183","RNFT1",0.00423,0.787015876240945,"YES","NO","NO"
"184","AXL",0.00442,0.788031952106466,"YES","NO","NO"
"185","KHDRBS2",0.00444,0.789037284232784,"YES","NO","NO"
"186","DNAJC2",0.00446,0.790032044547133,"YES","NO","NO"
"187","LRP5",0.00451,0.79101675223149,"YES","NO","NO"
"188","ZNFX1",0.00452,0.791991100001715,"YES","NO","NO"
"189","RAC3",0.00461,0.792956158733973,"YES","NO","NO"
"190","DLAT",0.00465,0.793911502559078,"YES","NO","NO"
"191","PSMG3",0.0047,0.794857387687759,"YES","NO","NO"
"192","SLC31A1",0.00472,0.795793634635239,"YES","NO","NO"
"193","AKT1",0.00485,0.796721541080547,"YES","NO","NO"
"194","RANBP9",0.00492,0.797640591956497,"YES","NO","NO"
"195","C17orf58",0.00494,0.798550416287639,"YES","NO","NO"
"196","ADCY5",0.00505,0.799452031094594,"YES","NO","NO"
"197","BSN",0.00505,0.800344492451732,"YES","NO","NO"
"198","TAF15",0.00508,0.801228224024354,"YES","NO","NO"
"199","AARS2",0.00511,0.802103355304714,"YES","NO","NO"
"200","LIN7A",0.00513,0.802969920801444,"YES","NO","NO"
"201","MLLT1",0.00518,0.803828321310232,"YES","NO","NO"
"202","MYO5A",0.00518,0.804678222804082,"YES","NO","NO"
"203","TBKBP1",0.00519,0.805519840828903,"YES","NO","NO"
"204","FANCD2OS",0.419,0.806353327718079,"NO","NO","NO"
"205","SMAD9",0.0053,0.807179529202357,"YES","NO","NO"
"206","FBXO34",0.00535,0.807998137778621,"YES","NO","NO"
"207","OR2W1",0.423,0.808808910827096,"NO","NO","NO"
"208","SMARCAD1",0.00549,0.809612976508663,"YES","NO","NO"
"209","NPSR1",0.00556,0.810409912021464,"YES","NO","NO"
"210","UBXN7",0.00565,0.8111999666276,"YES","NO","NO"
"211","SNX9",0.00569,0.811982841599406,"YES","NO","NO"
"212","AMER3",0.00573,0.812758635803044,"YES","NO","NO"
"213","PPAN",0.00574,0.813527220987522,"YES","NO","NO"
"214","KLHL3",0.00582,0.814289217862848,"YES","NO","NO"
"215","ZNF366",0.00586,0.81504441851571,"YES","NO","NO"
"216","DDX1",0.439,0.81579375409395,"NO","NO","NO"
"217","DSCAM",0.00607,0.816536540399053,"YES","NO","NO"
"218","BRWD1",0.442,0.817273051819524,"NO","NO","NO"
"219","TSPYL5",0.00617,0.818002975464263,"YES","NO","NO"
"220","BRSK2",0.0063,0.81872711724119,"YES","NO","NO"
"221","NEIL3",0.0064,0.819445344458829,"YES","NO","NO"
"222","SORCS1",0.00646,0.820157476653337,"YES","NO","NO"
"223","ANK2",0.00647,0.820863283883859,"YES","NO","NO"
"224","MRC2",0.451,0.821563316480092,"NO","NO","NO"
"225","GTF3C4",0.00662,0.822257507287888,"YES","NO","NO"
"226","MAPK4",0.00674,0.822946257558034,"YES","NO","NO"
"227","SLC12A2",0.00675,0.823628997130886,"YES","NO","NO"
"228","SLC36A1",0.00678,0.824305919116243,"YES","NO","NO"
"229","ABLIM2",0.00686,0.824977379410104,"YES","NO","NO"
"230","USP36",0.458,0.825643158679645,"NO","NO","NO"
"231","AKAP12",0.00713,0.826304475482688,"YES","NO","NO"
"232","GMEB1",0.00714,0.826960143728558,"YES","NO","NO"
"233","ZYG11B",0.00715,0.827610236052245,"YES","NO","NO"
"234","CSTF3",0.00722,0.828255132817338,"YES","NO","NO"
"235","C22orf39",0.00726,0.828894744396372,"YES","NO","NO"
"236","SPAG5",0.00728,0.82952903622318,"YES","NO","NO"
"237","RABIF",0.00735,0.830158323537582,"YES","NO","NO"
"238","POLR2K",0.00744,0.830782762335616,"YES","NO","NO"
"239","INTS6",0.00748,0.831402168105726,"YES","NO","NO"
"240","MAP7",0.00749,0.832016459856672,"YES","NO","NO"
"241","SLC52A2",0.00757,0.832626030839946,"YES","NO","NO"
"242","TERF1",0.00767,0.833231026394041,"YES","NO","NO"
"243","DEXI",0.00782,0.83383171903544,"YES","NO","NO"
"244","CTBP1",0.00789,0.834427796734279,"YES","NO","NO"
"245","SPHK2",0.00801,0.83501952761788,"YES","NO","NO"
"246","KLHL5",0.00806,0.835606660189604,"YES","NO","NO"
"247","PKN2",0.0081,0.836189206764434,"YES","NO","NO"
"248","DCAF5",0.00811,0.836767097076608,"YES","NO","NO"
"249","KLHL1",0.00814,0.837340469886037,"YES","NO","NO"
"250","GAS7",0.00825,0.83790970430112,"YES","NO","NO"
"251","ZNF547",0.00831,0.838474643493051,"YES","NO","NO"
"252","AMOTL1",0.00843,0.83903557157545,"YES","NO","NO"
"253","NRXN2",0.00867,0.83959298154477,"YES","NO","NO"
"254","IL7R",0.00871,0.840146151396717,"YES","NO","NO"
"255","RFX1",0.00871,0.84069498266159,"YES","NO","NO"
"256","ARSD",0.00875,0.841239673089239,"YES","NO","NO"
"257","NLGN4X",0.00876,0.841780161130848,"YES","NO","NO"
"258","CTNNAL1",0.0088,0.842316604048118,"YES","NO","NO"
"259","KCNC1",0.494,0.842849018513655,"NO","NO","NO"
"260","ZNF8",0.00886,0.84337743778447,"YES","NO","NO"
"261","XIRP2",0.00888,0.843901878457752,"YES","NO","NO"
"262","USP13",0.00889,0.844422350852456,"YES","NO","NO"
"263","ZNF777",0.009,0.844939246457819,"YES","NO","NO"
"264","MCHR2",0.00906,0.845452430814877,"YES","NO","NO"
"265","RBP2",0.00923,0.845962310395509,"YES","NO","NO"
"266","RADIL",0.00927,0.846468487571293,"YES","NO","NO"
"267","CSDE1",0.00942,0.846971357226042,"YES","NO","NO"
"268","PPCS",0.00955,0.847470884178291,"YES","NO","NO"
"269","EZR",0.00957,0.847966759392887,"YES","NO","NO"
"270","ATL1",0.00958,0.848458992388884,"YES","NO","NO"
"271","ARHGEF7",0.0101,0.848949140464563,"NO","NO","NO"
"272","TP53I11",0.0101,0.849435684510274,"NO","NO","NO"
"273","RFX4",0.0102,0.84991894796379,"NO","NO","NO"
"274","KIF3A",0.0105,0.850399511390471,"NO","NO","NO"
"275","ZNF638",0.0106,0.850876847913794,"NO","NO","NO"
"276","EMX2",0.011,0.851351762437074,"NO","NO","NO"
"277","SCAI",0.0112,0.851823746608499,"NO","NO","NO"
"278","AZGP1",0.0113,0.852292579363668,"NO","NO","NO"
"279","STK10",0.531,0.85275807697845,"NO","NO","NO"
"280","TAOK2",0.0115,0.853220700659834,"NO","NO","NO"
"281","SYNGR4",0.0115,0.853680031645978,"NO","NO","NO"
"282","TGOLN2",0.0115,0.854136104965553,"NO","NO","NO"
"283","SRRM1",0.0117,0.854589416268083,"NO","NO","NO"
"284","ZNF793",0.0117,0.855039535237496,"NO","NO","NO"
"285","MYH3",0.0119,0.855486943371443,"NO","NO","NO"
"286","TRIM67",0.0119,0.855931222777181,"NO","NO","NO"
"287","FNBP4",0.0121,0.856372841389593,"NO","NO","NO"
"288","ATG9B",0.0122,0.856811606610605,"NO","NO","NO"
"289","NUP214",0.544,0.857247585048189,"NO","NO","NO"
"290","SEMA6D",0.0128,0.857681534084247,"NO","NO","NO"
"291","MUC7",0.567,0.858115265130326,"NO","NO","NO"
"292","ZNF221",0.015,0.858547173464762,"NO","NO","NO"
"293","ABCA1",0.0154,0.85897676155401,"NO","NO","NO"
"294","ADAM17",0.579,0.859403512256202,"NO","NO","NO"
"295","LARP1",0.0156,0.859827589046415,"NO","NO","NO"
"296","CACNA1E",0.0157,0.860248950057024,"NO","NO","NO"
"297","ID2",0.584,0.860667855152257,"NO","NO","NO"
"298","PIP5K1B",0.0161,0.861084150881408,"NO","NO","NO"
"299","TFDP2",0.0162,0.861497804196572,"NO","NO","NO"
"300","ESYT1",0.0164,0.861908979838919,"NO","NO","NO"
"301","TMOD1",0.0167,0.86231783384986,"NO","NO","NO"
"302","PARP1",0.017,0.862724379841611,"NO","NO","NO"
"303","AKAP14",0.017,0.863128242361469,"NO","NO","NO"
"304","ELL2",0.0171,0.863529578201269,"NO","NO","NO"
"305","KRIT1",0.0177,0.863929041389733,"NO","NO","NO"
"306","VPS13D",0.601,0.864326008385618,"NO","NO","NO"
"307","ASXL1",0.603,0.864720665828685,"NO","NO","NO"
"308","RNF208",0.0182,0.865112972443549,"NO","NO","NO"
"309","ATXN1",0.0182,0.865502739857023,"NO","NO","NO"
"310","ANKRD11",0.0183,0.86589010959424,"NO","NO","NO"
"311","CAMTA2",0.0183,0.866274988207744,"NO","NO","NO"
"312","BMPR2",0.0183,0.866657399650649,"NO","NO","NO"
"313","EIF4G1",0.0185,0.867037596775353,"NO","NO","NO"
"314","THBS4",0.0185,0.86741537226232,"NO","NO","NO"
"315","GRHL3",0.019,0.867791304766214,"NO","NO","NO"
"316","SRCAP",0.0192,0.868165074184526,"NO","NO","NO"
"317","AGAP2",0.0192,0.868536485436161,"NO","NO","NO"
"318","OR1L8",0.0194,0.868905772739566,"NO","NO","NO"
"319","PYGL",0.0196,0.869272953243336,"NO","NO","NO"
"320","IL5RA",0.0196,0.869637838868957,"NO","NO","NO"
"321","CHD2",0.0205,0.870001350324296,"NO","NO","NO"
"322","CA6",0.0208,0.87036289140122,"NO","NO","NO"
"323","RUNX1",0.021,0.870722381891377,"NO","NO","NO"
"324","PI4KA",0.0214,0.871080021342554,"NO","NO","NO"
"325","PACS1",0.0219,0.871435906136972,"NO","NO","NO"
"326","PARD3B",0.0232,0.871790704429809,"NO","NO","NO"
"327","LMTK3",0.0235,0.872143573671738,"NO","NO","NO"
"328","HELLS",0.0235,0.872494291271948,"NO","NO","NO"
"329","SLC5A7",0.0236,0.872842955794998,"NO","NO","NO"
"330","DHX58",0.0236,0.873189507199727,"NO","NO","NO"
"331","ABHD12B",0.0246,0.873534726050741,"NO","NO","NO"
"332","ZNF512B",0.0248,0.873878012236823,"NO","NO","NO"
"333","FAM135A",0.0252,0.874219525088072,"NO","NO","NO"
"334","CDKAL1",0.0254,0.874559134501349,"NO","NO","NO"
"335","MYLK3",0.0258,0.874896994312961,"NO","NO","NO"
"336","DMXL2",0.026,0.875232979488664,"NO","NO","NO"
"337","ILDR2",0.0264,0.875567238659579,"NO","NO","NO"
"338","GPR148",0.0268,0.875899781868065,"NO","NO","NO"
"339","MAPKAPK3",0.668,0.876230638276284,"NO","NO","NO"
"340","TNR",0.0274,0.876559655265281,"NO","NO","NO"
"341","RMI2",0.0274,0.876886742535867,"NO","NO","NO"
"342","PTPRH",0.0277,0.877212102371734,"NO","NO","NO"
"343","MGAT3",0.0278,0.877535626085577,"NO","NO","NO"
"344","CMYA5",0.677,0.877857880887025,"NO","NO","NO"
"345","C6orf15",0.0291,0.878178420648449,"NO","NO","NO"
"346","TLE4",0.0298,0.878497499092157,"NO","NO","NO"
"347","FRMD4A",0.683,0.878814823432955,"NO","NO","NO"
"348","KLHL26",0.0306,0.879130669692504,"NO","NO","NO"
"349","MKI67",0.0308,0.879444810910432,"NO","NO","NO"
"350","BORA",0.032,0.87975776669147,"NO","NO","NO"
"351","MYNN",0.032,0.880068939248685,"NO","NO","NO"
"352","ADAP1",0.0329,0.880378779018037,"NO","NO","NO"
"353","PAPSS1",0.0333,0.88068705119653,"NO","NO","NO"
"354","F8",0.0335,0.880993674282043,"NO","NO","NO"
"355","ANP32E",0.0336,0.881298615788657,"NO","NO","NO"
"356","ROR1",0.0336,0.88160184414074,"NO","NO","NO"
"357","OVOL2",0.0336,0.881903373734547,"NO","NO","NO"
"358","ROS1",0.0337,0.882203264117061,"NO","NO","NO"
"359","PPARGC1A",0.0339,0.882501573640835,"NO","NO","NO"
"360","FNDC3A",0.703,0.882798287180017,"NO","NO","NO"
"361","CUL4B",0.0343,0.883093472361262,"NO","NO","NO"
"362","ACSL3",0.706,0.883387199702166,"NO","NO","NO"
"363","STEAP2",0.0347,0.88367930910676,"NO","NO","NO"
"364","BBS9",0.707,0.883969908332878,"NO","NO","NO"
"365","MAK",0.708,0.884259010028847,"NO","NO","NO"
"366","SNX10",0.0354,0.884546637033762,"NO","NO","NO"
"367","KIF1A",0.0357,0.884832819872977,"NO","NO","NO"
"368","PLBD2",0.0359,0.885117528577086,"NO","NO","NO"
"369","GPR171",0.0364,0.885400894015312,"NO","NO","NO"
"370","ZNF70",0.0366,0.885682806464999,"NO","NO","NO"
"371","ARMC12",0.037,0.885963354482975,"NO","NO","NO"
"372","C1orf116",0.037,0.886242394178274,"NO","NO","NO"
"373","STRN4",0.0372,0.886520014091878,"NO","NO","NO"
"374","GRM1",0.0372,0.886796149407013,"NO","NO","NO"
"375","DYSF",0.0375,0.887070924990949,"NO","NO","NO"
"376","CDCA7",0.0378,0.887344350500209,"NO","NO","NO"
"377","DSCAML1",0.0378,0.887616325476263,"NO","NO","NO"
"378","PHLDB1",0.0386,0.887887151548438,"NO","NO","NO"
"379","NTS",0.0386,0.888156548459283,"NO","NO","NO"
"380","ABCA3",0.0391,0.888424703849739,"NO","NO","NO"
"381","UBTF",0.0392,0.888691486420284,"NO","NO","NO"
"382","ATP2B2",0.0402,0.888957213146476,"NO","NO","NO"
"383","OR6B1",0.0402,0.889221552265743,"NO","NO","NO"
"384","LRRC4",0.0405,0.889484614177939,"NO","NO","NO"
"385","CCSER1",0.0407,0.889746375192179,"NO","NO","NO"
"386","AKAP1",0.0418,0.890007132596793,"NO","NO","NO"
"387","CAMK2A",0.0421,0.890266636213728,"NO","NO","NO"
"388","SENP7",0.0421,0.890524802183153,"NO","NO","NO"
"389","NLRC3",0.0426,0.890781794388575,"NO","NO","NO"
"390","HAL",0.738,0.891037493930111,"NO","NO","NO"
"391","RAI1",0.0432,0.891292040574377,"NO","NO","NO"
"392","BBS10",0.0432,0.891545288511275,"NO","NO","NO"
"393","ATP1B1",0.0443,0.891797567874215,"NO","NO","NO"
"394","SEMA3F",0.0443,0.892048566631253,"NO","NO","NO"
"395","ROBO1",0.045,0.892298491800973,"NO","NO","NO"
"396","ZCCHC14",0.0457,0.892547347465888,"NO","NO","NO"
"397","HOPX",0.046,0.892795030644552,"NO","NO","NO"
"398","GLI3",0.0465,0.89304160261024,"NO","NO","NO"
"399","AFF3",0.0465,0.893286938626225,"NO","NO","NO"
"400","TOP2B",0.0468,0.893531126704051,"NO","NO","NO"
"401","SEMA5B",0.0471,0.893774174760698,"NO","NO","NO"
"402","CYP2C18",0.0474,0.894016090644171,"NO","NO","NO"
"403","TRA2B",0.0479,0.894256932566299,"NO","NO","NO"
"404","CCND2",0.048,0.894496607249956,"NO","NO","NO"
"405","TMEM53",0.0485,0.894735222249144,"NO","NO","NO"
"406","LTBP1",0.0489,0.894972759453425,"NO","NO","NO"
"407","EPM2AIP1",0.049,0.895209153584094,"NO","NO","NO"
"408","CHIC2",0.0492,0.895444436974783,"NO","NO","NO"
"409","DGKI",0.0492,0.895678569835445,"NO","NO","NO"
"410","CACNA1B",0.0493,0.895911584397158,"NO","NO","NO"
"411","VGLL2",0.761,0.896143553106133,"NO","NO","NO"
"412","RASGEF1A",0.0502,0.896374518341359,"NO","NO","NO"
"413","ERBB2",0.0507,0.896604479544942,"NO","NO","NO"
"414","NUF2",0.0507,0.896833329824836,"NO","NO","NO"
"415","ZZEF1",0.0513,0.897061211909355,"NO","NO","NO"
"416","GABRA2",0.0514,0.897288020597509,"NO","NO","NO"
"417","CSNK1G3",0.052,0.897513873094786,"NO","NO","NO"
"418","CHERP",0.0521,0.897738666644636,"NO","NO","NO"
"419","LRP1",0.0527,0.897962515841779,"NO","NO","NO"
"420","BMPR1B",0.0528,0.898185320289768,"NO","NO","NO"
"421","POT1",0.0529,0.898407087379622,"NO","NO","NO"
"422","PROK2",0.0539,0.898628010995242,"NO","NO","NO"
