"","Gene","meta.pvalue","FDR","seed.gene","DAWN.gene","SCHEMA.FDR.gene"
"423","IQSEC1",0.054,0.898847910476959,"NO","NO","NO"
"424","NUP37",0.0542,0.899066813293249,"NO","NO","NO"
"425","SHISA2",0.0554,0.899284924832075,"NO","NO","NO"
"426","AGK",0.0555,0.89950203191703,"NO","NO","NO"
"427","STK17A",0.0557,0.899718160961891,"NO","NO","NO"
"428","CDK2",0.0561,0.899933357027103,"NO","NO","NO"
"429","SIRPD",0.0575,0.900147812912346,"NO","NO","NO"
"430","PLEKHF1",0.0578,0.900361326450046,"NO","NO","NO"
"431","MMP3",0.0578,0.900573849205669,"NO","NO","NO"
"432","UPF1",0.058,0.900785424424582,"NO","NO","NO"
"433","SPTA1",0.0587,0.900996148058144,"NO","NO","NO"
"434","KLC1",0.0595,0.90120604145859,"NO","NO","NO"
"435","BLOC1S6",0.0598,0.901415021871509,"NO","NO","NO"
"436","NBEA",0.0601,0.901623095228735,"NO","NO","NO"
"437","KCNH3",0.0604,0.901830267411829,"NO","NO","NO"
"438","BPIFB6",0.0607,0.902036544252594,"NO","NO","NO"
"439","CAMK2B",0.0611,0.902241948192253,"NO","NO","NO"
"440","MAS1L",0.0621,0.902446582690958,"NO","NO","NO"
"441","TNIK",0.0623,0.902650321483001,"NO","NO","NO"
"442","CEP97",0.0631,0.902853266065195,"NO","NO","NO"
"443","LMAN2",0.0636,0.903055372939056,"NO","NO","NO"
"444","SLC4A7",0.0638,0.90325660052614,"NO","NO","NO"
"445","ANKRD13B",0.0642,0.90345698539609,"NO","NO","NO"
"446","CYTH2",0.799,0.903656489770922,"NO","NO","NO"
"447","HDAC5",0.0646,0.903855144342903,"NO","NO","NO"
"448","TBX6",0.065,0.904052972307038,"NO","NO","NO"
"449","DHX29",0.0654,0.904249978688019,"NO","NO","NO"
"450","HDAC3",0.0658,0.904446168472897,"NO","NO","NO"
"451","ARL8B",0.0659,0.9046415028752,"NO","NO","NO"
"452","IL1R2",0.0666,0.904836074376621,"NO","NO","NO"
"453","FOXP2",0.0667,0.905029801180448,"NO","NO","NO"
"454","RHOBTB2",0.0673,0.905222759793446,"NO","NO","NO"
"455","MAT2B",0.0673,0.905414870236717,"NO","NO","NO"
"456","TET3",0.0678,0.905606208025964,"NO","NO","NO"
"457","REV3L",0.0684,0.905796791275235,"NO","NO","NO"
"458","MGAM",0.0695,0.905986691274555,"NO","NO","NO"
"459","MAMLD1",0.0699,0.906175817094884,"NO","NO","NO"
"460","RPRD2",0.07,0.906364133853666,"NO","NO","NO"
"461","TOR1B",0.0707,0.906551725281197,"NO","NO","NO"
"462","SSTR3",0.814,0.906738605707886,"NO","NO","NO"
"463","FBXL16",0.0715,0.906924680824544,"NO","NO","NO"
"464","ARHGAP1",0.0715,0.907109953893285,"NO","NO","NO"
"465","ZFP36L1",0.0716,0.907294442775763,"NO","NO","NO"
"466","MC5R",0.0718,0.907478165108468,"NO","NO","NO"
"467","TOX",0.0721,0.907661138234608,"NO","NO","NO"
"468","LDHAL6A",0.0725,0.907843379139128,"NO","NO","NO"
"469","OR51S1",0.0726,0.908024855241104,"NO","NO","NO"
"470","CHD3",0.0737,0.908205693098279,"NO","NO","NO"
"471","VIM",0.0741,0.908385811017766,"NO","NO","NO"
"472","LYST",0.0747,0.908565236846012,"NO","NO","NO"
"473","ANXA6",0.0754,0.908743985828035,"NO","NO","NO"
"474","SPACA1",0.0755,0.908921992175501,"NO","NO","NO"
"475","SLC4A8",0.0762,0.909099329337177,"NO","NO","NO"
"476","ANGPTL7",0.0764,0.909275944099848,"NO","NO","NO"
"477","NFIX",0.0774,0.909451930478091,"NO","NO","NO"
"478","PKP4",0.0781,0.909627257680625,"NO","NO","NO"
"479","MYO3B",0.0791,0.909801961224127,"NO","NO","NO"
"480","RHOC",0.0791,0.909975936836198,"NO","NO","NO"
"481","PSTPIP1",0.0793,0.910149210423184,"NO","NO","NO"
"482","TIMP2",0.0796,0.910321796878535,"NO","NO","NO"
"483","CTNND2",0.0796,0.910493668690179,"NO","NO","NO"
"484","SELENBP1",0.0802,0.910664893230586,"NO","NO","NO"
"485","BPIFB4",0.0803,0.910835422097028,"NO","NO","NO"
"486","CLCA1",0.0811,0.911005331650622,"NO","NO","NO"
"487","ITGA4",0.0812,0.911174553631262,"NO","NO","NO"
"488","SOX5",0.0815,0.911343112536793,"NO","NO","NO"
"489","MYO1D",0.082,0.911511032361241,"NO","NO","NO"
"490","RBM47",0.0823,0.911678296729907,"NO","NO","NO"
"491","RASL10A",0.0823,0.911844879777316,"NO","NO","NO"
"492","PALLD",0.0825,0.912010805448724,"NO","NO","NO"
"493","NCOA1",0.0826,0.912176067844564,"NO","NO","NO"
"494","KAT6B",0.0827,0.912340670976605,"NO","NO","NO"
"495","AADAT",0.835,0.912504664060518,"NO","NO","NO"
"496","MAGEA12",0.0835,0.912668018602964,"NO","NO","NO"
"497","PRDM15",0.0836,0.912830725395475,"NO","NO","NO"
"498","RSPO1",0.0838,0.912992797886376,"NO","NO","NO"
"499","ARHGEF12",0.0838,0.913154220788136,"NO","NO","NO"
"500","ALPK3",0.084,0.913315016999073,"NO","NO","NO"
"501","HOXC8",0.0842,0.913475190210312,"NO","NO","NO"
"502","SMARCA2",0.0845,0.913634753462433,"NO","NO","NO"
"503","ZNF236",0.0845,0.913793682268224,"NO","NO","NO"
"504","DCTN4",0.085,0.913952026885378,"NO","NO","NO"
"505","PDLIM3",0.0857,0.914109808717743,"NO","NO","NO"
"506","WASF1",0.0858,0.914266976018836,"NO","NO","NO"
"507","ADAM23",0.086,0.914423541475947,"NO","NO","NO"
"508","PHF3",0.0864,0.914579526580938,"NO","NO","NO"
"509","MALSU1",0.0864,0.914734898777854,"NO","NO","NO"
"510","UNC45B",0.0865,0.914889670613062,"NO","NO","NO"
"511","COG6",0.0867,0.915043854492506,"NO","NO","NO"
"512","USP38",0.0868,0.915197444955219,"NO","NO","NO"
"513","YEATS2",0.0874,0.915350489414413,"NO","NO","NO"
"514","DCLK1",0.0875,0.915502947102997,"NO","NO","NO"
"515","EPHA7",0.088,0.915654856100381,"NO","NO","NO"
"516","MYL3",0.088,0.915806176303202,"NO","NO","NO"
"517","NEURL1",0.0885,0.915956954003447,"NO","NO","NO"
"518","CPXM1",0.0887,0.916107166575013,"NO","NO","NO"
"519","PIKFYVE",0.0891,0.916256834119697,"NO","NO","NO"
"520","CNTN2",0.0897,0.916405976276047,"NO","NO","NO"
"521","GRIN2B",0.0901,0.91655457909521,"NO","NO","NO"
"522","GABRA6",0.091,0.916702686349036,"NO","NO","NO"
"523","KMT2E",0.0918,0.916850291864457,"NO","NO","NO"
"524","SH2D2A",0.092,0.916997350008383,"NO","NO","NO"
"525","PEX5L",0.0922,0.917143863861164,"NO","NO","NO"
"526","PLCD1",0.0924,0.917289836479968,"NO","NO","NO"
"527","GRM5",0.0925,0.917435263016829,"NO","NO","NO"
"528","ADAM22",0.0926,0.91758014656283,"NO","NO","NO"
"529","DUSP11",0.094,0.917724591072712,"NO","NO","NO"
"530","MATK",0.0946,0.917868536343112,"NO","NO","NO"
"531","PTCD3",0.0947,0.918011947032754,"NO","NO","NO"
"532","BRPF1",0.0954,0.918154871281425,"NO","NO","NO"
"533","SFRP2",0.0956,0.91829727415991,"NO","NO","NO"
"534","PROM2",0.0961,0.918439180765424,"NO","NO","NO"
"535","CCDC120",0.0964,0.91858057895359,"NO","NO","NO"
"536","NOL9",0.0966,0.918721464173368,"NO","NO","NO"
"537","HOXD10",0.0972,0.918861868261803,"NO","NO","NO"
"538","DPYSL2",0.0973,0.919001757616118,"NO","NO","NO"
"539","TCF19",0.0982,0.919141192253829,"NO","NO","NO"
"540","POLR2A",0.0987,0.919280145804585,"NO","NO","NO"
"541","PCSK7",0.0989,0.919418599704164,"NO","NO","NO"
"542","DPP8",0.0993,0.919556570616211,"NO","NO","NO"
"543","FRY",0.0994,0.919694040289304,"NO","NO","NO"
"544","UGGT1",0.0995,0.919831011478062,"NO","NO","NO"
"545","DLGAP4",0.0998,0.919967500681746,"NO","NO","NO"
"546","DAB2IP",0.1,0.92010350362684,"NO","NO","NO"
"547","PCGF3",0.1,0.920239009303396,"NO","NO","NO"
"548","CLASP2",0.101,0.920374088134758,"NO","NO","NO"
"549","HADH",0.101,0.920508674875659,"NO","NO","NO"
"550","PLK2",0.101,0.92064277221023,"NO","NO","NO"
"551","BRSK1",0.102,0.920776449225878,"NO","NO","NO"
"552","GATAD2A",0.862,0.920909665693771,"NO","NO","NO"
"553","HNMT",0.103,0.921042441916643,"NO","NO","NO"
"554","STAC",0.103,0.921174738802971,"NO","NO","NO"
"555","GPR183",0.103,0.921306558943762,"NO","NO","NO"
"556","CEP350",0.104,0.921437968994696,"NO","NO","NO"
"557","ARHGEF17",0.104,0.921568907196255,"NO","NO","NO"
"558","C5",0.104,0.921699376085264,"NO","NO","NO"
"559","DHX57",0.865,0.921829430537978,"NO","NO","NO"
"560","AQP10",0.105,0.921959031036106,"NO","NO","NO"
"561","TGM3",0.105,0.922088169500373,"NO","NO","NO"
"562","RAPGEF2",0.106,0.922216910148915,"NO","NO","NO"
"563","IL1R1",0.106,0.922345193459452,"NO","NO","NO"
"564","SKP2",0.106,0.922473021864632,"NO","NO","NO"
"565","SLC6A6",0.106,0.922600397779882,"NO","NO","NO"
"566","MEIS2",0.107,0.922727384127926,"NO","NO","NO"
"567","C11orf87",0.107,0.922853922552343,"NO","NO","NO"
"568","SLC16A14",0.107,0.922980015418927,"NO","NO","NO"
"569","HMG20B",0.107,0.923105665076842,"NO","NO","NO"
"570","NLRP1",0.108,0.923230933190024,"NO","NO","NO"
"571","SH3TC1",0.108,0.923355762535735,"NO","NO","NO"
"572","ADCY1",0.109,0.923480213789807,"NO","NO","NO"
"573","CACNA1I",0.109,0.923604230659048,"NO","NO","NO"
"574","ZIC5",0.109,0.923727815413761,"NO","NO","NO"
"575","SCRN1",0.11,0.923851027649109,"NO","NO","NO"
"576","LYN",0.11,0.923973812064195,"NO","NO","NO"
"577","CASD1",0.11,0.924096170883389,"NO","NO","NO"
"578","CSN1S1",0.11,0.924218106315664,"NO","NO","NO"
"579","RLN2",0.872,0.924339672219424,"NO","NO","NO"
"580","ST14",0.111,0.924460823493324,"NO","NO","NO"
"581","DHX36",0.111,0.924581557723252,"NO","NO","NO"
"582","RSBN1",0.112,0.924701932313931,"NO","NO","NO"
"583","DPY19L4",0.112,0.924821893955756,"NO","NO","NO"
"584","BTBD10",0.113,0.924941499161895,"NO","NO","NO"
"585","DRC1",0.113,0.925060695461346,"NO","NO","NO"
"586","SGIP1",0.114,0.925179538495911,"NO","NO","NO"
"587","BMI1",0.114,0.925297976613833,"NO","NO","NO"
"588","SENP6",0.115,0.925416064605132,"NO","NO","NO"
"589","TAGLN2",0.116,0.92553380362504,"NO","NO","NO"
"590","FIBCD1",0.116,0.925651143529626,"NO","NO","NO"
"591","ZNF592",0.116,0.925768086344857,"NO","NO","NO"
"592","FBN2",0.116,0.925884634083009,"NO","NO","NO"
"593","SF3B1",0.117,0.926000839787159,"NO","NO","NO"
"594","AHCYL1",0.118,0.926116704586603,"NO","NO","NO"
"595","POLR1A",0.118,0.926232179924537,"NO","NO","NO"
"596","PATE2",0.119,0.926347317368262,"NO","NO","NO"
"597","PITPNM1",0.12,0.926462118043774,"NO","NO","NO"
"598","SLC6A18",0.12,0.926576534770539,"NO","NO","NO"
"599","AASDHPPT",0.12,0.926690569471506,"NO","NO","NO"
"600","B4GALNT2",0.12,0.926804224056802,"NO","NO","NO"
"601","ITSN1",0.121,0.926917548492788,"NO","NO","NO"
"602","E2F8",0.121,0.927030496435631,"NO","NO","NO"
"603","PPP4R4",0.122,0.927143117123368,"NO","NO","NO"
"604","SLC17A6",0.122,0.927255364894922,"NO","NO","NO"
"605","TOPORS",0.122,0.927367241599462,"NO","NO","NO"
"606","MED15",0.123,0.927478795672893,"NO","NO","NO"
"607","EEF2",0.123,0.927589982187597,"NO","NO","NO"
"608","PROKR2",0.124,0.927700848883117,"NO","NO","NO"
"609","BAZ1A",0.124,0.927811351484399,"NO","NO","NO"
"610","SHANK1",0.124,0.927921491782071,"NO","NO","NO"
"611","DTX1",0.125,0.928031316748029,"NO","NO","NO"
"612","EML3",0.125,0.92814078280887,"NO","NO","NO"
"613","EPYC",0.125,0.928249891721062,"NO","NO","NO"
"614","TTLL4",0.126,0.928358689706277,"NO","NO","NO"
"615","TMTC3",0.126,0.928467133876907,"NO","NO","NO"
"616","MOG",0.126,0.928575225956073,"NO","NO","NO"
"617","WNT2",0.126,0.928682967655728,"NO","NO","NO"
"618","WSCD1",0.127,0.928790404382307,"NO","NO","NO"
"619","FBN3",0.127,0.928897493978913,"NO","NO","NO"
"620","NYAP1",0.128,0.929004281216991,"NO","NO","NO"
"621","DEPDC1",0.128,0.929110724534817,"NO","NO","NO"
"622","PDGFRB",0.129,0.929216868081717,"NO","NO","NO"
"623","BRINP1",0.129,0.929322670878867,"NO","NO","NO"
"624","TRIM33",0.129,0.929428134564488,"NO","NO","NO"
"625","KLF13",0.13,0.929533302600786,"NO","NO","NO"
"626","SLFN13",0.131,0.92963817596132,"NO","NO","NO"
"627","GON4L",0.131,0.929742714797579,"NO","NO","NO"
"628","STARD13",0.131,0.929846920707608,"NO","NO","NO"
"629","ID4",0.132,0.929950835973242,"NO","NO","NO"
"630","ABHD14A",0.133,0.930054461553542,"NO","NO","NO"
"631","FCRLA",0.133,0.930157758685093,"NO","NO","NO"
"632","TP53",0.133,0.930260728926988,"NO","NO","NO"
"633","GPRC5B",0.133,0.930363373828466,"NO","NO","NO"
"634","GOLGA3",0.133,0.930465694928992,"NO","NO","NO"
"635","ATP1B2",0.133,0.930567693758336,"NO","NO","NO"
"636","LINGO1",0.134,0.930669411248203,"NO","NO","NO"
"637","MARCO",0.134,0.930770809373894,"NO","NO","NO"
"638","G2E3",0.134,0.930871889637122,"NO","NO","NO"
"639","DNAH9",0.135,0.930972692352296,"NO","NO","NO"
"640","RUSC1",0.135,0.931073180058984,"NO","NO","NO"
"641","VSX2",0.135,0.931173354231486,"NO","NO","NO"
"642","FMR1",0.135,0.931273216334915,"NO","NO","NO"
"643","BPIFA1",0.135,0.931372767825269,"NO","NO","NO"
"644","AAK1",0.135,0.931472010149504,"NO","NO","NO"
"645","SRFBP1",0.135,0.931570944745603,"NO","NO","NO"
"646","CRHR2",0.136,0.931669611050944,"NO","NO","NO"
"647","ABL2",0.136,0.931767972359978,"NO","NO","NO"
"648","WDR76",0.136,0.931866030084726,"NO","NO","NO"
"649","CYYR1",0.137,0.931963823076537,"NO","NO","NO"
"650","KPNA5",0.137,0.932061315166835,"NO","NO","NO"
"651","IL9",0.137,0.932158507742263,"NO","NO","NO"
"652","SPDYA",0.137,0.932255402180956,"NO","NO","NO"
"653","CLPSL2",0.137,0.932351999852609,"NO","NO","NO"
"654","CD300LB",0.137,0.932448302118538,"NO","NO","NO"
"655","DCAF17",0.137,0.932544310331747,"NO","NO","NO"
"656","PLXNA3",0.138,0.932640062511449,"NO","NO","NO"
"657","EPB41L1",0.138,0.932735523208107,"NO","NO","NO"
"658","NEURL4",0.138,0.932830693750673,"NO","NO","NO"
"659","CYBRD1",0.138,0.932925575460029,"NO","NO","NO"
"660","IQGAP3",0.139,0.933020205735836,"NO","NO","NO"
"661","PTPRC",0.139,0.933114549687056,"NO","NO","NO"
"662","PAX6",0.14,0.93320864423082,"NO","NO","NO"
"663","UBAP2",0.14,0.933302454929807,"NO","NO","NO"
"664","GABBR2",0.14,0.933395983066448,"NO","NO","NO"
"665","EMP2",0.141,0.93348926502376,"NO","NO","NO"
"666","AUTS2",0.141,0.933582266855075,"NO","NO","NO"
"667","JAK2",0.141,0.933674989820328,"NO","NO","NO"
"668","DYNC1H1",0.142,0.933767469779314,"NO","NO","NO"
"669","S100A16",0.142,0.933859673266076,"NO","NO","NO"
"670","ARHGAP11A",0.901,0.933951609938995,"NO","NO","NO"
"671","CIZ1",0.143,0.934043298291799,"NO","NO","NO"
"672","GALR1",0.143,0.934134713762601,"NO","NO","NO"
"673","OTOP1",0.143,0.934225857567813,"NO","NO","NO"
"674","EPSTI1",0.143,0.93431673091663,"NO","NO","NO"
"675","SGK1",0.143,0.93440733501108,"NO","NO","NO"
"676","KIF5B",0.144,0.934497704582238,"NO","NO","NO"
"677","HMBOX1",0.144,0.934587807182728,"NO","NO","NO"
"678","MBD5",0.144,0.934677643993835,"NO","NO","NO"
"679","DISP2",0.144,0.934767216189888,"NO","NO","NO"
"680","DACH1",0.144,0.934856524938306,"NO","NO","NO"
"681","ABCA6",0.145,0.934945604369175,"NO","NO","NO"
"682","SLC4A4",0.146,0.935034455176455,"NO","NO","NO"
"683","SKA1",0.147,0.935123078055085,"NO","NO","NO"
"684","NOX4",0.147,0.935211441802491,"NO","NO","NO"
"685","TNFSF18",0.147,0.935299547553553,"NO","NO","NO"
"686","RLBP1",0.148,0.93538742824191,"NO","NO","NO"
"687","E2F7",0.148,0.93547505309129,"NO","NO","NO"
"688","KMT2C",0.148,0.935562423217271,"NO","NO","NO"
"689","KLHL8",0.148,0.935649539728953,"NO","NO","NO"
"690","SLC12A6",0.148,0.935736403729007,"NO","NO","NO"
"691","KDM5A",0.148,0.935823016313721,"NO","NO","NO"
"692","CD1D",0.149,0.935909409807027,"NO","NO","NO"
"693","SEZ6",0.149,0.935995553968463,"NO","NO","NO"
"694","BTN3A3",0.15,0.936081480729671,"NO","NO","NO"
"695","PIK3C3",0.15,0.936167160219624,"NO","NO","NO"
"696","DMXL1",0.151,0.936252623984547,"NO","NO","NO"
"697","COL25A1",0.151,0.936337842516286,"NO","NO","NO"
"698","WNK2",0.151,0.936422816868851,"NO","NO","NO"
"699","TET1",0.151,0.936507548090221,"NO","NO","NO"
"700","NPC1",0.153,0.936592097002886,"NO","NO","NO"
"701","FBXL19",0.153,0.936676404691835,"NO","NO","NO"
"702","DPYSL5",0.153,0.936760472187938,"NO","NO","NO"
"703","ITGA9",0.153,0.9368443005162,"NO","NO","NO"
"704","ROCK1",0.153,0.936927890695802,"NO","NO","NO"
"705","PRRT2",0.154,0.937011273013824,"NO","NO","NO"
"706","CELSR2",0.91,0.937094437233582,"NO","NO","NO"
"707","CST7",0.155,0.937177377034605,"NO","NO","NO"
"708","TAS1R1",0.155,0.937260082542405,"NO","NO","NO"
"709","IL12A",0.155,0.937342554748349,"NO","NO","NO"
"710","OR10S1",0.156,0.937424823184961,"NO","NO","NO"
"711","SMAD5",0.156,0.937506860205436,"NO","NO","NO"
"712","VTA1",0.156,0.937588666784843,"NO","NO","NO"
"713","KIAA1549",0.156,0.937670243892778,"NO","NO","NO"
"714","ADAR",0.157,0.937751620627128,"NO","NO","NO"
"715","BUB1",0.158,0.937832797579659,"NO","NO","NO"
"716","CCDC68",0.158,0.937913747780925,"NO","NO","NO"
"717","SMARCC2",0.158,0.937994472179678,"NO","NO","NO"
"718","SETDB1",0.158,0.938074971719381,"NO","NO","NO"
"719","SLC12A4",0.158,0.938155247338251,"NO","NO","NO"
"720","CD300LF",0.159,0.938235327377768,"NO","NO","NO"
"721","ACSS1",0.159,0.938315185281253,"NO","NO","NO"
"722","ADCY2",0.16,0.938394849064964,"NO","NO","NO"
"723","MOB1A",0.16,0.938474292478596,"NO","NO","NO"
"724","PPP1R42",0.16,0.938553516435284,"NO","NO","NO"
"725","PHF21A",0.161,0.938632548589459,"NO","NO","NO"
"726","SPAST",0.161,0.938711363024201,"NO","NO","NO"
"727","PDZD2",0.161,0.93878996063794,"NO","NO","NO"
"728","HSDL2",0.161,0.938868342324168,"NO","NO","NO"
"729","EDNRB",0.162,0.938946535340937,"NO","NO","NO"
"730","PRL",0.162,0.939024514130263,"NO","NO","NO"
"731","KCNK5",0.162,0.939102279571328,"NO","NO","NO"
"732","CSF2",0.163,0.939179858574048,"NO","NO","NO"
"733","TMEM45B",0.164,0.939257251679181,"NO","NO","NO"
"734","SCARB2",0.165,0.939334459427718,"NO","NO","NO"
"735","RSPO3",0.165,0.939411457087143,"NO","NO","NO"
"736","ZWINT",0.165,0.939488245513799,"NO","NO","NO"
"737","UBA7",0.166,0.939564850764467,"NO","NO","NO"
"738","ABHD1",0.166,0.93964124841283,"NO","NO","NO"
"739","MBOAT7",0.166,0.939717439301658,"NO","NO","NO"
"740","GIT1",0.167,0.939793449161157,"NO","NO","NO"
"741","DHX32",0.168,0.939869278516578,"NO","NO","NO"
"742","NAALADL2",0.168,0.939944903480204,"NO","NO","NO"
"743","CFB",0.169,0.940020349257483,"NO","NO","NO"
"744","FAM20B",0.169,0.940095592223533,"NO","NO","NO"
"745","GEM",0.171,0.9401706812248,"NO","NO","NO"
"746","ETV5",0.172,0.940245592603809,"NO","NO","NO"
"747","B3GAT1",0.172,0.940320303416877,"NO","NO","NO"
"748","ZSCAN4",0.172,0.940394814468413,"NO","NO","NO"
"749","PTPRD",0.172,0.940469126558529,"NO","NO","NO"
"750","ATP8A1",0.172,0.940543240483072,"NO","NO","NO"
"751","CPSF7",0.172,0.940617157033648,"NO","NO","NO"
"752","LRRC4C",0.173,0.940690900306528,"NO","NO","NO"
"753","LEF1",0.173,0.940764447714142,"NO","NO","NO"
"754","CEP250",0.173,0.940837800035794,"NO","NO","NO"
"755","OTOS",0.173,0.94091095804666,"NO","NO","NO"
"756","MAPT",0.173,0.940983922517815,"NO","NO","NO"
"757","ZPBP2",0.174,0.941056717184161,"NO","NO","NO"
"758","SLC26A8",0.174,0.941129319780147,"NO","NO","NO"
"759","LAMA1",0.174,0.941201731064945,"NO","NO","NO"
"760","UCKL1",0.175,0.941273974487211,"NO","NO","NO"
"761","ATP2B4",0.176,0.941346050527639,"NO","NO","NO"
"762","RAB6B",0.176,0.941417937392108,"NO","NO","NO"
"763","GRIN1",0.177,0.941489658069948,"NO","NO","NO"
"764","SYT13",0.177,0.941561190997322,"NO","NO","NO"
"765","RYR1",0.178,0.941632558922538,"NO","NO","NO"
"766","FLII",0.179,0.941703762319033,"NO","NO","NO"
"767","GAS1",0.179,0.941774780048262,"NO","NO","NO"
"768","DCTN1",0.179,0.941845612835488,"NO","NO","NO"
"769","CDCA2",0.179,0.9419162614022,"NO","NO","NO"
"770","DMRTB1",0.179,0.941986726466142,"NO","NO","NO"
"771","C4orf36",0.18,0.942057030240994,"NO","NO","NO"
"772","MMAA",0.18,0.942127151881713,"NO","NO","NO"
"773","ZBTB7B",0.18,0.94219709209516,"NO","NO","NO"
"774","PCNA",0.18,0.942266851584542,"NO","NO","NO"
"775","YAP1",0.18,0.942336431049434,"NO","NO","NO"
"776","PPP2CA",0.18,0.942405831185809,"NO","NO","NO"
"777","SLN",0.18,0.942475052686055,"NO","NO","NO"
"778","CIC",0.18,0.942544096238999,"NO","NO","NO"
"779","TTC21B",0.18,0.942612962529932,"NO","NO","NO"
"780","MDM4",0.18,0.942681652240633,"NO","NO","NO"
"781","TCOF1",0.181,0.942750187108715,"NO","NO","NO"
"782","UBE2U",0.181,0.942818546695805,"NO","NO","NO"
"783","SCAMP1",0.181,0.942886731673477,"NO","NO","NO"
"784","KLC2",0.181,0.94295474270988,"NO","NO","NO"
"785","ARGLU1",0.181,0.943022580469757,"NO","NO","NO"
"786","PTPRT",0.182,0.94309026637797,"NO","NO","NO"
"787","HTN3",0.182,0.943157780276251,"NO","NO","NO"
"788","TBC1D8",0.182,0.94322512281946,"NO","NO","NO"
"789","CATSPER1",0.183,0.943292315184531,"NO","NO","NO"
"790","CPQ",0.183,0.943359337442348,"NO","NO","NO"
"791","NDRG2",0.183,0.943426190238073,"NO","NO","NO"
"792","CYP21A2",0.183,0.943492874213606,"NO","NO","NO"
"793","MSI1",0.183,0.943559390007611,"NO","NO","NO"
"794","IKZF4",0.184,0.943625758495555,"NO","NO","NO"
"795","DDR1",0.184,0.94369196001875,"NO","NO","NO"
"796","GDPD2",0.184,0.943757995206459,"NO","NO","NO"
"797","GPR3",0.186,0.943823904553788,"NO","NO","NO"
"798","NDUFA7",0.186,0.943889648714783,"NO","NO","NO"
"799","MATN1",0.186,0.943955228309668,"NO","NO","NO"
"800","TROAP",0.187,0.944020663590702,"NO","NO","NO"
"801","TNRC6A",0.187,0.944085935487763,"NO","NO","NO"
"802","MASP1",0.187,0.944151044612013,"NO","NO","NO"
"803","SYT1",0.188,0.944216010986678,"NO","NO","NO"
"804","MPDZ",0.188,0.944280815753445,"NO","NO","NO"
"805","RAD51AP1",0.188,0.944345459514581,"NO","NO","NO"
"806","AGMO",0.189,0.944409962067912,"NO","NO","NO"
"807","ARHGEF6",0.189,0.944474304763614,"NO","NO","NO"
"808","KIF16B",0.19,0.944538507204108,"NO","NO","NO"
"809","FGFR2",0.19,0.944602550924106,"NO","NO","NO"
"810","MLPH",0.191,0.94466645533339,"NO","NO","NO"
"811","AGAP1",0.191,0.944730202148569,"NO","NO","NO"
"812","PRELID2",0.191,0.944793791951888,"NO","NO","NO"
"813","UCN3",0.192,0.944857243937413,"NO","NO","NO"
"814","ZFHX4",0.193,0.944920558477145,"NO","NO","NO"
"815","NUDT21",0.193,0.944983717643773,"NO","NO","NO"
"816","OTOF",0.193,0.945046722008522,"NO","NO","NO"
"817","XPO1",0.193,0.94510957213982,"NO","NO","NO"
"818","DHTKD1",0.193,0.945172268603315,"NO","NO","NO"
"819","AHNAK2",0.194,0.945234830171667,"NO","NO","NO"
"820","PLA2G4D",0.194,0.945297239150827,"NO","NO","NO"
"821","PHLDA1",0.194,0.94535949609837,"NO","NO","NO"
"822","HNF1A",0.195,0.945421619581128,"NO","NO","NO"
"823","ATP6V0E1",0.195,0.94548359209552,"NO","NO","NO"
"824","AXDND1",0.933,0.945545417028258,"NO","NO","NO"
"825","CCNA2",0.196,0.945607107065938,"NO","NO","NO"
"826","ZFYVE1",0.197,0.945668665401128,"NO","NO","NO"
"827","KRTCAP2",0.197,0.945730074864891,"NO","NO","NO"
"828","SLC6A2",0.198,0.945791353496268,"NO","NO","NO"
"829","UTP20",0.198,0.945852484290176,"NO","NO","NO"
"830","DPF3",0.199,0.945913485114516,"NO","NO","NO"
"831","ETV1",0.2,0.94597435631618,"NO","NO","NO"
"832","CYC1",0.2,0.94603508119284,"NO","NO","NO"
"833","TRPM3",0.2,0.946095660271477,"NO","NO","NO"
"834","TPH1",0.2,0.946156094076544,"NO","NO","NO"
"835","CDH20",0.201,0.94621640011772,"NO","NO","NO"
"836","CUL5",0.201,0.94627656188607,"NO","NO","NO"
"837","RICTOR",0.936,0.946336591904614,"NO","NO","NO"
"838","CAP2",0.202,0.94639648347031,"NO","NO","NO"
"839","RGS14",0.202,0.946456232267077,"NO","NO","NO"
"840","HJURP",0.202,0.946515838804804,"NO","NO","NO"
"841","SPDL1",0.202,0.946575303590955,"NO","NO","NO"
"842","ZNF589",0.203,0.946634643742696,"NO","NO","NO"
"843","SLC25A18",0.203,0.946693843111158,"NO","NO","NO"
"844","AURKA",0.203,0.946752902196756,"NO","NO","NO"
"845","TMEM123",0.203,0.946811821497537,"NO","NO","NO"
"846","FHL5",0.204,0.94687061792815,"NO","NO","NO"
"847","KIAA0319",0.204,0.946929275524216,"NO","NO","NO"
"848","RBM28",0.205,0.946987811044118,"NO","NO","NO"
"849","ZBTB25",0.205,0.947046208671158,"NO","NO","NO"
"850","KCNQ4",0.206,0.947104485009516,"NO","NO","NO"
"851","CEP290",0.206,0.947162624388208,"NO","NO","NO"
"852","ZBTB34",0.206,0.947220627289485,"NO","NO","NO"
"853","MYCBP2",0.207,0.947278510144373,"NO","NO","NO"
"854","BACE2",0.207,0.947336257442223,"NO","NO","NO"
"855","SLC35D2",0.207,0.947393869658675,"NO","NO","NO"
"856","QKI",0.207,0.947451347267145,"NO","NO","NO"
