"","Gene","meta.pvalue","FDR","seed.gene","DAWN.gene","SCHEMA.FDR.gene"
"84","BSN",0.00505,0.116307187505888,"YES","NO","NO"
"85","ATF2",0.00267,0.118000476832219,"YES","NO","NO"
"86","FBXO16",0.0027,0.119673019085183,"YES","NO","NO"
"87","RBM4",0.00291,0.121432985122668,"YES","NO","NO"
"88","C16orf87",0.003,0.123204746149339,"YES","NO","NO"
"89","PSMD11",0.00304,0.124959174448113,"YES","NO","NO"
"90","SATB1",0.00306,0.126685669294741,"YES","NO","NO"
"91","WDTC1",0.00309,0.128390541664188,"YES","NO","NO"
"92","TACC1",0.0031,0.130063713365503,"YES","NO","NO"
"93","AP3D1",0.00313,0.131716756721159,"YES","NO","NO"
"94","CSTL1",0.00321,0.133376038260317,"YES","NO","NO"
"95","CAMTA1",0.00327,0.135030731747461,"YES","NO","NO"
"96","EPHB2",0.00341,0.136719790316975,"YES","NO","NO"
"97","COL24A1",0.00341,0.138374022936602,"YES","NO","NO"
"98","PPRC1",0.0035,0.140036988230486,"YES","NO","NO"
"99","KIF3C",0.00352,0.141675618221987,"YES","NO","NO"
"100","JARID2",0.00365,0.143340317864213,"YES","NO","NO"
"101","PIK3R4",0.00367,0.144980904869251,"YES","NO","NO"
"102","PTK2",0.00374,0.146619775148061,"YES","NO","NO"
"103","ARHGEF4",0.00376,0.148235375666817,"YES","NO","NO"
"104","NELFCD",0.00383,0.149849339893736,"YES","NO","NO"
"105","PAX4",0.00385,0.151440831286279,"YES","NO","NO"
"106","GOLGB1",0.00407,0.153090714315145,"YES","NO","NO"
"107","ARHGAP12",0.0041,0.154721472664824,"YES","NO","NO"
"108","NOL6",0.00418,0.156352722031521,"YES","NO","NO"
"109","CYP11B1",0.00422,0.157969106984224,"YES","NO","NO"
"110","RNFT1",0.00423,0.159559821556362,"YES","NO","NO"
"111","AXL",0.00442,0.16119085816354,"YES","NO","NO"
"112","KHDRBS2",0.00444,0.162799855294802,"YES","NO","NO"
"113","DNAJC2",0.00446,0.164387377690441,"YES","NO","NO"
"114","ATP2B1",0.00448,0.165953970392299,"YES","NO","NO"
"115","LRP5",0.00451,0.16750357300989,"YES","NO","NO"
"116","ZNFX1",0.00452,0.169029837462346,"YES","NO","NO"
"117","RAC3",0.00461,0.170559949354588,"YES","NO","NO"
"118","DLAT",0.00465,0.172077198514013,"YES","NO","NO"
"119","PSMG3",0.0047,0.17358504716093,"YES","NO","NO"
"120","SLC31A1",0.00472,0.175074119840494,"YES","NO","NO"
"121","CTNNAL1",0.0088,0.176554130742301,"YES","NO","NO"
"122","ZNF8",0.00886,0.178020674660314,"YES","NO","NO"
"123","AKT1",0.00485,0.179477248127361,"YES","NO","NO"
"124","NFIC",0.00488,0.180919357453005,"YES","NO","NO"
"125","RANBP9",0.00492,0.18235027837912,"YES","NO","NO"
"126","C17orf58",0.00494,0.183764357752432,"YES","NO","NO"
"127","RBP2",0.00923,0.185179377004842,"YES","NO","NO"
"128","ADCY5",0.00505,0.186580769871004,"YES","NO","NO"
"129","TAF15",0.00508,0.187968883140096,"YES","NO","NO"
"130","AARS2",0.00511,0.189343989817964,"YES","NO","NO"
"131","LIN7A",0.00513,0.190703607697457,"YES","NO","NO"
"132","KCNV1",0.00516,0.192050793466426,"YES","NO","NO"
"133","MLLT1",0.00518,0.193383107491671,"YES","NO","NO"
"134","MYO5A",0.00518,0.194695536232958,"YES","NO","NO"
"135","TBKBP1",0.00519,0.195991169791973,"YES","NO","NO"
"136","SMAD9",0.0053,0.197296439958412,"YES","NO","NO"
"137","FBXO34",0.00535,0.198595466751625,"YES","NO","NO"
"138","SMARCAD1",0.00549,0.199910848048169,"YES","NO","NO"
"139","NPSR1",0.00556,0.201224535015631,"YES","NO","NO"
"140","UBXN7",0.00565,0.202541232037712,"YES","NO","NO"
"141","SNX9",0.00569,0.203848784827429,"YES","NO","NO"
"142","AMER3",0.00573,0.205147339719657,"YES","NO","NO"
"143","PPAN",0.00574,0.206430063905378,"YES","NO","NO"
"144","ANKRD11",0.0183,0.207699486517989,"NO","NO","NO"
"145","KLHL3",0.00582,0.208965205454739,"YES","NO","NO"
"146","ZNF366",0.00586,0.210222600872166,"YES","NO","NO"
"147","DSCAM",0.00607,0.211509191335827,"YES","NO","NO"
"148","SRCAP",0.0192,0.212782641720437,"NO","NO","NO"
"149","TSPYL5",0.00617,0.214056133888427,"YES","NO","NO"
"150","STRBP",0.00628,0.215335690697292,"YES","NO","NO"
"151","BRSK2",0.0063,0.216602430342898,"YES","NO","NO"
"152","NEIL3",0.0064,0.217872877204462,"YES","NO","NO"
"153","ANK2",0.00647,0.219140747751039,"YES","NO","NO"
"154","SRRM1",0.0117,0.220393605753686,"NO","NO","NO"
"155","GTF3C4",0.00662,0.221658161782187,"YES","NO","NO"
"156","MAPK4",0.00674,0.222929448768438,"YES","NO","NO"
"157","SLC12A2",0.00675,0.224186426976192,"YES","NO","NO"
"158","SLC36A1",0.00678,0.225433103621042,"YES","NO","NO"
"159","ABLIM2",0.00686,0.226678873044545,"YES","NO","NO"
"160","AKAP12",0.00713,0.227957680256019,"YES","NO","NO"
"161","GMEB1",0.00714,0.229222363775097,"YES","NO","NO"
"162","ZYG11B",0.00715,0.230473183265943,"YES","NO","NO"
"163","ENTPD4",0.00718,0.231713859918916,"YES","NO","NO"
"164","CSTF3",0.00722,0.232946277715289,"YES","NO","NO"
"165","C22orf39",0.00726,0.234170557647602,"YES","NO","NO"
"166","SPAG5",0.00728,0.235383456199573,"YES","NO","NO"
"167","RABIF",0.00735,0.236593493932976,"YES","NO","NO"
"168","POLR2K",0.00744,0.237803909329564,"YES","NO","NO"
"169","INTS6",0.00748,0.239006487050827,"YES","NO","NO"
"170","MAP7",0.00749,0.240196524732689,"YES","NO","NO"
"171","SLC52A2",0.00757,0.241385372183177,"YES","NO","NO"
"172","TERF1",0.00767,0.242576066584713,"YES","NO","NO"
"173","DEXI",0.00782,0.243776067277506,"YES","NO","NO"
"174","CTBP1",0.00789,0.244972860077345,"YES","NO","NO"
"175","SPHK2",0.00801,0.246173845102164,"YES","NO","NO"
"176","KLHL5",0.00806,0.247368522984498,"YES","NO","NO"
"177","PKN2",0.0081,0.248555514609294,"YES","NO","NO"
"178","DCAF5",0.00811,0.249730610716209,"YES","NO","NO"
"179","KLHL1",0.00814,0.250896868944987,"YES","NO","NO"
"180","ZNF547",0.00831,0.25207411509927,"YES","NO","NO"
"181","AMOTL1",0.00843,0.253254924990674,"YES","NO","NO"
"182","NRXN2",0.00867,0.254455150739335,"YES","NO","NO"
"183","IL7R",0.00871,0.255647556537496,"YES","NO","NO"
"184","RFX1",0.00871,0.25682700140307,"YES","NO","NO"
"185","ARSD",0.00875,0.257998915565684,"YES","NO","NO"
"186","NLGN4X",0.00876,0.259159523412453,"YES","NO","NO"
"187","XIRP2",0.00888,0.260323079331057,"YES","NO","NO"
"188","USP13",0.00889,0.261475522466193,"YES","NO","NO"
"189","ZNF777",0.009,0.262629539179766,"YES","NO","NO"
"190","MCHR2",0.00906,0.26377881983307,"YES","NO","NO"
"191","RADIL",0.00927,0.264941549675492,"YES","NO","NO"
"192","ESYT1",0.0164,0.266098004186003,"NO","NO","NO"
"193","PPP3CA",0.0094,0.267252038232725,"YES","NO","NO"
"194","CSDE1",0.00942,0.268396511348771,"YES","NO","NO"
"195","GRIK3",0.00949,0.269537348329082,"YES","NO","NO"
"196","PPCS",0.00955,0.270673412765499,"YES","NO","NO"
"197","EZR",0.00957,0.271800213272214,"YES","NO","NO"
"198","ATL1",0.00958,0.272916759559473,"YES","NO","NO"
"199","ELL2",0.0171,0.274040868906375,"NO","NO","NO"
"200","ARHGEF7",0.0101,0.275191747178336,"NO","NO","NO"
"201","RFX4",0.0102,0.276341731222511,"NO","NO","NO"
"202","RNF208",0.0182,0.277503879510882,"NO","NO","NO"
"203","KIF3A",0.0105,0.278661968162668,"NO","NO","NO"
"204","ZNF638",0.0106,0.279818754010908,"NO","NO","NO"
"205","EMX2",0.011,0.281003431449201,"NO","NO","NO"
"206","OR1L8",0.0194,0.282192960254089,"NO","NO","NO"
"207","SCAI",0.0112,0.283373643635935,"NO","NO","NO"
"208","AZGP1",0.0113,0.284552274591241,"NO","NO","NO"
"209","TAOK2",0.0115,0.285737914484745,"NO","NO","NO"
"210","SYNGR4",0.0115,0.28691226256974,"NO","NO","NO"
"211","TGOLN2",0.0115,0.288075479393265,"NO","NO","NO"
"212","ZNF793",0.0117,0.28924546360175,"NO","NO","NO"
"213","MYH3",0.0119,0.290421840961029,"NO","NO","NO"
"214","TRIM67",0.0119,0.291587224139379,"NO","NO","NO"
"215","FNBP4",0.0121,0.292758714633162,"NO","NO","NO"
"216","ATG9B",0.0122,0.293927694489004,"NO","NO","NO"
"217","PACS1",0.0219,0.295129292541749,"NO","NO","NO"
"218","SEMA6D",0.0128,0.296324920909867,"NO","NO","NO"
"219","ZNF221",0.015,0.297668655973175,"NO","NO","NO"
"220","MKLN1",0.0152,0.299013388934679,"NO","NO","NO"
"221","ABCA1",0.0154,0.300358929318759,"NO","NO","NO"
"222","LARP1",0.0156,0.301705093854378,"NO","NO","NO"
"223","CACNA1E",0.0157,0.303045466452129,"NO","NO","NO"
"224","FAM111A",0.016,0.304392384781658,"NO","NO","NO"
"225","PIP5K1B",0.0161,0.305733393850926,"NO","NO","NO"
"226","TFDP2",0.0162,0.307068532802366,"NO","NO","NO"
"227","TMOD1",0.0167,0.308421189490532,"NO","NO","NO"
"228","PARP1",0.017,0.309779029817939,"NO","NO","NO"
"229","AKAP14",0.017,0.311125011277858,"NO","NO","NO"
"230","KRIT1",0.0177,0.312497506931607,"NO","NO","NO"
"231","ATXN1",0.0182,0.313884311557239,"NO","NO","NO"
"232","CAMTA2",0.0183,0.315264282433852,"NO","NO","NO"
"233","BMPR2",0.0183,0.31663240806689,"NO","NO","NO"
"234","EIF4G1",0.0185,0.317998904494263,"NO","NO","NO"
"235","THBS4",0.0185,0.319353771164808,"NO","NO","NO"
"236","GRHL3",0.019,0.320721588660665,"NO","NO","NO"
"237","AGAP2",0.0192,0.322087395991191,"NO","NO","NO"
"238","MYNN",0.032,0.323442180945609,"NO","NO","NO"
"239","PYGL",0.0196,0.324803753875123,"NO","NO","NO"
"240","IL5RA",0.0196,0.326153980363557,"NO","NO","NO"
"241","FLRT1",0.0332,0.327510708003146,"NO","NO","NO"
"242","ANP32E",0.0336,0.328867744726444,"NO","NO","NO"
"243","ROR1",0.0336,0.330213612423213,"NO","NO","NO"
"244","CHD2",0.0205,0.331558981872789,"NO","NO","NO"
"245","CA6",0.0208,0.332906027961851,"NO","NO","NO"
"246","STEAP2",0.0347,0.334249454781277,"NO","NO","NO"
"247","RUNX1",0.021,0.335582956643748,"NO","NO","NO"
"248","PI4KA",0.0214,0.336921880029017,"NO","NO","NO"
"249","DSCAML1",0.0378,0.338311953224704,"NO","NO","NO"
"250","PARD3B",0.0232,0.339697335874529,"NO","NO","NO"
"251","SCN2A",0.0232,0.341071679618777,"NO","NO","NO"
"252","LMTK3",0.0235,0.342445766304705,"NO","NO","NO"
"253","HELLS",0.0235,0.34380899064529,"NO","NO","NO"
"254","SLC5A7",0.0236,0.345164967091886,"NO","NO","NO"
"255","DHX58",0.0236,0.346510308429096,"NO","NO","NO"
"256","SKA3",0.0389,0.347850381244738,"NO","NO","NO"
"257","ABCA3",0.0391,0.349184543942834,"NO","NO","NO"
"258","ABHD12B",0.0246,0.350532042481321,"NO","NO","NO"
"259","ATP2B2",0.0402,0.351869717486014,"NO","NO","NO"
"260","ZNF512B",0.0248,0.353202950883538,"NO","NO","NO"
"261","FAM135A",0.0252,0.354538586048341,"NO","NO","NO"
"262","CDKAL1",0.0254,0.355870218595395,"NO","NO","NO"
"263","MYLK3",0.0258,0.357203885108186,"NO","NO","NO"
"264","DMXL2",0.026,0.358533418065369,"NO","NO","NO"
"265","ILDR2",0.0264,0.359864642156138,"NO","NO","NO"
"266","GPR148",0.0268,0.361197318486441,"NO","NO","NO"
"267","TNR",0.0274,0.362536742954309,"NO","NO","NO"
"268","RMI2",0.0274,0.363866171717194,"NO","NO","NO"
"269","PTPRH",0.0277,0.365193847479417,"NO","NO","NO"
"270","MGAT3",0.0278,0.366514364190902,"NO","NO","NO"
"271","NCALD",0.028,0.367830430288225,"NO","NO","NO"
"272","ZCCHC14",0.0457,0.369144903697739,"NO","NO","NO"
"273","GLI3",0.0465,0.37046353294815,"NO","NO","NO"
"274","C6orf15",0.0291,0.371778745842035,"NO","NO","NO"
"275","CHD3",0.0737,0.373099185788358,"NO","NO","NO"
"276","TLE4",0.0298,0.374412291430477,"NO","NO","NO"
"277","KLHL26",0.0306,0.375734619669862,"NO","NO","NO"
"278","MKI67",0.0308,0.377051994018166,"NO","NO","NO"
"279","PDZD2",0.161,0.37836950978893,"NO","NO","NO"
"280","MLXIP",0.0783,0.379693251716053,"NO","NO","NO"
"281","BORA",0.032,0.381008746531288,"NO","NO","NO"
"282","ADAP1",0.0329,0.382333701658181,"NO","NO","NO"
"283","BMPR1B",0.0528,0.383654262101397,"NO","NO","NO"
"284","PAPSS1",0.0333,0.384968644756289,"NO","NO","NO"
"285","F8",0.0335,0.386277777394851,"NO","NO","NO"
"286","OVOL2",0.0336,0.387579723185772,"NO","NO","NO"
"287","ROS1",0.0337,0.388874549353351,"NO","NO","NO"
"288","PROK2",0.0539,0.390164252875704,"NO","NO","NO"
"289","PPARGC1A",0.0339,0.39144503125987,"NO","NO","NO"
"290","UNC79",0.0341,0.39272078864517,"NO","NO","NO"
"291","CUL4B",0.0343,0.393991546557719,"NO","NO","NO"
"292","SNX10",0.0354,0.395273734203343,"NO","NO","NO"
"293","KIF1A",0.0357,0.396552493644673,"NO","NO","NO"
"294","PLBD2",0.0359,0.39782605715334,"NO","NO","NO"
"295","GPR171",0.0364,0.399099597738888,"NO","NO","NO"
"296","ZNF70",0.0366,0.400367920525369,"NO","NO","NO"
"297","ARMC12",0.037,0.40163437752438,"NO","NO","NO"
"298","C1orf116",0.037,0.402892334811988,"NO","NO","NO"
"299","STRN4",0.0372,0.404145155477874,"NO","NO","NO"
"300","GRM1",0.0372,0.405389624005988,"NO","NO","NO"
"301","DYSF",0.0375,0.406630661999419,"NO","NO","NO"
"302","CDCA7",0.0378,0.407868249707913,"NO","NO","NO"
"303","PHLDB1",0.0386,0.409110086996062,"NO","NO","NO"
"304","NTS",0.0386,0.410343754302053,"NO","NO","NO"
"305","DLGAP1",0.0386,0.411569331986364,"NO","NO","NO"
"306","UBTF",0.0392,0.412795887746154,"NO","NO","NO"
"307","MYO3A",0.0618,0.41401699785184,"NO","NO","NO"
"308","OR6B1",0.0402,0.415242101098163,"NO","NO","NO"
"309","LRRC4",0.0405,0.416463498936062,"NO","NO","NO"
"310","CCSER1",0.0407,0.417679798951888,"NO","NO","NO"
"311","ANKRD13B",0.0642,0.418893100540888,"NO","NO","NO"
"312","AKAP1",0.0418,0.420108677808293,"NO","NO","NO"
"313","CAMK2A",0.0421,0.42132043037053,"NO","NO","NO"
"314","SENP7",0.0421,0.422524464763581,"NO","NO","NO"
"315","NLRC3",0.0426,0.423727294365716,"NO","NO","NO"
"316","RAI1",0.0432,0.424930071011966,"NO","NO","NO"
"317","BBS10",0.0432,0.426125259162026,"NO","NO","NO"
"318","ARSJ",0.0685,0.42732362616713,"NO","NO","NO"
"319","ATP1B1",0.0443,0.428517158939316,"NO","NO","NO"
"320","SEMA3F",0.0443,0.429703232131675,"NO","NO","NO"
"321","ROBO1",0.045,0.430890102679924,"NO","NO","NO"
"322","HAAO",0.0459,0.43207982281966,"NO","NO","NO"
"323","HOPX",0.046,0.433263290135134,"NO","NO","NO"
"324","AFF3",0.0465,0.434444950687914,"NO","NO","NO"
"325","TOP2B",0.0468,0.435622586393212,"NO","NO","NO"
"326","SEMA5B",0.0471,0.43679620335928,"NO","NO","NO"
"327","ANK3",0.0473,0.437964756133556,"NO","NO","NO"
"328","CYP2C18",0.0474,0.439127232298329,"NO","NO","NO"
"329","SECISBP2L",0.0475,0.440283683952922,"NO","NO","NO"
"330","TRA2B",0.0479,0.441437250335664,"NO","NO","NO"
"331","CCND2",0.048,0.442584866221659,"NO","NO","NO"
"332","EIF4A2",0.0483,0.443728599541608,"NO","NO","NO"
"333","TMEM53",0.0485,0.444867462338597,"NO","NO","NO"
"334","LTBP1",0.0489,0.446003454051265,"NO","NO","NO"
"335","ANXA6",0.0754,0.447133386130282,"NO","NO","NO"
"336","EPM2AIP1",0.049,0.448256845809097,"NO","NO","NO"
"337","CHIC2",0.0492,0.449375570587099,"NO","NO","NO"
"338","DGKI",0.0492,0.450487675691858,"NO","NO","NO"
"339","CACNA1B",0.0493,0.451594175819946,"NO","NO","NO"
"340","RASGEF1A",0.0502,0.452702616372593,"NO","NO","NO"
"341","ERBB2",0.0507,0.453809137131912,"NO","NO","NO"
"342","NUF2",0.0507,0.454909187009597,"NO","NO","NO"
"343","ZZEF1",0.0513,0.456008198120329,"NO","NO","NO"
"344","GABRA2",0.0514,0.457101703595047,"NO","NO","NO"
"345","TIMP2",0.0796,0.45819394049058,"NO","NO","NO"
"346","PPM1L",0.052,0.459280026340707,"NO","NO","NO"
"347","CSNK1G3",0.052,0.460359852330026,"NO","NO","NO"
"348","CHERP",0.0521,0.461434328191856,"NO","NO","NO"
"349","LRP1",0.0527,0.462507713871491,"NO","NO","NO"
"350","POT1",0.0529,0.463576630449723,"NO","NO","NO"
"351","SOX5",0.0815,0.464643137021653,"NO","NO","NO"
"352","RBM47",0.0823,0.465708240006179,"NO","NO","NO"
"353","IQSEC1",0.054,0.466767912595958,"NO","NO","NO"
"354","NUP37",0.0542,0.467823182999463,"NO","NO","NO"
"355","SHISA2",0.0554,0.468881801542697,"NO","NO","NO"
"356","AGK",0.0555,0.469935230862118,"NO","NO","NO"
"357","STK17A",0.0557,0.470984264113495,"NO","NO","NO"
"358","PACSIN1",0.0558,0.472028184316605,"NO","NO","NO"
"359","CDK2",0.0561,0.473068512427249,"NO","NO","NO"
"360","PDLIM3",0.0857,0.474105127352963,"NO","NO","NO"
"361","SIRPD",0.0575,0.475144016371531,"NO","NO","NO"
"362","PLEKHF1",0.0578,0.476179268990005,"NO","NO","NO"
"363","MMP3",0.0578,0.477208817737303,"NO","NO","NO"
"364","UPF1",0.058,0.478234094581585,"NO","NO","NO"
"365","TEX13B",0.0586,0.4792578519159,"NO","NO","NO"
"366","ZBTB4",0.0586,0.480276014947841,"NO","NO","NO"
"367","SPTA1",0.0587,0.481289302303462,"NO","NO","NO"
"368","KLC1",0.0595,0.482302386281416,"NO","NO","NO"
"369","GRIN2B",0.0901,0.483310499138777,"NO","NO","NO"
"370","BLOC1S6",0.0598,0.484314593267363,"NO","NO","NO"
"371","NBEA",0.0601,0.485315202651237,"NO","NO","NO"
"372","KCNH3",0.0604,0.486312340056101,"NO","NO","NO"
"373","ATG4C",0.0605,0.487304761686993,"NO","NO","NO"
"374","BPIFB6",0.0607,0.488293129491486,"NO","NO","NO"
"375","CAMK2B",0.0611,0.489278706031049,"NO","NO","NO"
"376","MAS1L",0.0621,0.490265111046753,"NO","NO","NO"
"377","TNIK",0.0623,0.491247475228265,"NO","NO","NO"
"378","CEP97",0.0631,0.492229336247741,"NO","NO","NO"
"379","LMAN2",0.0636,0.493208893622566,"NO","NO","NO"
"380","SLC4A7",0.0638,0.494184433216025,"NO","NO","NO"
"381","HDAC5",0.0646,0.495159333662241,"NO","NO","NO"
"382","PTPRE",0.0646,0.496129129917639,"NO","NO","NO"
"383","TBX6",0.065,0.497096057487087,"NO","NO","NO"
"384","RAPH1",0.0651,0.498058492984214,"NO","NO","NO"
"385","DHX29",0.0654,0.499017548442207,"NO","NO","NO"
"386","HDAC3",0.0658,0.49997376979686,"NO","NO","NO"
"387","ARL8B",0.0659,0.5009255785158,"NO","NO","NO"
"388","DLGAP5",0.0989,0.501873171761214,"NO","NO","NO"
"389","IL1R2",0.0666,0.502818852136642,"NO","NO","NO"
"390","FOXP2",0.0667,0.503760197547219,"NO","NO","NO"
"391","RHOBTB2",0.0673,0.50469978161188,"NO","NO","NO"
"392","MAT2B",0.0673,0.505634571880292,"NO","NO","NO"
"393","TET3",0.0678,0.506567102789079,"NO","NO","NO"
"394","REV3L",0.0684,0.507497849987194,"NO","NO","NO"
"395","INPP4A",0.0692,0.508427741875066,"NO","NO","NO"
"396","MGAM",0.0695,0.509354361178383,"NO","NO","NO"
"397","SLC38A4",0.0697,0.510277253550091,"NO","NO","NO"
"398","C5",0.104,0.51119599164912,"NO","NO","NO"
"399","MAMLD1",0.0699,0.512110574368236,"NO","NO","NO"
"400","RPRD2",0.07,0.513021047341662,"NO","NO","NO"
"401","TOR1B",0.0707,0.513930182801518,"NO","NO","NO"
"402","FBXL16",0.0715,0.514838383026778,"NO","NO","NO"
"403","ARHGAP1",0.0715,0.515742076054891,"NO","NO","NO"
"404","ZFP36L1",0.0716,0.51664173690831,"NO","NO","NO"
"405","MC5R",0.0718,0.51753783282774,"NO","NO","NO"
"406","MEIS2",0.107,0.518430530169268,"NO","NO","NO"
"407","TOX",0.0721,0.519319130246809,"NO","NO","NO"
"408","LDHAL6A",0.0725,0.520205092972495,"NO","NO","NO"
"409","OR51S1",0.0726,0.521087149459518,"NO","NO","NO"
"410","ADCY1",0.109,0.521968785051418,"NO","NO","NO"
"411","VIM",0.0741,0.522848502345409,"NO","NO","NO"
"412","SCRN1",0.11,0.523724645338152,"NO","NO","NO"
"413","LYST",0.0747,0.52459827744388,"NO","NO","NO"
"414","SPACA1",0.0755,0.525470865677983,"NO","NO","NO"
"415","SLC4A8",0.0762,0.52634197499606,"NO","NO","NO"
"416","ANGPTL7",0.0764,0.527209665563881,"NO","NO","NO"
"417","DOCK3",0.113,0.528073639752126,"NO","NO","NO"
"418","NFIX",0.0774,0.52893681319594,"NO","NO","NO"
"419","PKP4",0.0781,0.529798455059172,"NO","NO","NO"
