"","Gene","p.value","FDR","indicator"
"1748","MAML3",0.581,0.870059899417281,0
"1747","ENOPH1",0.581,0.870131460261147,0
"1749","COG3",0.582,0.870202950303795,0
"1750","CAMK1D",0.582,0.870274359839638,0
"1751","PRR11",0.582,0.870345689004591,0
"1991","MGST3",0.665,0.870416941607678,0
"1752","BRIP1",0.583,0.870488120192028,0
"1753","COL4A5",0.583,0.87055921880044,0
"1755","CDCA3",0.584,0.870630247261866,0
"1756","ETFA",0.584,0.870701196005603,0
"1757","BPIFB2",0.584,0.870772065165779,0
"1754","ID2",0.584,0.870842854876224,0
"1759","PRDM5",0.585,0.870913574891872,0
"1758","DCHS1",0.585,0.870984215713774,0
"1760","ROR2",0.585,0.871054777474878,0
"1761","SPSB1",0.586,0.871125269862382,0
"1765","EDIL3",0.587,0.871195692942228,0
"1762","CHST9",0.587,0.871266037337068,0
"1763","CDH12",0.587,0.871336303178704,0
"1766","PPP1R12A",0.587,0.871406490598642,0
"1764","TST",0.587,0.871476599728094,0
"1772","AGTPBP1",0.588,0.871546640120369,0
"1768","CLCA2",0.588,0.87161660247321,0
"1771","CDCA5",0.588,0.871686486916972,0
"1773","HELZ",0.588,0.87175629358172,0
"1769","RCAN3",0.588,0.87182602259723,0
"1767","BCL9L",0.588,0.87189567409299,0
"2008","PPFIBP2",0.671,0.871965255833864,0
"1774","PRPF40A",0.59,0.872034771296625,0
"1777","SUCO",0.591,0.872104218838832,0
"1776","AGO2",0.591,0.872173589345495,0
"1778","PRKX",0.591,0.872242882944723,0
"1782","CLCNKB",0.592,0.872312108933628,0
"1781","RELA",0.592,0.872381258260309,0
"1780","CDCA4",0.592,0.872450331052041,0
"1789","GABRG3",0.593,0.87251933654177,0
"1784","CPN2",0.593,0.872588265740189,0
"1788","GNG11",0.593,0.872657118773749,0
"1783","CMTM6",0.593,0.872725895768618,0
"1787","FAM107A",0.593,0.87279459685069,0
"1785","KREMEN1",0.593,0.872863222145578,0
"1792","KDM2A",0.594,0.872931780806773,0
"1791","SMC1A",0.594,0.873000263921234,0
"1790","MCU",0.594,0.873068671613763,0
"1794","CLASP1",0.594,0.873137004008887,0
"1793","CSE1L",0.594,0.873205261230859,0
"1795","MIF",0.595,0.873273452359726,0
"1796","PPIL3",0.595,0.873341568553286,0
"1798","CDCA8",0.596,0.873409618834281,0
"1797","TRPC7",0.596,0.873477594416833,0
"1800","FGGY",0.597,0.873545504266778,0
"1801","HTN1",0.597,0.873613339654169,0
"1799","TBCB",0.597,0.873681100701408,0
"1802","TSPAN6",0.597,0.873748787530634,0
"1808","NDC1",0.598,0.873816409041019,0
"1810","FGR",0.598,0.873883956567257,0
"1811","UBAP2L",0.598,0.8739514302307,0
"1805","FGF23",0.598,0.874018830152435,0
"1804","NRG1",0.598,0.874086156453282,0
"1806","NPAS3",0.598,0.874153409253801,0
"1809","RHOBTB3",0.598,0.874220588674287,0
"1807","GRIK5",0.598,0.874287694834773,0
"1812","ITGA6",0.599,0.874354736548296,0
"1813","CSHL1",0.599,0.87442170523163,0
"1814","NPHP1",0.599,0.87448860100404,0
"1815","PUM1",0.6,0.874555432618179,0
"1816","ABCG8",0.6,0.874622191549757,0
"1819","VPS13D",0.601,0.874688886496424,0
"1818","NRDE2",0.601,0.87475550898796,0
"1817","CFTR",0.601,0.874822059142373,0
"2028","FAM217B",0.683,0.874888543641939,0
"1825","KRTAP13-1",0.603,0.874954966458586,0
"1823","ASXL1",0.603,0.875021317272179,0
"1826","GOLGA7",0.603,0.875087596199734,0
"1824","PRKD1",0.603,0.875153803358011,0
"1820","RBBP8",0.603,0.87521993886352,0
"1822","MOB1B",0.603,0.875286002832516,0
"1821","PDE1C",0.603,0.875351995381006,0
"2035","LGI4",0.685,0.875417924501081,0
"1827","GALNTL5",0.605,0.875483791288789,0
"1828","RPA1",0.605,0.875549586984442,0
"1829","CHEK2",0.606,0.875615319997417,0
"1831","TBPL2",0.606,0.875680982139219,0
"1832","SIM1",0.606,0.875746573524402,0
"1830","MXRA7",0.606,0.875812094267275,0
"1833","EZH2",0.607,0.875877552715231,0
"1834","CNTN4",0.607,0.875942940739898,0
"1841","STK33",0.608,0.876008266636483,0
"1835","HERC2",0.608,0.876073522327913,0
"1837","PDGFD",0.608,0.876138707927302,0
"1839","MINK1",0.608,0.876203823547517,0
"1836","PLTP",0.608,0.876268869301187,0
"1840","VSTM2L",0.608,0.876333845300698,0
"1842","MLC1",0.609,0.876398759771037,0
"1843","DCST2",0.609,0.876463604702576,0
"1845","MRPL32",0.61,0.876528388268968,0
"1846","SSUH2",0.61,0.876593102511051,0
"1847","MAPK8",0.611,0.876657755551498,0
"1849","DCST1",0.613,0.876722355370954,0
"1848","SALL1",0.613,0.876786886173509,0
"1851","KNTC1",0.613,0.876851348069708,0
"1850","SDCBP",0.613,0.87691574116986,0
"1853","STOML3",0.614,0.876980073450211,0
"1852","MDK",0.614,0.877044337146041,0
"1854","FGF3",0.615,0.877108540183968,0
"1855","PNPLA8",0.615,0.877172674848052,0
"1856","VPS13C",0.615,0.877236741247459,0
"1859","SLC12A5",0.616,0.877300747255154,0
"1858","SORBS1",0.616,0.87736468520755,0
"1857","ETNK1",0.616,0.877428555213132,0
"1861","NME1",0.616,0.877492357380152,0
"1860","DHH",0.616,0.877556091816635,0
"1863","SPC24",0.617,0.877619766333653,0
"1864","CENPE",0.617,0.877683373327323,0
"1862","LIMCH1",0.617,0.877746912904995,0
"1865","PDCL2",0.618,0.877810392824968,0
"1867","DOCK11",0.619,0.87787381314237,0
"1868","NIPAL1",0.619,0.877937166348324,0
"1869","POTEE",0.621,0.878000467630396,0
"1870","HDAC1",0.621,0.878063701997793,0
"1871","ABHD3",0.622,0.878126877030735,0
"1872","SYTL1",0.622,0.878189985352976,0
"1874","MCMDC2",0.622,0.878253027070128,0
"1873","KCNK16",0.622,0.878316002287579,0
"1876","SYDE1",0.623,0.878378918530343,0
"1877","FOXJ2",0.623,0.878441768475696,0
"1875","TEC",0.623,0.878504552228374,0
"2075","WNT7A",0.703,0.878567274111811,0
"2074","STON2",0.703,0.878629930006944,0
"1878","SHROOM3",0.624,0.87869252316547,0
"1880","TPR",0.625,0.878755057860553,0
"1882","PDLIM5",0.625,0.878817526867931,0
"1881","KLRF1",0.625,0.878879930291049,0
"1885","ZPLD1",0.626,0.8789422755041,0
"1883","L1CAM",0.626,0.879004555331506,0
"1886","STXBP3",0.627,0.879066777101934,0
"1889","ATF3",0.627,0.879128933684546,0
"1887","KIFAP3",0.627,0.879191025181731,0
"1888","MFAP4",0.627,0.879253051695665,0
"1890","PTGER3",0.628,0.879315020501855,0
"1892","BCAN",0.628,0.879376924521003,0
"1891","FAM124A",0.628,0.879438763854656,0
"1893","TUBA1C",0.629,0.87950054572953,0
"1894","OAF",0.629,0.87956226311393,0
"1897","BHMT2",0.63,0.879623923190044,0
"1898","MCM8",0.63,0.879685518969937,0
"1895","EDEM3",0.63,0.879747050554124,0
"1896","PIGK",0.63,0.879808518042911,0
"2278","KIF23",0.779,0.879869923186447,0
"1900","NAT2",0.631,0.879931269810118,0
"1902","PPP2R2B",0.632,0.879992559617397,0
"1903","CLEC7A",0.632,0.880053785713857,0
"1904","CA1",0.632,0.880114948198788,0
"1901","ZC3H3",0.632,0.880176047171274,0
"1908","SCAPER",0.633,0.880237089666453,0
"1906","NTRK1",0.633,0.880298068839542,0
"1909","IL22RA1",0.633,0.880358984789019,0
"1907","SYT3",0.633,0.880419837613161,0
"1905","SLC30A9",0.633,0.880480627410037,0
"2100","C1orf115",0.712,0.880541357531974,0
"1911","KRTAP5-11",0.634,0.880602028445199,0
"1912","NUP133",0.634,0.880662636617044,0
"1913","MYT1L",0.634,0.880723182144785,0
"1916","DIO2",0.635,0.880783671958672,0
"1915","NR2F1",0.635,0.880844099315342,0
"1917","KCNJ3",0.636,0.88090447110252,0
"1918","MID1IP1",0.636,0.880964780618644,0
"2107","MRPL47",0.715,0.881025033260844,0
"1920","EOMES",0.637,0.881085225266522,0
"1919","ZMYND8",0.637,0.881145355282494,0
"2108","SDC2",0.716,0.881205429377163,0
"1921","HLA-DRB5",0.638,0.881265442398293,0
"1923","USP21",0.639,0.881325400372255,0
"1922","CTNNA1",0.639,0.881385296724455,0
"1924","PGM3",0.64,0.881445138171722,0
"1928","TMEM108",0.641,0.88150492476466,0
"1926","DIS3L2",0.641,0.881564650006555,0
"1929","EXOC1",0.641,0.881624313991791,0
"1927","MYL6",0.641,0.881683916814561,0
"1925","DLEC1",0.641,0.881743458568865,0
"1931","PLSCR1",0.642,0.881802945882508,0
"1930","CLDN18",0.642,0.881862372308419,0
"1932","MYO6",0.642,0.881921737940032,0
"1938","SMURF1",0.643,0.881981049361128,0
"1935","NETO2",0.643,0.882040300167588,0
"1934","NPY1R",0.643,0.882099490452284,0
"1936","MYO18A",0.643,0.8821586203079,0
"1937","CTDSP2",0.643,0.882217689826928,0
"1940","PGM2",0.644,0.882276705542492,0
"1939","NGEF",0.644,0.882335661099325,0
"1941","PLA1A",0.645,0.882394562990669,0
"1942","PPEF1",0.645,0.882453404900454,0
"1945","PDE7B",0.646,0.882512193282303,0
"1944","IL1A",0.646,0.882570921859085,0
"1943","SMARCA4",0.646,0.882629590722011,0
"1946","GPX8",0.648,0.882688212569462,0
"1947","ATP2A2",0.648,0.882746774872121,0
"1949","RAD51B",0.649,0.882805283969673,0
"1948","MED25",0.649,0.882863733697263,0
"1951","NEK7",0.65,0.882922130355966,0
"1950","SRM",0.65,0.882980467818867,0
"1952","IKZF2",0.65,0.883038746175929,0
"1955","DUXA",0.651,0.883096971686565,0
"1954","TTC17",0.651,0.883155138264498,0
"1953","TTYH3",0.651,0.883213245999155,0
"1961","NFE2L1",0.652,0.883271301108588,0
"1960","NFATC4",0.652,0.883329297546864,0
"1959","BRCA1",0.652,0.883387235402879,0
"1958","ZNF143",0.652,0.88344511476535,0
"1956","SLCO4C1",0.652,0.883502935722813,0
"1957","CALR3",0.652,0.883560698363627,0
"1963","CLIC4",0.653,0.883618408855039,0
"1964","KIF20A",0.653,0.88367606119986,0
"1962","TWSG1",0.653,0.883733655485925,0
"1966","GATAD2B",0.654,0.883791197839793,0
"1965","ICA1",0.654,0.883848682303969,0
"1968","PCDH1",0.655,0.883906114967809,0
"1967","HLA-DRA",0.655,0.883963489910379,0
"1970","RNF133",0.655,0.884020807218653,0
"1971","SNCB",0.656,0.884078072941857,0
"1974","TG",0.657,0.884135287127248,0
"1972","LIMD1",0.657,0.884192443926295,0
"1973","PSMD4",0.657,0.884249543425292,0
"1976","SEMA3G",0.658,0.884306591600314,0
"1975","STK3",0.658,0.884363582641459,0
"1980","PLEKHA7",0.659,0.88442052248858,0
"1979","ACTL7B",0.659,0.884477405367371,0
"1978","PIK3C2B",0.659,0.884534231363282,0
"1977","ASAP1",0.659,0.884591000561597,0
"1981","NR2E1",0.66,0.884647718860027,0
"1983","NPTX2",0.662,0.884704392055891,0
"1982","CPNE3",0.662,0.88476100869168,0
"1987","TAF1",0.663,0.884817574567716,0
"1985","NFATC2IP",0.663,0.884874084047066,0
"1988","TSHB",0.663,0.884930537214031,0
"1986","MRPS21",0.663,0.884986934152741,0
"2157","ASPM",0.739,0.885043277908542,0
"1990","NFXL1",0.664,0.885099568313459,0
"1998","SYNDIG1",0.665,0.885155808376671,0
"1996","ABCC4",0.665,0.885211992535247,0
"1997","TOMM20",0.665,0.885268120872503,0
"1993","BPIFA3",0.665,0.88532419347159,0
"1992","ADAMTS18",0.665,0.885380210415491,0
"1994","ZP2",0.665,0.885436171787027,0
"1995","SLAMF8",0.665,0.885492077668854,0
"2000","MARK3",0.666,0.885547933736104,0
"1999","COX16",0.666,0.885603734472925,0
"2165","ITGA2",0.742,0.885659484927762,0
"2001","NCBP1",0.667,0.885715180803571,0
"2003","TMEM139",0.667,0.885770821589493,0
"2002","SULT4A1",0.667,0.885826407367224,0
"2004","MAPKAPK3",0.668,0.885881943737803,0
"2005","ARMC3",0.669,0.88593743074639,0
"2006","ACAA2",0.67,0.885992868438207,0
"2007","SPC25",0.67,0.886048251430771,0
"2178","CCNB2",0.745,0.886103581283544,0
"2010","ABHD4",0.672,0.886158865936749,0
"2009","GINS2",0.672,0.886214096122316,0
"2366","ACTL6A",0.812,0.886269278693785,0
"2013","COL11A1",0.675,0.886324416179166,0
"2014","RYK",0.675,0.886379499422063,0
"2012","MYH10",0.675,0.886434528502479,0
"2011","MCF2L",0.675,0.88648950350026,0
"2017","GATA5",0.677,0.886544435004408,0
"2016","TMCO1",0.677,0.886599312574826,0
"2018","NSUN7",0.677,0.886654136290906,0
"2015","CMYA5",0.677,0.886708906231884,0
"2376","CENPK",0.815,0.886763623975475,0
"2019","CAMSAP1",0.678,0.886818291804547,0
"2021","CDC25B",0.679,0.886872911263236,0
"2020","ABCA7",0.679,0.886927477252069,0
"2022","FLNA",0.679,0.886981989849523,0
"2024","COMMD6",0.68,0.887036454273188,0
"2023","SPRR4",0.68,0.887090865456946,0
"2026","P2RX1",0.681,0.887145228587049,0
"2025","DLG4",0.681,0.887199538628158,0
"2029","SLC8A1",0.683,0.887253805787044,0
"2027","FRMD4A",0.683,0.887308020002361,0
"2030","SPATA9",0.683,0.887362181351549,0
"2033","PSME4",0.684,0.887416294930625,0
"2031","HPSE2",0.684,0.887470355793112,0
"2032","TBC1D4",0.684,0.887524364016005,0
"2037","ZEB2",0.685,0.887578324662176,0
"2034","SORL1",0.685,0.887632232817446,0
"2036","HRC",0.685,0.887686088558369,0
"2039","RFX7",0.686,0.887739896914902,0
"2038","FAIM2",0.686,0.887793653004939,0
"2040","SLC28A3",0.687,0.887847361828288,0
"2042","SLC2A5",0.687,0.887901018532449,0
"2041","CMTM8",0.687,0.88795462319325,0
"2043","CHST14",0.688,0.88800818077802,0
"2044","MBD6",0.688,0.888061686465905,0
"2218","VHL",0.761,0.888115142330951,0
"2048","CALCRL",0.689,0.888168549309966,0
"2045","F3",0.689,0.888221904613142,0
"2047","NIPBL",0.689,0.888275208315445,0
"2046","MYBL2",0.689,0.888328460491695,0
"2049","TKTL2",0.69,0.888381666042462,0
"2223","ELF3",0.763,0.888434823535275,0
"2050","ZMIZ2",0.691,0.888487931192667,0
"2051","LRAT",0.692,0.888540992382853,0
"2231","ATP8A2",0.765,0.888594007038937,0
"2052","CACNA1A",0.693,0.888646970706504,0
"2053","USP34",0.693,0.888699883349342,0
"2055","ADARB1",0.694,0.888752749754221,0
"2056","KCNJ10",0.694,0.888805565277092,0
"2054","ZNF510",0.694,0.88885832999138,0
"2057","TKTL1",0.695,0.888911048652841,0
"3096","AREG",0.695,0.888963716647641,0
"2060","TOR1AIP2",0.696,0.889016338703116,0
"2058","AQP1",0.696,0.889068910233334,0
"2059","CDC42BPA",0.696,0.889121431311027,0
"2062","PROK1",0.697,0.889173906632932,0
"2064","NDUFB6",0.697,0.889226331642927,0
"2061","PLK4",0.697,0.889278706413334,0
"2063","VWA3B",0.697,0.889331031016336,0
"2067","EVL",0.698,0.889383310115942,0
"2066","DNMBP",0.698,0.889435539187701,0
"2065","SERPINI1",0.698,0.889487718303389,0
"2251","RFTN2",0.771,0.889539855959392,0
"2069","FBXW2",0.7,0.889591944470705,0
"2068","ZNF675",0.7,0.889643983231768,0
"2071","ADD2",0.701,0.889695976823578,0
"2070","TEP1",0.701,0.889747920803182,0
"2073","ATM",0.702,0.889799819724248,0
"2072","CLCN1",0.702,0.889851669170652,0
"2077","APOL5",0.703,0.889903473668904,0
"2079","FNDC3A",0.703,0.889955228829539,0
"2076","ITGB3",0.703,0.890006934723005,0
"2078","KRTAP20-1",0.703,0.890058591419618,0
"2080","STOML2",0.704,0.890110203414419,0
"2082","UBE2O",0.704,0.890161766348388,0
"2081","TRDN",0.704,0.890213280291447,0
"2083","ITIH4",0.705,0.890264749709624,0
"2085","AQP7",0.706,0.890316174644126,0
"2084","ACSL3",0.706,0.890367550788367,0
"2086","DR1",0.707,0.890418882557513,0
"2089","ZNF22",0.707,0.890470165670955,0
"2088","POGK",0.707,0.890521400197837,0
"2087","BBS9",0.707,0.890572586207174,0
"2090","MAK",0.708,0.890623728083486,0
"2091","ASIC5",0.708,0.890674821575809,0
"2092","CLCNKA",0.708,0.890725866752773,0
"2093","ZNF529",0.709,0.890776867970635,0
"2098","CD58",0.71,0.89082782527005,0
"2094","SDK1",0.71,0.890878734451148,0
"2095","PHYHD1",0.71,0.890929595582051,0
"2097","MCOLN3",0.71,0.890980408730754,0
"2096","PGAP1",0.71,0.891031173965126,0
"2099","C2CD3",0.711,0.891081895585476,0
"2286","GOLIM4",0.781,0.891132570997495,0
"2102","FCAR",0.712,0.891183201325894,0
"2101","EFNA2",0.712,0.891233784002219,0
"2103","TCERG1",0.713,0.891284323275772,0
"2104","LAMP5",0.713,0.891334815027677,0
"2105","PHC3",0.714,0.891385263481965,0
"2106","ARL6IP6",0.714,0.891435664544563,0
"2109","PDCD11",0.716,0.891486026525702,0
"2110","SCN4B",0.717,0.891536345329427,0
"2298","TRRAP",0.786,0.891586617609461,0
"2111","ABCC3",0.718,0.891636846136683,0
"2114","NUAK1",0.719,0.891687031631151,0
"2113","GLI2",0.719,0.891737170113445,0
"2112","RASGEF1C",0.719,0.891787261649595,0
"2115","NXN",0.72,0.891837310321236,0
"2119","SPATA6",0.72,0.891887312174663,0
"2116","ITPRIPL1",0.72,0.891937267275538,0
"2118","CALD1",0.72,0.891987175689404,0
"2117","SUSD2",0.72,0.892037037481678,0
"2121","SUZ12",0.721,0.892086856703791,0
"2120","TOP2A",0.721,0.892136629431063,0
"2124","AJUBA",0.722,0.892186359690867,0
"2123","PVR",0.722,0.89223604358213,0
"2122","GLG1",0.722,0.892285681169673,0
"2312","ADAMTSL3",0.791,0.892335276383712,0
"2126","OR8B12",0.723,0.892384825490968,0
"2125","MDGA2",0.723,0.892434328484582,0
"2127","ARID1A",0.724,0.892483789340367,0
"2129","TMEM106C",0.724,0.892533204207444,0
"2128","ATN1",0.724,0.892582573149922,0
"2131","TMED2",0.725,0.892631900118093,0
"2130","RAP1GAP",0.725,0.892681181285921,0
"2132","CLIC1",0.727,0.892730424423845,0
"2133","SMG6",0.727,0.892779621881677,0
"2134","ADRA2A",0.727,0.892828773722952,0
"2135","HTR1F",0.728,0.892877883829949,0
"2136","SMC6",0.728,0.892926948443563,0
"2138","ZNF507",0.729,0.892975971423045,0
"2137","ZNF679",0.729,0.893024949031885,0
"2140","GFOD2",0.73,0.893073885106443,0
"2139","SLC25A12",0.73,0.893122775932665,0
"2143","CSRP1",0.73,0.893171621573281,0
"2141","ASF1A",0.73,0.893220422090903,0
"2142","DCDC1",0.73,0.893269177548029,0
"2144","EAPP",0.731,0.893317891752728,0
"2147","CALN1",0.731,0.893366561018124,0
"2146","LRRC3",0.731,0.893415185406373,0
"2145","VCAM1",0.731,0.893463764979517,0
"2149","FBXO11",0.733,0.893512307220509,0
"2150","GRM3",0.734,0.893560808444033,0
"2151","NENF",0.735,0.893609268688134,0
"2154","DAND5",0.736,0.893657687990878,0
"2153","CENPF",0.736,0.893706062770125,0
"2152","ZBTB40",0.736,0.893754393087259,0
"2155","DNAH12",0.737,0.893802682620451,0
"2156","HAL",0.738,0.893850931407611,0
"2347","ADAMTS3",0.804,0.893899136645978,0
"2158","BBX",0.739,0.893947300498743,0
"2159","NCAPG2",0.739,0.893995420184747,0
"2163","DPP9",0.74,0.894043499318897,0
"2161","CRTC1",0.74,0.894091534404366,0
"2162","FAM81B",0.74,0.894139525501662,0
"2160","HACE1",0.74,0.89418747267118,0
"2164","PARVB",0.741,0.894235379502952,0
"2166","LIX1",0.742,0.894283246034474,0
"2167","PSD",0.742,0.89433106881231,0
"2169","TRIP13",0.743,0.894378851385783,0
"2168","TLCD1",0.743,0.894426590322202,0
"2171","CHI3L2",0.743,0.894474285681317,0
"2172","CRYGB",0.743,0.894521937522769,0
"2170","GLI1",0.743,0.894569545906089,0
"2173","PLEKHA6",0.744,0.894617114354501,0
"2174","CHRNA1",0.744,0.894664639460363,0
"2177","NMU",0.745,0.89471212472603,0
"2176","DIRC1",0.745,0.894759566764327,0
"2175","KIF5C",0.745,0.894806965634255,0
"2179","ZBED2",0.746,0.894854324815759,0
"2180","UBE2T",0.746,0.894901640943461,0
"2181","TBCEL",0.746,0.894948914076045,0
"2183","BACH2",0.747,0.894996147671197,0
"2182","HSD17B3",0.747,0.89504333838519,0
"2367","PTPN23",0.812,0.895090488479205,0
"2185","ENAM",0.748,0.895137596982191,0
"2188","MANEAL",0.748,0.895184662775745,0
"3097","ELAVL1",0.748,0.895231685917923,0
"2184","EXOC7",0.748,0.895278666466676,0
"2187","MRPL17",0.748,0.895325604479847,0
"2186","CCDC92",0.748,0.895372500015179,0
"2190","DTL",0.749,0.895419356481404,0
"2189","TRPS1",0.749,0.895466170581927,0
"2191","C3orf38",0.749,0.895512942374181,0
"2192","BCORL1",0.75,0.89555967524511,0
"2196","CLDN16",0.751,0.895606369230579,0
"2193","VDAC1",0.751,0.895653021073463,0
"2194","STAU2",0.751,0.895699630830787,0
"2195","GNAL",0.751,0.895746198559475,0
"2199","OBSCN",0.752,0.895792727604906,0
"2198","KIAA0513",0.752,0.895839214732278,0
"2197","HK3",0.752,0.895885659998212,0
"2200","CACNA2D2",0.753,0.89593206672671,0
"2201","UGDH",0.753,0.895978431703766,0
"2202","SH3GL3",0.754,0.896024758233708,0
"2203","OPRK1",0.755,0.896071046351924,0
"2204","DMTN",0.755,0.896117292881534,0
"2205","RASA2",0.755,0.896163497878563,0
"2386","NMNAT2",0.819,0.896209664502037,0
"2206","GPR39",0.756,0.896255789808142,0
"2207","DPP10",0.756,0.89630187374626,0
"2209","ABCA5",0.756,0.896347916372017,0
"2208","PHKA1",0.756,0.896393917740941,0
"2212","SYN3",0.758,0.896439884264272,0
"2211","CRYL1",0.758,0.896485809635835,0
"2210","HSPA4",0.758,0.89653169391087,0
"2387","OCIAD1",0.821,0.896577538253259,0
"2213","MYBBP1A",0.759,0.896623343648169,0
"2214","TCF20",0.759,0.896669108108856,0
"2389","PNPLA3",0.822,0.896714833398503,0
"2216","ARHGAP24",0.761,0.896760522394452,0
"2217","GUCY2D",0.761,0.896806170614858,0
"2215","VGLL2",0.761,0.896851778114282,0
"2222","NAPEPLD",0.762,0.896897348039329,0
"2219","MFGE8",0.762,0.896942877349469,0
"2221","LGALS1",0.762,0.896988366098977,0
"2220","RAD51",0.762,0.897033814342029,0
"2226","EHMT1",0.763,0.897079225203673,0
"2224","ROCK2",0.763,0.897124595664194,0
"2225","CCDC60",0.763,0.897169925777484,0
"2227","ITGB5",0.763,0.897215215597341,0
"2398","SLC1A3",0.825,0.897260465583262,0
"2229","PROSER1",0.764,0.897305678025664,0
"2230","BZW1",0.764,0.897350850332742,0
"2228","PHEX",0.764,0.897395982557915,0
"2234","MS4A5",0.765,0.897441077783573,0
"2232","RTF1",0.765,0.897486133031194,0
"2233","PJA2",0.765,0.897531148353917,0
"2236","CDON",0.766,0.897576126814457,0
"2235","CABIN1",0.766,0.89762106545343,0
"2237","KMO",0.767,0.89766596731542,0
"2239","NDST1",0.768,0.897710832434021,0
"2241","MYO9A",0.768,0.897755657884082,0
"2240","SHROOM1",0.768,0.897800443718191,0
"2238","ARHGEF3",0.768,0.897845189988842,0
"2512","CRYZ",0.879,0.897889897993581,0
"2243","PPP2R5A",0.769,0.897934568247415,0
"2244","AKAP9",0.769,0.897979199092116,0
"2242","CEP120",0.769,0.89802379057981,0
"2245","MAML2",0.769,0.898068342762535,0
"2250","NCAPD3",0.77,0.898112858625567,0
"2248","CTC1",0.77,0.898157335284844,0
"2246","FGD4",0.77,0.898201772792133,0
"2249","MYRF",0.77,0.898246171199108,0
"2247","SLC22A9",0.77,0.898290530557351,0
"2252","FAM114A1",0.771,0.898334853830347,0
"2254","CHRFAM7A",0.772,0.898379141050841,0
"2257","FABP3",0.772,0.898423389371712,0
"2253","TRIP10",0.772,0.898467598844189,0
"2256","BEND6",0.772,0.898511769519411,0
"2255","CMTM3",0.772,0.898555901448427,0
"2259","UBE3A",0.773,0.898599997557026,0
"2258","PPP1R12B",0.773,0.898644055018729,0
"2260","CDCA7L",0.773,0.89868807388432,0
"2262","LYSMD3",0.774,0.898732057060924,0
"2263","PDS5A",0.774,0.898776001740218,0
"2261","SYT9",0.774,0.898819907972723,0
"2265","SLC18A2",0.775,0.898863778647018,0
"2264","ATP13A5",0.775,0.898907610972822,0
"2419","CDC14A",0.835,0.898951405445996,0
"2269","GPR65",0.776,0.898995164045292,0
"2267","NT5C3A",0.776,0.899038884444153,0
"2266","ARHGAP27",0.776,0.899082566692579,0
"2268","UGT2B7",0.776,0.899126210840483,0
"2271","SLC22A12",0.777,0.899169819738396,0
"2274","GHSR",0.777,0.899213390632912,0
"2273","ASF1B",0.777,0.899256923573688,0
"2270","APOL1",0.777,0.899300418610292,0
"2272","SPTBN1",0.777,0.899343875792208,0
"2275","HIP1R",0.778,0.899387297949191,0
"2277","KCNQ2",0.778,0.899430682347777,0
"2276","SUPT6H",0.778,0.899474029037193,0
"2427","DENND4A",0.838,0.899517340237869,0
"2280","HPCA",0.78,0.899560617163979,0
"2279","MATN3",0.78,0.899603856523313,0
"2281","MADD",0.781,0.899647061095628,0
"2282","ABCA10",0.781,0.899690228196501,0
"2283","MIB1",0.781,0.89973335787466,0
"2284","CNEP1R1",0.781,0.899776450178747,0
"2285","PHYH",0.781,0.899819505157322,0
"2287","BRD2",0.782,0.899862525569889,0
"2288","RAB3GAP2",0.782,0.899905508751462,0
"2291","CHRNG",0.782,0.899948454750352,0
"2289","ABHD10",0.782,0.899991363614786,0
"2290","SEMA4A",0.782,0.900034235392907,0
"2293","PRKAR2B",0.783,0.90007707282412,0
"2292","NUDT8",0.783,0.900119873262733,0
"3098","SHOC2",0.783,0.900162636756643,0
"2294","DPYS",0.783,0.900205363353664,0
"2295","KAT6A",0.784,0.900248055774493,0
"2297","UPP1",0.786,0.900290716694194,0
"2296","ACVR1B",0.786,0.900333340853086,0
"2300","ATRN",0.788,0.900375933542662,0
"2299","CHI3L1",0.788,0.90041848956182,0
"2302","IL6ST",0.789,0.900461011557522,0
"2303","CLSPN",0.789,0.900503496975163,0
"2301","AGO4",0.789,0.900545945861921,0
"2306","SLC25A45",0.79,0.900588360847852,0
"2307","PGM1",0.79,0.900630739394791,0
"2304","UFSP2",0.79,0.900673081549677,0
"2308","ITGAX",0.79,0.900715387359365,0
"2309","TPM2",0.79,0.900757656870632,0
"2305","CORIN",0.79,0.900799890130175,0
"2314","CACNG2",0.791,0.90084208974771,0
"2313","TOP1MT",0.791,0.900884253204477,0
"2311","BCL2",0.791,0.900926380546933,0
"2310","PCDHB15",0.791,0.900968471821459,0
"2317","DHRS7B",0.792,0.901010529619939,0
"2316","KIF22",0.792,0.901052551440833,0
"2319","MOV10",0.792,0.901094537330284,0
"2315","CENPQ",0.792,0.90113648733436,0
"2318","OR10K1",0.792,0.901178401499048,0
"2320","RASA1",0.793,0.901220282397362,0
"2321","DIAPH3",0.793,0.90126212754587,0
"2323","SAMD4B",0.793,0.901303936990326,0
"2322","ZNF335",0.793,0.901345710776407,0
"2324","ANKRD55",0.794,0.901387451459549,0
"2329","MCM6",0.795,0.90142915906917,0
"2327","SLC1A7",0.795,0.901470831152719,0
"2328","SH3BP5",0.795,0.901512467755566,0
"2326","KLHL6",0.795,0.901554068923007,0
"2325","GPR162",0.795,0.901595634700259,0
"2330","PNLDC1",0.796,0.901637167610221,0
"2332","POLB",0.797,0.901678667682056,0
"2333","GINS1",0.797,0.901720132494697,0
"2331","PLD2",0.797,0.901761562093059,0
"2335","UAP1L1",0.798,0.901802958970142,0
"2334","FAM215A",0.798,0.901844320720472,0
